,name,cost_text,coordinates,desc,beds,baths,parkings,weekly_rent
https://www.domain.com.au/7-7a-arvern-avenue-avondale-heights-vic-3034-16623615,7 & 7A Arvern Avenue Avondale Heights VIC 3034,$910 Per Week,"[-37.76521, 144.8672129]","Experience luxury living at its finest in these exquisite brand-new Townhouses.This sophisticated haven boasts impeccable design, featuring European oak engineered floorboards, Smeg stainless steel kitchen appliances, stone bench-tops, a large open plan living area that allows for an abundance of natural light and expansive walk-in pantry to cater to your culinary desires.",4.0,3.0,1.0,910.0
https://www.domain.com.au/24-brentwood-dr-avondale-heights-vic-3034-16623248,24 Brentwood Dr Avondale Heights VIC 3034,$500 per week,"[-37.7713844, 144.8544938]",* Unverified feature,3.0,1.0,2.0,500.0
https://www.domain.com.au/3-53-san-remo-drive-avondale-heights-vic-3034-16620111,3/53 San Remo Drive Avondale Heights VIC 3034,$530,"[-37.757903999999996, 144.868224]",* Unverified feature,3.0,2.0,1.0,530.0
https://www.domain.com.au/unit-10a-rogerson-street-avondale-heights-vic-3034-10176034,Unit/10A Rogerson Street Avondale Heights VIC 3034,$420 per week,"[-37.7631399, 144.8608147]",* Unverified feature,2.0,1.0,1.0,420.0
https://www.domain.com.au/38a-st-raphael-street-avondale-heights-vic-3034-16617617,38A St Raphael Street Avondale Heights VIC 3034,$800 Per Week,"[-37.757441299999996, 144.8627217]",* Unverified feature,4.0,3.0,1.0,800.0
https://www.domain.com.au/35-brentwood-drive-avondale-heights-vic-3034-16612204,35 Brentwood Drive Avondale Heights VIC 3034,$450 Per Week,"[-37.7711277, 144.8534197]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,1.0,2.0,450.0
https://www.domain.com.au/3-8-military-rd-avondale-heights-vic-3034-16610446,3/8 Military Rd Avondale Heights VIC 3034,$550.00 PER WEEK,"[-37.7700713, 144.8657455]",* Unverified feature,2.0,2.0,1.0,550.0
https://www.domain.com.au/51-riviera-road-avondale-heights-vic-3034-16609641,51 Riviera Road Avondale Heights VIC 3034,$800 Per Week,"[-37.7554101, 144.8698343]",* Unverified feature,4.0,2.0,2.0,800.0
https://www.domain.com.au/31a-medfield-ave-avondale-heights-vic-3034-16604598,31A Medfield Ave Avondale Heights VIC 3034,$800 weekly,"[-37.7660572, 144.8657009]",* Unverified feature,4.0,3.0,1.0,800.0
https://www.domain.com.au/11-laura-grove-avondale-heights-vic-3034-16601022,11 Laura Grove Avondale Heights VIC 3034,$880 Per Week,"[-37.771468, 144.8637322]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,3.0,1.0,880.0
https://www.domain.com.au/5-21d-riviera-road-avondale-heights-vic-3034-16594342,5/21D Riviera Road Avondale Heights VIC 3034,$500.00 per week,"[-37.75581, 144.865308]",* Unverified feature,2.0,1.0,2.0,500.0
https://www.domain.com.au/38-south-gateway-avondale-heights-vic-3034-16593749,38 South Gateway Avondale Heights VIC 3034,$450 PW / $1955 PCM,"[-37.7546115, 144.8521737]",* Unverified feature,3.0,1.0,2.0,450.0
https://www.domain.com.au/38-westminister-drive-avondale-heights-vic-3034-8472937,38 Westminister Drive Avondale Heights VIC 3034,"$480 per week/$2,086 PCM","[-37.7644932, 144.8587906]",This property will be available to inspect after the available date. Register your details to be updated once an inspection has been scheduled. ,3.0,1.0,3.0,480.0
https://www.domain.com.au/47a-medfield-ave-avondale-heights-vic-3034-16520563,47A Medfield Ave Avondale Heights VIC 3034,$795.00,"[-37.76589209999999, 144.8643387]",* Unverified feature,4.0,2.0,2.0,795.0
https://www.domain.com.au/23-oakley-drive-avondale-heights-vic-3034-16578301,23 Oakley Drive Avondale Heights VIC 3034,"$1,300.00 per week","[-37.7597022, 144.8740244]",* Unverified feature,5.0,3.0,2.0,1300.0
https://www.domain.com.au/42a-mountain-view-avenue-avondale-heights-vic-3034-16532614,42A Mountain View Avenue Avondale Heights VIC 3034,"$645 per week/$2,803 PCM","[-37.75712499999999, 144.854689]",* Unverified feature,3.0,2.0,1.0,645.0
https://www.domain.com.au/9-st-agnes-court-avondale-heights-vic-3034-16609967,9 St Agnes Court Avondale Heights VIC 3034,$480,"[-37.7565087, 144.8658145]",* Unverified feature,3.0,2.0,1.0,480.0
https://www.domain.com.au/8-huon-court-keilor-vic-3036-16633309,8 Huon Court Keilor VIC 3036,$425 Per Week,"[-37.715909, 144.8226402]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,2.0,425.0
https://www.domain.com.au/2-4-riverside-avenue-keilor-vic-3036-15505931,2/4 Riverside Avenue Keilor VIC 3036,$800,"[-37.7247275, 144.836098]",* Unverified feature,4.0,2.0,2.0,800.0
https://www.domain.com.au/1-1-shakespeare-drive-delahey-vic-3037-16614004,1/1 Shakespeare Drive Delahey VIC 3037,$380,"[-37.725932, 144.775015]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,1.0,2.0,380.0
https://www.domain.com.au/22-richie-circuit-hillside-vic-3037-16636472,22 Richie Circuit Hillside VIC 3037,$430 pw,"[-37.701816, 144.7439283]",* Unverified feature,3.0,2.0,1.0,430.0
https://www.domain.com.au/10-synergy-court-taylors-hill-vic-3037-16634627,10 Synergy Court Taylors Hill VIC 3037,$490pw/ $2129pcm,"[-37.7111832, 144.7427268]",* Unverified feature,3.0,2.0,2.0,490.0
https://www.domain.com.au/43-12-pecks-road-sydenham-vic-3037-16634403,43/12 Pecks Road Sydenham VIC 3037,$400,"[-37.7014308, 144.7695989]",* Unverified feature,3.0,1.0,1.0,400.0
https://www.domain.com.au/52-meade-way-sydenham-vic-3037-16632159,52 Meade Way Sydenham VIC 3037,$450.00 per week,"[-37.6999892, 144.7588621]",* Unverified feature,3.0,2.0,0.0,450.0
https://www.domain.com.au/15-park-road-hillside-vic-3037-16629633,15 Park Road Hillside VIC 3037,"$575 per week, available now","[-37.684611, 144.7425981]",* Unverified feature,4.0,2.0,2.0,575.0
https://www.domain.com.au/30-king-drive-hillside-vic-3037-16625835,30 King Drive Hillside VIC 3037,$680 per week,"[-37.6894999, 144.7330308]",* Unverified feature,4.0,2.0,2.0,680.0
https://www.domain.com.au/4-7-lorraine-court-hillside-vic-3037-16624218,4/7 Lorraine Court Hillside VIC 3037,$450 per week,"[-37.703202, 144.7443109]",* Unverified feature,3.0,2.0,2.0,450.0
https://www.domain.com.au/4a-kontek-way-sydenham-vic-3037-16624137,4A Kontek Way Sydenham VIC 3037,$400 per week,"[-37.6977973, 144.7589779]",* Unverified feature,3.0,2.0,1.0,400.0
https://www.domain.com.au/5-ruthven-close-hillside-vic-3037-16623693,5 Ruthven Close Hillside VIC 3037,$480 pw,"[-37.6860434, 144.7542057]",* Unverified feature,4.0,2.0,2.0,480.0
https://www.domain.com.au/16-tasman-court-taylors-hill-vic-3037-16623460,16 Tasman Court Taylors Hill VIC 3037,$490,"[-37.7118181, 144.7541843]",* Unverified feature,4.0,1.0,1.0,490.0
https://www.domain.com.au/4-28-buckingham-street-sydenham-vic-3037-16002437,4/28 Buckingham Street Sydenham VIC 3037,$410.00 per week,"[-37.6902236, 144.7642187]",* Unverified feature,3.0,1.0,1.0,410.0
https://www.domain.com.au/58-melfin-drive-hillside-vic-3037-11691606,58 Melfin Drive Hillside VIC 3037,$480 Per Week,"[-37.6882287, 144.7451727]",* Unverified feature,3.0,2.0,1.0,480.0
https://www.domain.com.au/38b-chris-court-hillside-vic-3037-16620119,38B Chris Court Hillside VIC 3037,$600 Per Week,"[-37.698222, 144.7544801]",* Unverified feature,4.0,3.0,2.0,600.0
https://www.domain.com.au/38a-chris-court-hillside-vic-3037-16620118,38A Chris Court Hillside VIC 3037,$600 Per Week,"[-37.698222, 144.7544801]",* Unverified feature,4.0,3.0,2.0,600.0
https://www.domain.com.au/1-bugay-court-hillside-vic-3037-16612435,1 Bugay Court Hillside VIC 3037,$470.00 Per Week,"[-37.702819, 144.7535835]",* Unverified feature,3.0,2.0,1.0,470.0
https://www.domain.com.au/22-sacras-court-sydenham-vic-3037-16610890,22 Sacras Court Sydenham VIC 3037,$430,"[-37.6979842, 144.76912]",* Unverified feature,3.0,2.0,2.0,430.0
https://www.domain.com.au/71-stagecoach-crescent-sydenham-vic-3037-16610704,71 Stagecoach Crescent Sydenham VIC 3037,$565 per week,"[-37.7042988, 144.7651712]",* Unverified feature,4.0,2.0,2.0,565.0
https://www.domain.com.au/26-zammit-lane-hillside-vic-3037-10437263,26 Zammit Lane Hillside VIC 3037,$420 per week,"[-37.7007142, 144.7440141]",* Unverified feature,3.0,2.0,1.0,420.0
https://www.domain.com.au/47-stagecoach-crescent-sydenham-vic-3037-13962988,47 Stagecoach Crescent Sydenham VIC 3037,$495 per week,"[-37.7022941, 144.7666734]",* Unverified feature,4.0,2.0,2.0,495.0
https://www.domain.com.au/1-9-marner-street-hillside-vic-3037-16601146,1/9 Marner Street Hillside VIC 3037,$420 pw,"[-37.7040567, 144.7495318]",* Unverified feature,3.0,2.0,1.0,420.0
https://www.domain.com.au/1-70-community-hub-sydenham-vic-3037-16596114,1/70 Community Hub Sydenham VIC 3037,$440,"[-37.7016979, 144.7569341]",* Unverified feature,3.0,2.0,1.0,440.0
https://www.domain.com.au/1-chancery-way-taylors-hill-vic-3037-16557707,1 Chancery Way Taylors Hill VIC 3037,$600 pw,"[-37.7185834, 144.7490561]",* Unverified feature,4.0,2.0,2.0,600.0
https://www.domain.com.au/18-southbank-walk-taylors-hill-vic-3037-16591738,18 Southbank Walk Taylors Hill VIC 3037,$580 per week,"[-37.7065056, 144.7542272]",* Unverified feature,4.0,2.0,2.0,580.0
https://www.domain.com.au/7-heritage-gardens-sydenham-vic-3037-16587991,7 Heritage Gardens Sydenham VIC 3037,$530 per week,"[-37.70904850000001, 144.7729831]",* Unverified feature,4.0,2.0,2.0,530.0
https://www.domain.com.au/7-varna-court-hillside-vic-3037-16584065,7 Varna Court Hillside VIC 3037,$420 Per Week,"[-37.6971781, 144.7498929]",* Unverified feature,3.0,2.0,1.0,420.0
https://www.domain.com.au/83-pecks-road-sydenham-vic-3037-16583555,83 Pecks Road Sydenham VIC 3037,$480,"[-37.7038376, 144.7687337]",* Unverified feature,3.0,2.0,1.0,480.0
https://www.domain.com.au/8-forbes-place-taylors-hill-vic-3037-16582007,8 Forbes Place Taylors Hill VIC 3037,$670.00,"[-37.722073, 144.750086]",* Unverified feature,4.0,2.0,2.0,670.0
https://www.domain.com.au/69-jindabyne-avenue-taylors-hill-vic-3037-16579721,69 Jindabyne Avenue Taylors Hill VIC 3037,"$560 PW ($2,433 PCM)","[-37.711772, 144.7650424]",* Unverified feature,4.0,2.0,2.0,560.0
https://www.domain.com.au/7-ahmet-place-hillside-vic-3037-16572106,7 Ahmet Place Hillside VIC 3037,$450 per week,"[-37.6960017, 144.7532831]",nbn® Fibre to the Node (FTTN) is available in this property ,4.0,2.0,2.0,450.0
https://www.domain.com.au/6-19-overton-lea-boulevard-sydenham-vic-3037-16556330,6/19 Overton Lea Boulevard Sydenham VIC 3037,$440 pw,"[-37.695651, 144.7673713]",* Unverified feature,3.0,2.0,2.0,440.0
https://www.domain.com.au/hillside-vic-3037-16524925,Hillside VIC 3037,$1529 pw Furnished,"[-37.6920638, 144.7442073]",* Unverified feature,5.0,2.0,2.0,1529.0
https://www.domain.com.au/29-durack-circuit-taylors-hill-vic-3037-16635394,29 Durack Circuit Taylors Hill VIC 3037,$400 pw,"[-37.71575259999999, 144.7549138]",* Unverified feature,3.0,2.0,2.0,400.0
https://www.domain.com.au/6-358-sydenham-road-sydenham-vic-3037-16613864,6/358 Sydenham Road Sydenham VIC 3037,$390 pw,"[-37.7026202, 144.7740877]",* Unverified feature,2.0,2.0,1.0,390.0
https://www.domain.com.au/17-cardinia-crescent-taylors-hill-vic-3037-15896225,17 Cardinia Crescent Taylors Hill VIC 3037,$450/WEEK,"[-37.7183745, 144.7610292]",* Unverified feature,3.0,2.0,2.0,450.0
https://www.domain.com.au/14-bowman-court-taylors-hill-vic-3037-16591101,14 Bowman Court Taylors Hill VIC 3037,$630 per week,"[-37.7182831, 144.7522317]",* Unverified feature,4.0,2.0,4.0,630.0
https://www.domain.com.au/1-29-manchester-drive-sydenham-vic-3037-16575367,1/29 Manchester Drive Sydenham VIC 3037,$415,"[-37.6856475, 144.7601013]",* Unverified feature,3.0,1.0,1.0,415.0
https://www.domain.com.au/50-wattle-valley-drive-hillside-vic-3037-15955190,50 Wattle Valley Drive Hillside VIC 3037,$500,"[-37.6868471, 144.7379855]",nbn® Fibre to the Node (FTTN) is available in this property ,4.0,2.0,2.0,500.0
https://www.domain.com.au/3-54-mcnicholl-way-delahey-vic-3037-11164722,3/54 McNicholl Way Delahey VIC 3037,$340,"[-37.7125744, 144.7822029]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,1.0,340.0
https://www.domain.com.au/44-pintail-crescent-taylors-lakes-vic-3038-15862393,44 Pintail Crescent Taylors Lakes VIC 3038,$580 Per Week,"[-37.6958221, 144.7936753]",* Unverified feature,3.0,2.0,2.0,580.0
https://www.domain.com.au/6-cocoparra-crescent-taylors-lakes-vic-3038-15216546,6 Cocoparra Crescent Taylors Lakes VIC 3038,$550,"[-37.7091757, 144.7998582]",* Unverified feature,4.0,2.0,3.0,550.0
https://www.domain.com.au/22-odessa-avenue-keilor-downs-vic-3038-16585750,22 Odessa Avenue Keilor Downs VIC 3038,Enquire Now: $460 per week,"[-37.72412, 144.8123113]",* Unverified feature,3.0,2.0,2.0,460.0
https://www.domain.com.au/2-102-willys-avenue-keilor-downs-vic-3038-16557738,2/102 Willys Avenue Keilor Downs VIC 3038,$410 per week,"[-37.7154081, 144.7944805]",* Unverified feature,3.0,1.0,1.0,410.0
https://www.domain.com.au/19b-wentworth-drive-taylors-lakes-vic-3038-16557139,19B Wentworth Drive Taylors Lakes VIC 3038,$420 per week,"[-37.6951161, 144.7792074]",* Unverified feature,3.0,2.0,1.0,420.0
https://www.domain.com.au/18-village-ave-taylors-lakes-vic-3038-16536522,18 Village Ave Taylors Lakes VIC 3038,$390 weekly,"[-37.7036587, 144.7972497]",nbn® Fibre to the Node (FTTN) is available in this property ,3.0,2.0,1.0,390.0
https://www.domain.com.au/24-kangaroo-paw-court-taylors-lakes-vic-3038-16618473,24 Kangaroo Paw Court Taylors Lakes VIC 3038,$460 pw,"[-37.713685100000006, 144.810789]",* Unverified feature,2.0,1.0,1.0,460.0
https://www.domain.com.au/14-ovens-street-moonee-ponds-vic-3039-16634413,14 Ovens Street Moonee Ponds VIC 3039,$550 per week,"[-37.7680729, 144.9269634]",Andrew D'Aprano,2.0,1.0,2.0,550.0
https://www.domain.com.au/6-primrose-street-moonee-ponds-vic-3039-16613703,6 Primrose Street Moonee Ponds VIC 3039,$695 per week,"[-37.7612049, 144.927311]",Jane Ormerod,3.0,1.0,2.0,695.0
https://www.domain.com.au/404-95-buckley-street-moonee-ponds-vic-3039-16593402,404/95 Buckley Street Moonee Ponds VIC 3039,"$1,400","[-37.7572943, 144.9175575]",Jess Ibbott,3.0,2.0,2.0,1400.0
https://www.domain.com.au/504-7-aspen-street-moonee-ponds-vic-3039-16633500,504/7 Aspen Street Moonee Ponds VIC 3039,$480 weekly,"[-37.7655561, 144.9217946]","**Scheduling your property inspection is now a breeze! Simply click on the ""Book an Inspection"" or ""Request a Time"" button to secure your appointment. You'll instantly receive a confirmation and be kept up-to-date with any alterations or cancellations concerning your scheduled visit. Please be aware, inspections may be subject to cancellation if no bookings are registered. Make your booking today",1.0,1.0,1.0,480.0
https://www.domain.com.au/7-21-moore-street-moonee-ponds-vic-3039-16627723,7/21 Moore Street Moonee Ponds VIC 3039,$450 per week,"[-37.768003, 144.9200786]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,450.0
https://www.domain.com.au/7-5-park-street-moonee-ponds-vic-3039-16622578,7/5 Park Street Moonee Ponds VIC 3039,$400 pw,"[-37.7623046, 144.9210586]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,400.0
https://www.domain.com.au/512-4-young-street-moonee-ponds-vic-3039-16618597,512/4 Young Street Moonee Ponds VIC 3039,$630 per week,"[-37.7679176, 144.9235678]",**Please note: This property is available for a flexible 6-12 month lease**,2.0,1.0,1.0,630.0
https://www.domain.com.au/2-82-park-street-moonee-ponds-vic-3039-16637338,2/82 Park Street Moonee Ponds VIC 3039,$460.00,"[-37.7608363, 144.9123599]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,1.0,460.0
https://www.domain.com.au/17-108-110-maribyrnong-road-moonee-ponds-vic-3039-16636462,17/108-110 Maribyrnong Road Moonee Ponds VIC 3039,$320.00,"[-37.771541, 144.915975]",** BOOK INSPECTION ONLINE **,1.0,1.0,1.0,320.0
https://www.domain.com.au/4-84a-maribyrnong-road-moonee-ponds-vic-3039-16632550,4/84A Maribyrnong Road Moonee Ponds VIC 3039,$420.00,"[-37.7718064, 144.9187016]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,1.0,420.0
https://www.domain.com.au/2-46-wilson-street-moonee-ponds-vic-3039-16628275,2/46 Wilson Street Moonee Ponds VIC 3039,$550.00,"[-37.763268, 144.928983]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,1.0,550.0
https://www.domain.com.au/85a-buckley-street-moonee-ponds-vic-3039-16593902,85A Buckley Street Moonee Ponds VIC 3039,$575.00,"[-37.757364, 144.918428]",nbn® Fibre to the Curb (FTTC) is available in this property ,2.0,1.0,2.0,575.0
https://www.domain.com.au/16-226-maribyrnong-road-moonee-ponds-vic-3039-16637847,16/226 Maribyrnong Road Moonee Ponds VIC 3039,$320pw/ $1390pcm,"[-37.770608, 144.9077885]",* Unverified feature,1.0,1.0,1.0,320.0
https://www.domain.com.au/21-21-moore-st-moonee-ponds-vic-3039-16636767,21/21 Moore St Moonee Ponds VIC 3039,$450 weekly,"[-37.768003, 144.9200786]",* Unverified feature,1.0,1.0,1.0,450.0
https://www.domain.com.au/20-vine-street-moonee-ponds-vic-3039-16023182,20 Vine Street Moonee Ponds VIC 3039,$670 per week,"[-37.7687408, 144.9286442]",* Unverified feature,4.0,2.0,3.0,670.0
https://www.domain.com.au/62-derby-street-moonee-ponds-vic-3039-16632057,62 Derby Street Moonee Ponds VIC 3039,"$1,650","[-37.763549, 144.9101542]",* Unverified feature,5.0,4.0,2.0,1650.0
https://www.domain.com.au/3-141-park-street-moonee-ponds-vic-3039-16632027,3/141 Park Street Moonee Ponds VIC 3039,$650.00,"[-37.7609917, 144.9073168]",* Unverified feature,3.0,2.0,1.0,650.0
https://www.domain.com.au/9-48-50-evans-street-moonee-ponds-vic-3039-16630796,9/48-50 Evans Street Moonee Ponds VIC 3039,$500pw/$2173pcm,"[-37.76139, 144.9374176]",* Unverified feature,2.0,1.0,1.0,500.0
https://www.domain.com.au/4-84b-maribyrnong-road-moonee-ponds-vic-3039-16630357,4/84B Maribyrnong Road Moonee Ponds VIC 3039,$480pw/$2086pcm,"[-37.7717743, 144.9184847]",* Unverified feature,2.0,1.0,1.0,480.0
https://www.domain.com.au/12-28-hopetoun-street-moonee-ponds-vic-3039-16629163,12/28 Hopetoun Street Moonee Ponds VIC 3039,$320.00,"[-37.7664238, 144.9127419]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,320.0
https://www.domain.com.au/16-ovens-street-moonee-ponds-vic-3039-16626623,16 Ovens Street Moonee Ponds VIC 3039,$500pw / $2173pcm,"[-37.7680364, 144.9269634]",* Unverified feature,2.0,1.0,2.0,500.0
https://www.domain.com.au/1713-51-homer-street-moonee-ponds-vic-3039-16620613,1713/51 Homer Street Moonee Ponds VIC 3039,$650pw/$2824.00pcm,"[-37.7650658, 144.9205579]",* Unverified feature,2.0,2.0,1.0,650.0
https://www.domain.com.au/1217-40-hall-street-moonee-ponds-vic-3039-16614519,1217/40 Hall Street Moonee Ponds VIC 3039,$500,"[-37.7655561, 144.9217946]","As new apartment perched on the 12th floor of the exciting Mason Square complex with fabulous views of the City skyline . The builders have done a wonderful job in delivering another quality project with a truly first class finish, we are now calling on you to be one of the first to enjoy calling this your home and be the envy of your friends!",1.0,1.0,1.0,500.0
https://www.domain.com.au/1505-40-hall-street-moonee-ponds-vic-3039-16610695,1505/40 Hall Street Moonee Ponds VIC 3039,$500,"[-37.7655561, 144.9217946]",Perched on the 15th floor this as new light filled apartment has a flexi room that can either be used as a study or dining area.,1.0,1.0,1.0,500.0
https://www.domain.com.au/207-10-shuter-street-moonee-ponds-vic-3039-16609834,207/10 Shuter Street Moonee Ponds VIC 3039,$600 Per Week,"[-37.7679294, 144.920807]",* Unverified feature,2.0,2.0,1.0,600.0
https://www.domain.com.au/9-grandison-street-moonee-ponds-vic-3039-16608748,9 Grandison Street Moonee Ponds VIC 3039,$650 per week,"[-37.7608957, 144.9197427]",* Unverified feature,3.0,1.0,3.0,650.0
https://www.domain.com.au/704-40-hall-street-moonee-ponds-vic-3039-16601473,704/40 Hall Street Moonee Ponds VIC 3039,$425.00,"[-37.7655561, 144.9217946]",* Unverified feature,1.0,1.0,0.0,425.0
https://www.domain.com.au/4-141-park-street-moonee-ponds-vic-3039-16593410,4/141 Park Street Moonee Ponds VIC 3039,$700.00,"[-37.7610428, 144.9073187]",* Unverified feature,3.0,2.0,1.0,700.0
https://www.domain.com.au/2b-latrobe-street-moonee-ponds-vic-3039-16591671,2B Latrobe Street Moonee Ponds VIC 3039,$850.00,"[-37.770846, 144.9116991]",* Unverified feature,3.0,2.0,1.0,850.0
https://www.domain.com.au/5-67-eglinton-street-moonee-ponds-vic-3039-16582648,5/67 Eglinton Street Moonee Ponds VIC 3039,$480pw/$2086pcm,"[-37.7688644, 144.9140867]",* Unverified feature,2.0,1.0,1.0,480.0
https://www.domain.com.au/326-derby-place-moonee-ponds-vic-3039-16576253,326/ Derby Place Moonee Ponds VIC 3039,$595 per week,"[-37.7646737, 144.9121572]","Brand new 92 square meter apartment in the Ardmillan Retirement Village. It is light, spacious and superbly finished with luxurious appointments, top quality fittings and appliances. All chosen for ease of use and the best in design.",1.0,1.0,1.0,595.0
https://www.domain.com.au/2-108-110-maribyrnong-road-moonee-ponds-vic-3039-15889640,2/108-110 Maribyrnong Road Moonee Ponds VIC 3039,$350 pw,"[-37.7715356, 144.9159597]",* Unverified feature,1.0,1.0,0.0,350.0
https://www.domain.com.au/6-eddy-street-moonee-ponds-vic-3039-16412381,6 EDDY STREET Moonee Ponds VIC 3039,$680,"[-37.7646069, 144.9202694]",* Unverified feature,2.0,1.0,2.0,680.0
https://www.domain.com.au/204-74-pascoe-vale-road-moonee-ponds-vic-3039-16327226,204/74 Pascoe Vale Road Moonee Ponds VIC 3039,$530pw/$2303pcm,"[-37.7639768, 144.9255457]",* Unverified feature,2.0,1.0,1.0,530.0
https://www.domain.com.au/1102-341-ascot-vale-road-moonee-ponds-vic-3039-16321117,1102/341 Ascot Vale Road Moonee Ponds VIC 3039,$480 per week,"[-37.7678813, 144.9242363]",* Unverified feature,2.0,1.0,1.0,480.0
https://www.domain.com.au/1220-40-hall-street-moonee-ponds-vic-3039-16637843,1220/40 Hall Street Moonee Ponds VIC 3039,$650,"[-37.7655561, 144.9217946]",* Unverified feature,2.0,2.0,1.0,650.0
https://www.domain.com.au/5-14-hutcheson-st-moonee-ponds-vic-3039-16636797,5/14 Hutcheson St Moonee Ponds VIC 3039,$350 per week,"[-37.7597885, 144.9242912]",* Unverified feature,1.0,1.0,0.0,350.0
https://www.domain.com.au/1315-40-hall-street-moonee-ponds-vic-3039-16022752,1315/40 Hall Street Moonee Ponds VIC 3039,$525,"[-37.7655561, 144.9217946]",* Unverified feature,1.0,1.0,1.0,525.0
https://www.domain.com.au/516-7-aspen-street-moonee-ponds-vic-3039-15336109,516/7 Aspen Street Moonee Ponds VIC 3039,$500,"[-37.7655561, 144.9217946]",* Unverified feature,1.0,1.0,1.0,500.0
https://www.domain.com.au/403-331-333-ascot-vale-road-moonee-ponds-vic-3039-15330937,403/331-333 Ascot Vale Road Moonee Ponds VIC 3039,$480,"[-37.768347, 144.924443]",* Unverified feature,1.0,1.0,1.0,480.0
https://www.domain.com.au/727-40-hall-street-moonee-ponds-vic-3039-16598262,727/40 Hall Street Moonee Ponds VIC 3039,$525,"[-37.7655561, 144.9217946]","If location, lifestyle and a place to call home are important to you, look no further than these fantastic apartments at Mason Sq!",1.0,1.0,1.0,525.0
https://www.domain.com.au/1305-40-hall-street-moonee-ponds-vic-3039-16596835,1305/40 Hall Street Moonee Ponds VIC 3039,$650,"[-37.7655561, 144.9217946]","Luxuriously appointed with no wasted space, this apartment features a stunning kitchen with stainless steel appliances, including an induction cooktop and dishwasher. The spacious air-conditioned living room, with timber flooring, opens onto a bright balcony with plenty of natural light. The carpeted bedrooms are sundrenched and feature ample wardrobe space with smart storage options, and a master",2.0,2.0,1.0,650.0
https://www.domain.com.au/212-40-hall-street-moonee-ponds-vic-3039-15329145,212/40 Hall Street Moonee Ponds VIC 3039,$500,"[-37.7655561, 144.9217946]",* Unverified feature,1.0,1.0,1.0,500.0
https://www.domain.com.au/1009-40-hall-street-moonee-ponds-vic-3039-15250357,1009/40 Hall Street Moonee Ponds VIC 3039,$500,"[-37.7655561, 144.9217946]","If location, lifestyle and a place to call home are important to you, look no further than these fantastic apartments at Mason Sq!",1.0,1.0,1.0,500.0
https://www.domain.com.au/3-26-hopetoun-street-moonee-ponds-vic-3039-16620100,3/26 Hopetoun Street Moonee Ponds VIC 3039,$535 Per Week,"[-37.7665998, 144.9126991]",* Unverified feature,2.0,1.0,1.0,535.0
https://www.domain.com.au/2-10-bowen-street-moonee-ponds-vic-3039-12069671,2/10 Bowen Street Moonee Ponds VIC 3039,$310 Per Week,"[-37.769966, 144.9095952]",* Unverified feature,1.0,1.0,0.0,310.0
https://www.domain.com.au/1-269-ascot-vale-rd-moonee-ponds-vic-3039-16009619,1/269 Ascot Vale Rd Moonee Ponds VIC 3039,$330,"[-37.7718237, 144.9238063]",nbn® Fibre to the Curb (FTTC) is available in this property ,2.0,1.0,0.0,330.0
https://www.domain.com.au/102-ogilvie-street-essendon-vic-3040-16620934,102 Ogilvie Street Essendon VIC 3040,$725.00,"[-37.7465368, 144.8932723]",Leo Zuo,4.0,2.0,2.0,725.0
https://www.domain.com.au/1-wiseman-court-essendon-vic-3040-16616778,1 Wiseman Court Essendon VIC 3040,$800.00,"[-37.7524345, 144.926967]",Leo Zhang,3.0,1.0,2.0,800.0
https://www.domain.com.au/69a-price-street-essendon-vic-3040-14987107,69a Price Street Essendon VIC 3040,$680 per week,"[-37.746317, 144.8948063]",Diwa Kakar,3.0,2.0,2.0,680.0
https://www.domain.com.au/109-1005-mt-alexander-road-essendon-vic-3040-16598714,109/1005 Mt Alexander Road Essendon VIC 3040,$430.00,"[-37.7477704, 144.9119667]",Courtney Dix,1.0,1.0,1.0,430.0
https://www.domain.com.au/111b-150-keilor-road-essendon-vic-3040-16597236,111B/150 Keilor Road Essendon VIC 3040,$520.00 per week,"[-37.7403906, 144.9005129]",Dennis Lee,2.0,2.0,1.0,520.0
https://www.domain.com.au/4-4-mcphail-street-essendon-vic-3040-16603159,4/4 McPhail Street Essendon VIC 3040,$300.00,"[-37.7556748, 144.9121405]","Introducing a one-bedroom, one-bathroom unit with a built-in wardrobe, heating element in the lounge room, car space, and oven with stovetop.",1.0,1.0,1.0,300.0
https://www.domain.com.au/17-55-buckley-street-essendon-vic-3040-16634726,17/55 Buckley Street Essendon VIC 3040,$350.00,"[-37.7579678, 144.9232969]",** BOOK INSPECTION ONLINE **,1.0,1.0,1.0,350.0
