,name,cost_text,coordinates,desc,beds,baths,parkings,weekly_rent
https://www.domain.com.au/3-2-avoca-avenue-elwood-vic-3184-16577251,3/2 Avoca Avenue Elwood VIC 3184,$520 pw,"[-37.8739433, 144.9841839]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,0.0,520.0
https://www.domain.com.au/36-mitford-street-elwood-vic-3184-16562208,36 Mitford Street Elwood VIC 3184,"$2,300 Per Week","[-37.8736987, 144.9831489]",* Unverified feature,4.0,2.0,0.0,2300.0
https://www.domain.com.au/elwood-vic-3184-16053550,Elwood VIC 3184,$625 per week,"[-37.878722, 144.9859676]",* Unverified feature,2.0,1.0,1.0,625.0
https://www.domain.com.au/5-45-southey-st-elwood-vic-3184-16636291,5/45 Southey St Elwood VIC 3184,$595pw,"[-37.8767643, 144.9872371]",* Unverified feature,2.0,1.0,1.0,595.0
https://www.domain.com.au/1-1-wimbledon-ave-elwood-vic-3184-16632705,1/1 Wimbledon Ave Elwood VIC 3184,$780 per week,"[-37.8727921, 144.9894357]",* Unverified feature,2.0,1.0,0.0,780.0
https://www.domain.com.au/11-82-dickens-st-elwood-vic-3184-16632197,11/82 Dickens St Elwood VIC 3184,$675 weekly,"[-37.8748598, 144.977625]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,2.0,1.0,1.0,675.0
https://www.domain.com.au/10-28-docker-street-elwood-vic-3184-16631793,10/28 Docker Street Elwood VIC 3184,$495.00,"[-37.8873347, 144.9865253]",* Unverified feature,2.0,1.0,0.0,495.0
https://www.domain.com.au/7-88-addison-street-elwood-vic-3184-16014857,7/88 Addison Street Elwood VIC 3184,$490,"[-37.8794437, 144.98]",* Unverified feature,2.0,1.0,1.0,490.0
https://www.domain.com.au/6-251-brighton-road-elwood-vic-3184-16630911,6/251 Brighton Road Elwood VIC 3184,$430 Per Week,"[-37.882912, 144.99594]",* Unverified feature,2.0,1.0,1.0,430.0
https://www.domain.com.au/9-45a-ormond-esplanade-elwood-vic-3184-16629209,9/45a Ormond Esplanade Elwood VIC 3184,$570 Per Week,"[-37.8857823, 144.9822323]",* Unverified feature,2.0,1.0,1.0,570.0
https://www.domain.com.au/4-89-ormond-road-elwood-vic-3184-16624015,4/89 Ormond Road Elwood VIC 3184,$550 Per Week,"[-37.8849127, 144.9871695]",* Unverified feature,1.0,1.0,1.0,550.0
https://www.domain.com.au/2-7-vautier-st-elwood-vic-3184-16614821,2/7 Vautier St Elwood VIC 3184,$600 weekly,"[-37.8859318, 144.9869179]",* Unverified feature,2.0,1.0,1.0,600.0
https://www.domain.com.au/1-185-ormond-road-elwood-vic-3184-16614624,1/185 Ormond Road Elwood VIC 3184,$590 Per Week,"[-37.8868749, 144.9903945]",* Unverified feature,2.0,1.0,0.0,590.0
https://www.domain.com.au/2-24-milton-st-elwood-vic-3184-16603777,2/24 Milton St Elwood VIC 3184,$475 weekly,"[-37.8742521, 144.9881578]",* Unverified feature,1.0,1.0,1.0,475.0
https://www.domain.com.au/14-53-55-mitford-street-elwood-vic-3184-15897695,14/53-55 Mitford Street Elwood VIC 3184,$540,"[-37.8743349, 144.9827587]",* Unverified feature,2.0,1.0,1.0,540.0
https://www.domain.com.au/7-157-brighton-road-elwood-vic-3184-16530166,7/157 Brighton Road Elwood VIC 3184,$550 Per Week,"[-37.8770905, 144.9921271]",* Unverified feature,2.0,1.0,1.0,550.0
https://www.domain.com.au/3-23-pine-avenue-elwood-vic-3184-16350499,3/23 Pine Avenue Elwood VIC 3184,$525.00,"[-37.887745, 144.9881623]",* Unverified feature,2.0,1.0,1.0,525.0
https://www.domain.com.au/6-calista-court-elsternwick-vic-3185-16636824,6 Calista Court Elsternwick VIC 3185,$825 per week,"[-37.8817639, 145.0133632]",Leasing Team,3.0,1.0,1.0,825.0
https://www.domain.com.au/12-beavis-street-elsternwick-vic-3185-16635371,12 Beavis Street Elsternwick VIC 3185,$440 per week,"[-37.884381, 145.007785]",Neil Scott,2.0,1.0,1.0,440.0
https://www.domain.com.au/1c-riddell-parade-elsternwick-vic-3185-16347752,1C Riddell Parade Elsternwick VIC 3185,"$1,195 per week","[-37.8890766, 145.0040653]",Dragan Mrkela,3.0,2.0,2.0,1195.0
https://www.domain.com.au/7-24-parnell-street-elsternwick-vic-3185-16629479,7/24 Parnell Street Elsternwick VIC 3185,$560.00,"[-37.8934378, 145.0112649]",Tara Stewart,2.0,1.0,1.0,560.0
https://www.domain.com.au/1-32-clarence-street-elsternwick-vic-3185-16628219,1/32 Clarence Street Elsternwick VIC 3185,$370.00,"[0.0, 0.0]",Bo Natoli,1.0,1.0,1.0,370.0
https://www.domain.com.au/9-22-magnolia-road-gardenvale-vic-3185-16625700,9/22 Magnolia Road Gardenvale VIC 3185,$350 weekly,"[-37.89913600000001, 145.010146]",Leasing Concierge,1.0,1.0,1.0,350.0
https://www.domain.com.au/8-12-beavis-street-elsternwick-vic-3185-16625623,8/12 Beavis Street Elsternwick VIC 3185,$440 per week,"[-37.8843678, 145.0077909]",Neil Scott,2.0,1.0,1.0,440.0
https://www.domain.com.au/6-12-beavis-street-elsternwick-vic-3185-16625534,6/12 Beavis Street Elsternwick VIC 3185,$440 per week,"[-37.8843678, 145.0077909]",Neil Scott,2.0,1.0,1.0,440.0
https://www.domain.com.au/416b-455-glen-huntly-road-elsternwick-vic-3185-16608762,416B/455 Glen Huntly Road Elsternwick VIC 3185,$630 per week,"[-37.8848879, 145.0067786]",Carly Derbyshire,2.0,2.0,1.0,630.0
https://www.domain.com.au/103a-74-orrong-road-elsternwick-vic-3185-16608709,103a/74 Orrong Road Elsternwick VIC 3185,$475 per week,"[-37.8846701, 145.0060333]",Carly Derbyshire,1.0,1.0,1.0,475.0
https://www.domain.com.au/1-19-selwyn-street-elsternwick-vic-3185-16602891,1/19 Selwyn Street Elsternwick VIC 3185,$475 weekly,"[-37.88318, 145.001122]",Jemma Wilksch,1.0,1.0,1.0,475.0
https://www.domain.com.au/14-71-allison-road-elsternwick-vic-3185-16576581,14/71 Allison Road Elsternwick VIC 3185,$360.00,"[-37.88189080000001, 145.0114609]",Bo Natoli,1.0,1.0,1.0,360.0
https://www.domain.com.au/4-11-downshire-road-elsternwick-vic-3185-16614949,4/11 Downshire Road Elsternwick VIC 3185,$380 Per Week,"[-37.886366699999996, 145.0074179]",Molly Dillon,1.0,1.0,1.0,380.0
https://www.domain.com.au/106-2-8-beavis-street-elsternwick-vic-3185-16608799,106/2-8 Beavis Street Elsternwick VIC 3185,$495 per week,"[-37.8846978, 145.0077269]",Carly Derbyshire,2.0,1.0,1.0,495.0
https://www.domain.com.au/16-stanley-street-elsternwick-vic-3185-15112029,16 Stanley Street Elsternwick VIC 3185,$1200 per week,"[-37.8853866, 145.0035694]",Kerry Patounas,4.0,2.0,5.0,1200.0
https://www.domain.com.au/3-530-glenhuntly-road-elsternwick-vic-3185-16598041,3/530 Glenhuntly Road Elsternwick VIC 3185,$525 Per Week,"[-37.8858082, 145.0117037]",Neil Scott,2.0,1.0,1.0,525.0
https://www.domain.com.au/2-37-nepean-highway-elsternwick-vic-3185-16623813,2/37 Nepean Highway Elsternwick VIC 3185,$440 pw,"[-37.8872258, 145.0004249]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,440.0
https://www.domain.com.au/17-162-brighton-road-ripponlea-vic-3185-16623603,17/162 Brighton Road Ripponlea VIC 3185,$510.00,"[-37.8817554, 144.9961959]","Tastefully renovated and positioned at the rear of this boutique block of apartments, this sunny second floor apartment is bathed in northern light, has just been repainted throughout and is ready for you to move right in and enjoy.",2.0,1.0,1.0,510.0
https://www.domain.com.au/85-allison-rd-elsternwick-vic-3185-16615137,85 Allison Rd Elsternwick VIC 3185,$750 weekly,"[-37.88200459999999, 145.0131049]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,1.0,1.0,750.0
https://www.domain.com.au/8-170-brighton-rd-elsternwick-vic-3185-16610797,8/170 Brighton Rd Elsternwick VIC 3185,$465 weekly,"[-37.8821094, 144.9964326]","*** Please click ""register now"" to receive information regarding our inspection times ***",1.0,1.0,0.0,465.0
https://www.domain.com.au/1-16-blanche-street-elsternwick-vic-3185-16583927,1/16 Blanche Street Elsternwick VIC 3185,$900 per week,"[-37.8798648, 145.0147054]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,2.0,900.0
https://www.domain.com.au/1br-241-glen-huntly-road-elsternwick-vic-3185-16583230,1BR/241 Glen Huntly Road Elsternwick VIC 3185,From $595.00 per week.,"[-37.8838921, 144.9992012]",Brand new one bedroom apartments in Elsternwick's most exclusive development from $595.00 per week.,1.0,1.0,1.0,595.0
https://www.domain.com.au/2br-241-glen-huntly-road-elsternwick-vic-3185-16583229,2BR/241 Glen Huntly Road Elsternwick VIC 3185,From $795.00 per week,"[-37.8838921, 144.9992012]",Brand new two bedroom apartments in Elsternwick's most exclusive development from $795.00 per week.,2.0,2.0,1.0,795.0
https://www.domain.com.au/3br-241-glen-huntly-road-elsternwick-vic-3185-16583228,3BR/241 Glen Huntly Road Elsternwick VIC 3185,"From $1,395.00 per week.","[-37.8838921, 144.9992012]","Brand new three bedroom apartments in Elsternwick's most exclusive development from $1,395.00 per week.",3.0,3.0,2.0,1395.0
https://www.domain.com.au/293a-glen-huntly-road-elsternwick-vic-3185-16638135,293A Glen Huntly Road Elsternwick VIC 3185,$1095 per week,"[-37.8842704, 145.001704]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,1.0,0.0,1095.0
https://www.domain.com.au/3-8-gardenia-road-gardenvale-vic-3185-16634356,3/8 Gardenia Road Gardenvale VIC 3185,$400.00,"[-37.8993987, 145.0088073]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,400.0
https://www.domain.com.au/84-allison-road-elsternwick-vic-3185-16633581,84 Allison Road Elsternwick VIC 3185,$950,"[-37.8824791, 145.0136125]",* Unverified feature,4.0,2.0,1.0,950.0
https://www.domain.com.au/2-39-carlingford-street-elsternwick-vic-3185-16631748,2/39 Carlingford Street Elsternwick VIC 3185,$530 per week,"[-37.8896946, 145.0120459]",* Unverified feature,2.0,2.0,1.0,530.0
https://www.domain.com.au/54-lantana-rd-gardenvale-vic-3185-16619171,54 Lantana Rd Gardenvale VIC 3185,$850 per week,"[-37.8969278, 145.0119426]",* Unverified feature,4.0,1.0,2.0,850.0
https://www.domain.com.au/2-24-begonia-street-gardenvale-vic-3185-16618551,2/24 Begonia Street Gardenvale VIC 3185,"$1,650.00","[-37.8985923, 145.0076995]",***IMPORTANT REGISTER TO INSPECT PROPERTIES ***,3.0,2.0,1.0,1650.0
https://www.domain.com.au/204-glen-eira-road-elsternwick-vic-3185-16592556,204 Glen Eira Road Elsternwick VIC 3185,$895 per week,"[-37.8777751, 145.0037165]",* Unverified feature,3.0,2.0,1.0,895.0
https://www.domain.com.au/10-27-seymour-road-elsternwick-vic-3185-16586710,10/27 Seymour Road Elsternwick VIC 3185,$365.00,"[-37.88041339999999, 145.009389]",* Unverified feature,1.0,1.0,1.0,365.0
https://www.domain.com.au/54-shoobra-road-elsternwick-vic-3185-16459744,54 Shoobra Road Elsternwick VIC 3185,$1450 per week,"[-37.8893743, 145.0075642]",* Unverified feature,5.0,2.0,2.0,1450.0
https://www.domain.com.au/3-34-victoria-street-elsternwick-vic-3185-16459088,3/34 Victoria Street Elsternwick VIC 3185,$925 per week,"[-37.8881221, 145.0092725]",* Unverified feature,4.0,1.0,1.0,925.0
https://www.domain.com.au/2-124-brighton-road-ripponlea-vic-3185-16635229,2/124 Brighton Road Ripponlea VIC 3185,$430,"[-37.8797063, 144.9948985]",* Unverified feature,2.0,1.0,1.0,430.0
https://www.domain.com.au/11-32-gardenia-road-elsternwick-vic-3185-16634107,11/32 Gardenia Road Elsternwick VIC 3185,$420 per week,"[-37.8970978, 145.0092837]",* Unverified feature,2.0,1.0,1.0,420.0
https://www.domain.com.au/7-231-glen-huntly-road-elsternwick-vic-3185-16604682,7/231 Glen Huntly Road Elsternwick VIC 3185,$900,"[-37.8838329, 144.9988714]",* Unverified feature,3.0,2.0,2.0,900.0
https://www.domain.com.au/8-66-orrong-road-elsternwick-vic-3185-16557602,8/66 Orrong Road Elsternwick VIC 3185,$980.00 per week,"[-37.8856425, 145.0061815]",* Unverified feature,3.0,2.0,2.0,980.0
https://www.domain.com.au/11-15-gardenia-road-elsternwick-vic-3185-16455571,11/15 Gardenia Road Elsternwick VIC 3185,$550 per week,"[-37.8989518, 145.0085349]",* Unverified feature,2.0,1.0,1.0,550.0
https://www.domain.com.au/1-121-cochrane-street-brighton-vic-3186-16631106,1/121 Cochrane Street Brighton VIC 3186,$650.00,"[-37.8938232, 144.9998451]",Bradley Small,3.0,1.0,2.0,650.0
https://www.domain.com.au/436-new-street-brighton-vic-3186-16630704,436 New Street Brighton VIC 3186,"$2,200.00","[-37.8953252, 144.9952398]",Michelle Murray,4.0,2.0,3.0,2200.0
https://www.domain.com.au/2-117-north-road-brighton-vic-3186-16630681,2/117 North Road Brighton VIC 3186,$675.00,"[-37.8987869, 145.000582]",Michelle Murray,2.0,1.0,1.0,675.0
https://www.domain.com.au/18-carpenter-street-brighton-vic-3186-16610637,18. Carpenter Street Brighton VIC 3186,"$1,750.00","[-37.9152634, 144.9935634]",Elizabeth Lopez,4.0,2.0,2.0,1750.0
https://www.domain.com.au/313-st-kilda-street-brighton-vic-3186-16622106,313 St Kilda Street Brighton VIC 3186,"$1,200.00","[-37.9045118, 144.987904]",Paul West,4.0,2.0,4.0,1200.0
https://www.domain.com.au/44-carpenter-street-brighton-vic-3186-16621282,44 Carpenter Street Brighton VIC 3186,$860.00,"[-37.91325700000001, 144.9965116]",Paul West,3.0,1.0,3.0,860.0
https://www.domain.com.au/322-st-kilda-street-brighton-vic-3186-16617313,322. St Kilda Street Brighton VIC 3186,"$1,900.00","[-37.9040656, 144.9887825]",Bradley Small,5.0,3.0,4.0,1900.0
https://www.domain.com.au/2-1-chatsworth-avenue-brighton-vic-3186-16617306,2/1 Chatsworth Avenue Brighton VIC 3186,"$2,100.00","[-37.8993805, 144.9884831]",Jodie Bond,3.0,3.0,2.0,2100.0
https://www.domain.com.au/104-male-street-brighton-vic-3186-16605149,104 Male Street Brighton VIC 3186,"$2,800.00","[-37.9089134, 145.0053566]",Michelle Murray,4.0,5.0,4.0,2800.0
https://www.domain.com.au/8a-campbell-street-brighton-vic-3186-16603187,8A Campbell Street Brighton VIC 3186,"$2,150.00","[-37.8991964, 144.9906723]",Michelle Murray,4.0,2.0,3.0,2150.0
https://www.domain.com.au/12-363-new-street-brighton-vic-3186-16599992,12/363 New Street Brighton VIC 3186,$625 pw,"[-37.9024609, 144.9933254]",Simon Koulouris,2.0,1.0,2.0,625.0
https://www.domain.com.au/41-bay-street-brighton-vic-3186-16597837,41 Bay Street Brighton VIC 3186,"$1,290.00","[-37.9036494, 144.9894561]",Michelle Murray,4.0,2.0,2.0,1290.0
https://www.domain.com.au/101-7-9-cowra-street-brighton-vic-3186-16596486,101/7-9 Cowra Street Brighton VIC 3186,$650 per week,"[-37.904925, 145.007231]",Leasing Team,2.0,1.0,1.0,650.0
https://www.domain.com.au/2a-normanby-street-brighton-vic-3186-16594616,2A Normanby Street Brighton VIC 3186,"$2,300.00","[-37.9109999, 144.986675]",Zarah Baker,4.0,2.0,2.0,2300.0
https://www.domain.com.au/23-hammond-street-brighton-vic-3186-16592625,23 Hammond Street Brighton VIC 3186,"$1,250.00","[-37.9161674, 145.005244]",Tara Stewart,3.0,2.0,2.0,1250.0
https://www.domain.com.au/108-south-road-brighton-vic-3186-16634295,108 South Road Brighton VIC 3186,"$1,500","[-37.92981169999999, 145.0051199]","Presenting a captivating mix of century-spanning style elements, enhanced with impressive contemporary appointments, this character-rich solid brick circa 1932 family home, with resort-style swimming pool and self-contained studio/pool house, is ideally located in the heart of Bayside's celebrated lifestyle belt.",4.0,2.0,2.0,1500.0
https://www.domain.com.au/g21-209-bay-street-brighton-vic-3186-16631338,G21/209 Bay Street Brighton VIC 3186,$420.00,"[-37.9048909, 144.9989838]","Developed by one of Australia's most savvy Developers BPM, they have partnered with leading Architect Eilenberg Fraser to create a project that showcases spaces and finishes a cut above the rest.",1.0,1.0,1.0,420.0
https://www.domain.com.au/g01-317-325-new-street-brighton-vic-3186-16629252,G01/317-325 New Street Brighton VIC 3186,$470.00,"[-37.9048787, 144.9928412]","Situated on the ground floor of this recently completed apartment block lets in an abundance of natural light, this secure apartment features a courtyard garden and secure parking. Comprising Security Entrance to the street, open plan Kitchen Living-room, Study area, Bedroom with built in wardrobes, bathroom, laundry facilities. Please refer to the listed inspection time to inspect.",1.0,1.0,1.0,470.0
https://www.domain.com.au/12-bleazby-avenue-brighton-vic-3186-16627197,12 Bleazby Avenue Brighton VIC 3186,$1585 pw,"[-37.9136708, 144.9992877]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,2.0,1585.0
https://www.domain.com.au/4b-harwood-street-brighton-vic-3186-16594197,4B Harwood Street Brighton VIC 3186,"$1,950.00","[-37.8929097, 144.9912756]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,3.0,4.0,1950.0
https://www.domain.com.au/11-boxshall-street-brighton-vic-3186-16610201,11 Boxshall Street Brighton VIC 3186,$800 pw,"[-37.910600099999996, 144.9974369]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,1.0,2.0,800.0
https://www.domain.com.au/371-st-kilda-street-brighton-vic-3186-16590511,371 St Kilda Street Brighton VIC 3186,$1480 per week,"[-37.8984213, 144.9891696]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,3.0,4.0,1480.0
https://www.domain.com.au/6-blairgowrie-court-brighton-vic-3186-16578589,6 Blairgowrie Court Brighton VIC 3186,"$1,400.00","[-37.9056892, 144.9891199]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,2.0,4.0,1400.0
https://www.domain.com.au/6-12-wellington-street-brighton-vic-3186-16559870,6/12 Wellington Street Brighton VIC 3186,$850.00,"[-37.9166116, 144.9901419]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,2.0,850.0
https://www.domain.com.au/14-foote-street-brighton-vic-3186-16532101,14 Foote Street Brighton VIC 3186,"$1,700.00","[-37.89561339999999, 144.9937786]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,5.0,3.0,2.0,1700.0
https://www.domain.com.au/49-kinane-street-brighton-vic-3186-16500737,49 Kinane Street Brighton VIC 3186,"$1,800.00","[-37.9216791, 144.9931945]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,3.0,2.0,1800.0
https://www.domain.com.au/1-19-new-street-brighton-vic-3186-16483896,1/19 New Street Brighton VIC 3186,$390.00,"[-37.92976580000001, 144.9935552]",You MUST register for an inspection and we ask that you also confirm your attendance. AN AGENT WILL NOT BE PRESENT IF YOU DO NOT REGISTER and CONFIRM. Your consideration and co-operation is appreciated.,1.0,1.0,0.0,390.0
https://www.domain.com.au/5-chatsworth-avenue-brighton-vic-3186-16483305,5 Chatsworth Avenue Brighton VIC 3186,"$1,950.00","[-37.8994294, 144.9879716]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,2.0,3.0,1950.0
https://www.domain.com.au/4-19-birdwood-avenue-brighton-vic-3186-15875170,4/19 Birdwood Avenue Brighton VIC 3186,"$2,500.00","[-37.8942781, 144.98678519999999]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,3.0,3.0,2500.0
https://www.domain.com.au/2-273-st-kilda-street-brighton-vic-3186-16637570,2/273 St Kilda Street Brighton VIC 3186,$700 per week,"[-37.9078677, 144.9872461]",* Unverified feature,2.0,1.0,1.0,700.0
https://www.domain.com.au/7-241-243-bay-street-brighton-vic-3186-16631633,7/241-243 Bay Street Brighton VIC 3186,$585.00,"[-37.9048598, 145.000127]",* Unverified feature,2.0,2.0,1.0,585.0
https://www.domain.com.au/104a-103-bay-street-brighton-vic-3186-16629731,104a/103 Bay Street Brighton VIC 3186,$625.00,"[-37.9042341, 144.9954491]",* Unverified feature,2.0,2.0,1.0,625.0
https://www.domain.com.au/1-1-barkly-st-brighton-vic-3186-16627247,1/1 Barkly St Brighton VIC 3186,$1100 per week,"[-37.9047693, 144.9937249]",* Unverified feature,3.0,2.0,2.0,1100.0
https://www.domain.com.au/47-murphy-street-brighton-vic-3186-16626305,47 Murphy Street Brighton VIC 3186,"$1,800.00","[-37.8911675, 144.9967927]",* Unverified feature,3.0,2.0,1.0,1800.0
https://www.domain.com.au/8-8-manor-street-brighton-vic-3186-16625318,8/8 Manor Street Brighton VIC 3186,$380.00,"[-37.9175774, 144.9896474]",* Unverified feature,1.0,1.0,1.0,380.0
https://www.domain.com.au/13-350-new-street-brighton-vic-3186-16623806,13/350 New Street Brighton VIC 3186,$695 per week,"[-37.9020751, 144.9955148]",* Unverified feature,2.0,1.0,2.0,695.0
https://www.domain.com.au/655a-hampton-street-st-brighton-vic-3186-16618801,655a Hampton Street St Brighton VIC 3186,"$1,025 per week","[-37.92731149999999, 145.0042781]",* Unverified feature,3.0,2.0,2.0,1025.0
https://www.domain.com.au/1a-cluden-st-brighton-vic-3186-16616319,1a Cluden St Brighton VIC 3186,"$1,200 per week","[-37.9122725, 145.0077887]",* Unverified feature,3.0,2.0,3.0,1200.0
https://www.domain.com.au/enquire-for-address-brighton-vic-3186-16615316,Enquire For Address Brighton VIC 3186,"$4,400.00","[-37.9044002, 144.9997396]",Inspect by Appointment Only ,4.0,4.0,2.0,4400.0
https://www.domain.com.au/5-16-18-spink-street-brighton-vic-3186-15941760,5/16-18 Spink Street Brighton VIC 3186,$700 Per Week,"[-37.8969371, 145.0046005]",* Unverified feature,3.0,2.0,1.0,700.0
https://www.domain.com.au/909-hampton-street-brighton-vic-3186-16576009,909 Hampton Street Brighton VIC 3186,$950.00,"[-37.9076754, 145.007871]",* Unverified feature,4.0,2.0,2.0,950.0
https://www.domain.com.au/10-st-ninians-road-brighton-vic-3186-15551153,10 St Ninians Road Brighton VIC 3186,"$2,400 Per Week","[-37.9027783, 144.9854791]",* Unverified feature,4.0,3.0,4.0,2400.0
https://www.domain.com.au/brighton-vic-3186-16546321,Brighton VIC 3186,"$2,500","[-37.9044002, 144.9997396]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,3.0,3.0,2500.0
https://www.domain.com.au/1-cosham-st-brighton-vic-3186-9415716,1 Cosham St Brighton VIC 3186,"$1,400 per week","[-37.9060298, 144.9887003]",* Unverified feature,5.0,4.0,3.0,1400.0
https://www.domain.com.au/3-22-24-warleigh-grove-brighton-vic-3186-15193694,3/22-24 Warleigh Grove Brighton VIC 3186,$650 per week,"[-37.9047161, 145.0030177]",* Unverified feature,2.0,2.0,2.0,650.0
https://www.domain.com.au/2-138-new-street-brighton-vic-3186-15491240,2/138 New Street Brighton VIC 3186,$390,"[-37.9181228, 144.9930252]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,1.0,1.0,1.0,390.0
https://www.domain.com.au/63-durrant-street-brighton-vic-3186-16627646,63 Durrant Street Brighton VIC 3186,$800,"[-37.9116483, 145.0064328]",* Unverified feature,3.0,1.0,2.0,800.0
https://www.domain.com.au/2-20-pine-street-brighton-vic-3186-16596092,2/20 Pine Street Brighton VIC 3186,$650,"[-37.919698, 145.0049233]",* Unverified feature,2.0,1.0,1.0,650.0
https://www.domain.com.au/124-cole-street-brighton-vic-3186-16544656,124 Cole Street Brighton VIC 3186,"$2,990","[-37.8957398, 145.0025553]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,5.0,5.0,2.0,2990.0
https://www.domain.com.au/1-margaret-street-brighton-east-vic-3187-16637688,1 Margaret Street Brighton East VIC 3187,"$1,490.00","[-37.92078619999999, 145.0100486]",Simone Buckley,4.0,3.0,2.0,1490.0
https://www.domain.com.au/17-letchworth-avenue-brighton-east-vic-3187-16543985,17 Letchworth Avenue Brighton East VIC 3187,"$2,100.00","[-37.9296944, 145.0222157]",Michelle Murray,4.0,4.0,3.0,2100.0
https://www.domain.com.au/11-arnold-road-brighton-east-vic-3187-16630775,11 Arnold Road Brighton East VIC 3187,"$1,495.00","[-37.93024339999999, 145.0233045]",Alvin Vitor,5.0,3.0,2.0,1495.0
https://www.domain.com.au/46-milroy-street-brighton-east-vic-3187-16629389,46 Milroy Street Brighton East VIC 3187,"$1,300.00","[-37.9043005, 145.0112108]",Courtney Cook,4.0,2.0,2.0,1300.0
https://www.domain.com.au/30a-cummins-road-brighton-east-vic-3187-16617183,30A Cummins Road Brighton East VIC 3187,"$1,495.00","[-37.9291277, 145.0264131]",Stephanie Lindner,4.0,3.0,2.0,1495.0
https://www.domain.com.au/102-glencairn-avenue-brighton-east-vic-3187-16398741,102 Glencairn Avenue Brighton East VIC 3187,$790 per week,"[-37.9230302, 145.0204234]",Daniel Henderson,3.0,2.0,4.0,790.0
https://www.domain.com.au/9-dunoon-court-brighton-east-vic-3187-16621962,9 Dunoon Court Brighton East VIC 3187,$750.00,"[-37.9117627, 145.0226671]",Zarah Baker,3.0,2.0,2.0,750.0
https://www.domain.com.au/1a-lansdown-street-brighton-east-vic-3187-16617335,1A Lansdown Street Brighton East VIC 3187,$995 Per Week,"[-37.9029635, 145.0131299]",Debbie Davut,3.0,2.0,2.0,995.0
https://www.domain.com.au/52-clonaig-street-brighton-east-vic-3187-16601120,52 Clonaig Street Brighton East VIC 3187,"$1,150.00","[-37.9010699, 145.0112539]",Zarah Baker,4.0,2.0,2.0,1150.0
https://www.domain.com.au/5-noel-street-brighton-east-vic-3187-16616716,5 Noel Street Brighton East VIC 3187,$895 weekly,"[-37.905586, 145.0156448]",Samantha Lee,3.0,2.0,2.0,895.0
https://www.domain.com.au/39-comer-street-brighton-east-vic-3187-16610605,39 Comer Street Brighton East VIC 3187,$850.00,"[-37.9266642, 145.0126106]",Elizabeth Lopez,4.0,2.0,2.0,850.0
https://www.domain.com.au/3-lilac-crescent-brighton-east-vic-3187-16618978,3 Lilac Crescent Brighton East VIC 3187,$550.00,"[-37.9148106, 145.01586]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,1.0,1.0,550.0
https://www.domain.com.au/2b-ratho-avenue-brighton-east-vic-3187-16613268,2B Ratho Avenue Brighton East VIC 3187,"$1,000.00","[-37.9284887, 145.0049275]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,2.0,1000.0
https://www.domain.com.au/5-grant-street-brighton-east-vic-3187-16582252,5 Grant Street Brighton East VIC 3187,$840.00,"[-37.91305639999999, 145.0078963]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,2.0,1.0,840.0
https://www.domain.com.au/198-south-road-brighton-east-vic-3187-16568674,198 South Road Brighton East VIC 3187,"$1,950.00","[-37.9309768, 145.0158899]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,3.0,4.0,1950.0
https://www.domain.com.au/30b-robinson-street-brighton-east-vic-3187-16489048,30B Robinson Street Brighton East VIC 3187,"$1,250.00","[-37.9183934, 145.0184438]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,3.0,3.0,2.0,1250.0
https://www.domain.com.au/13-lysander-street-brighton-east-vic-3187-16478652,13 Lysander Street Brighton East VIC 3187,"$1,800.00","[-37.920337, 145.014956]",nbn® Hybrid Fibre Coaxial (HFC) is available in this property ,4.0,3.0,2.0,1800.0
https://www.domain.com.au/137-union-st-brighton-east-vic-3187-16636128,137 Union St Brighton East VIC 3187,$1250 per week,"[-37.909709, 145.0223177]",* Unverified feature,4.0,2.0,2.0,1250.0
