,name,geometry,cost,beds,baths,parkings,SA2_CODE21,SA2_NAME21,Nearest_station,Nearest_park,Nearest_shop,Nearest_hospital,Nearest_school,Nearest_supermarket
5183,unit 308a/399 Burwood Highway Burwood VIC 3125,POINT (145.1318161 -37.851691),550.0,2.0,2.0,1.0,207031165,Burwood (Vic.),2.7733000000000003,7.4482,2.1848,3.1167,0.659,1.6083333333333334
5184,32 Clanbrae Avenue Burwood VIC 3125,POINT (145.1244919 -37.8475332),200.0,1.0,1.0,1.0,207031165,Burwood (Vic.),4.5821000000000005,7.23,3.6561,3.9320999999999997,2.152,2.4883333333333337
5185,Room 4/336 Burwood Highway Burwood VIC 3125,POINT (145.1239425 -37.8513728),280.0,1.0,1.0,1.0,207031165,Burwood (Vic.),4.191,7.6625,3.333,3.5410999999999997,1.4826,1.9200000000000002
5290,20 Eley Road Box Hill South VIC 3128,POINT (145.1234872 -37.8448862),560.0,3.0,2.0,2.0,207031165,Burwood (Vic.),3.6824,6.7726999999999995,3.5084,4.07,2.1466999999999996,2.075
5144,10 Barnes Avenue Burwood VIC 3125,POINT (145.0991837 -37.8546251),600.0,2.0,1.0,2.0,212051319,Ashwood - Chadstone,2.4,5.8883,3.3079,0.8588,1.4557,1.425
5153,3/441 Warrigal Road Burwood VIC 3125,POINT (145.0941296 -37.8601261),500.0,2.0,1.0,1.0,212051319,Ashwood - Chadstone,1.4256,6.2176,2.1578000000000004,0.3788,1.8251,1.8583333333333334
5941,2c Cleveland Road Ashwood VIC 3147,POINT (145.1057518 -37.86776),800.0,3.0,2.0,2.0,212051319,Ashwood - Chadstone,1.1605999999999999,8.0405,2.4628,2.2016999999999998,0.5856,3.3366666666666664
5944,101/5 Cleveland Road Ashwood VIC 3147,POINT (145.1053102 -37.8677009),500.0,2.0,2.0,1.0,212051319,Ashwood - Chadstone,1.1618,8.0393,2.4616,2.2005,0.5844,3.3400000000000003
5946,33 High Street Road Ashwood VIC 3147,POINT (145.0937871 -37.8656965),550.0,4.0,1.0,2.0,212051319,Ashwood - Chadstone,1.4536,6.9332,1.5732000000000002,1.0943,1.0649000000000002,3.0833333333333335
5951,210/8 POWER AVENUE Ashwood VIC 3147,POINT (145.0940921 -37.8731011),540.0,2.0,2.0,1.0,212051319,Ashwood - Chadstone,0.7272000000000001,7.8138000000000005,0.8467,1.9749,1.5824,6.153333333333333
5952,4/43-45 Winbirra Parade Ashwood VIC 3147,POINT (145.0998117 -37.8706011),640.0,3.0,2.0,2.0,212051319,Ashwood - Chadstone,1.5549000000000002,8.071,1.6744,2.2321999999999997,0.8409,3.2016666666666667
5953,204/151-153 Huntingdale Road Ashwood VIC 3147,POINT (145.1113848 -37.8676433),485.0,2.0,2.0,1.0,212051319,Ashwood - Chadstone,0.8068,8.5075,3.7753,2.7593,0.8699,2.6766666666666667
5954,3/5 Cleveland Road Ashwood VIC 3147,POINT (145.1053583 -37.8676915),500.0,2.0,1.0,1.0,212051319,Ashwood - Chadstone,1.1634,8.0377,2.46,2.1988000000000003,0.5828,3.3433333333333333
5957,4 Reid Street Ashwood VIC 3147,POINT (145.093309 -37.8685092),450.0,1.0,1.0,,212051319,Ashwood - Chadstone,1.183,7.177,1.3026,1.3380999999999998,1.3029000000000002,3.705
5958,1/13 Kalymna Grove Chadstone VIC 3148,POINT (145.1036259 -37.8877078),490.0,2.0,1.0,2.0,212051319,Ashwood - Chadstone,2.3613000000000004,11.0029,3.2485,5.2107,2.0675,2.415
5959,12 Mawarra Crescent Chadstone VIC 3148,POINT (145.1055859 -37.878182699999996),450.0,3.0,1.0,4.0,212051319,Ashwood - Chadstone,1.1365999999999998,9.2636,1.8437000000000001,3.4248000000000003,0.621,1.16
5960,2/46 Margot Street Chadstone VIC 3148,POINT (145.0966909 -37.8792311),580.0,3.0,1.0,2.0,212051319,Ashwood - Chadstone,1.2121,8.8902,1.3775,3.0514,0.6376000000000001,2.3216666666666668
5961,37 Timmings Street Chadstone VIC 3148,POINT (145.0979777 -37.8840705),575.0,3.0,1.0,3.0,212051319,Ashwood - Chadstone,1.7709000000000001,9.449,1.393,3.6102,0.6219,2.815
5962,1/27 Yarrinup Avenue Chadstone VIC 3148,POINT (145.104612 -37.8768977),495.0,3.0,1.0,2.0,212051319,Ashwood - Chadstone,1.2997,9.1534,1.7334,3.3145,0.5107,1.4966666666666666
5963,48 Vision Street Chadstone VIC 3148,POINT (145.0948562 -37.8777635),950.0,4.0,4.0,3.0,212051319,Ashwood - Chadstone,0.8157000000000001,8.493799999999998,0.9352,2.6549,0.8939,6.288333333333333
5964,4 Attunga Street Chadstone VIC 3148,POINT (145.1078634 -37.8803011),899.0,4.0,2.0,3.0,212051319,Ashwood - Chadstone,1.0643,9.5293,2.1431999999999998,3.6904,1.0504,0.6983333333333334
5965,92 Waverley Road Chadstone VIC 3148,POINT (145.1012408 -37.8818412),560.0,3.0,1.0,2.0,212051319,Ashwood - Chadstone,1.7826,9.460700000000001,1.4047,3.6218000000000004,0.22369999999999998,1.035
5966,2/7 Ashby Court Chadstone VIC 3148,POINT (145.1071451 -37.8855637),710.0,3.0,2.0,1.0,212051319,Ashwood - Chadstone,1.5682,10.2564,2.4554,4.4176,1.0052,1.3016666666666665
5967,1/8 Kelly Street Chadstone VIC 3148,POINT (145.0937068 -37.8851321),750.0,3.0,2.0,1.0,212051319,Ashwood - Chadstone,2.0622,9.645100000000001,1.6843,3.9015,1.5062,6.6883333333333335
5968,532/70 Batesford Road Chadstone VIC 3148,POINT (145.0930605 -37.8757869),450.0,1.0,1.0,1.0,212051319,Ashwood - Chadstone,0.396,8.0742,0.5156000000000001,2.2353,1.1127,5.3933333333333335
5969,12 Elmtree Terrace Chadstone VIC 3148,POINT (145.1068615 -37.8825813),695.0,3.0,1.0,2.0,212051319,Ashwood - Chadstone,1.6154000000000002,10.303700000000001,2.2409,4.4648,1.1481,1.7066666666666668
5970,2/8 Stapley Crescent Chadstone VIC 3148,POINT (145.0959538 -37.8882217),570.0,3.0,1.0,1.0,212051319,Ashwood - Chadstone,1.8097999999999999,9.1521,1.7812000000000001,3.9983,1.603,3.533333333333333
5971,9/303-305 Huntingdale Road Chadstone VIC 3148,POINT (145.1098812 -37.8764615),460.0,1.0,1.0,1.0,212051319,Ashwood - Chadstone,0.4635,9.4671,2.7443,3.6169000000000002,1.235,0.7133333333333333
5972,310/70 Batesford Road Chadstone VIC 3148,POINT (145.0930605 -37.8757869),550.0,2.0,1.0,,212051319,Ashwood - Chadstone,0.396,8.0742,0.5156000000000001,2.2353,1.1127,5.3933333333333335
5973,17 Glenora Street Chadstone VIC 3148,POINT (145.1086126 -37.879646),595.0,4.0,1.0,4.0,212051319,Ashwood - Chadstone,0.9312,9.934700000000001,2.2765,3.7054,0.8368,0.645
5974,1/3 Drummond St Chadstone VIC 3148,POINT (145.092604 -37.881757),580.0,2.0,1.0,2.0,212051319,Ashwood - Chadstone,1.1318,8.809899999999999,0.7539,2.9711,0.8896000000000001,4.62
5975,1/25 Amaroo Street Chadstone VIC 3148,POINT (145.10037 -37.877526),520.0,3.0,1.0,1.0,212051319,Ashwood - Chadstone,1.454,8.9935,1.5735999999999999,3.1546999999999996,0.38539999999999996,2.5116666666666663
5976,63 Margot Street Chadstone VIC 3148,POINT (145.095863 -37.8800428),650.0,4.0,1.0,2.0,212051319,Ashwood - Chadstone,1.2575,8.9357,1.5012,3.0968,0.7762,6.468333333333334
5977,3/97 Huntingdale Road Chadstone VIC 3148,POINT (145.1069838 -37.8899613),790.0,4.0,2.0,2.0,212051319,Ashwood - Chadstone,1.9868,10.2702,2.8739,4.279100000000001,0.7423,1.7783333333333333
5978,11 Bolwarra Street Chadstone VIC 3148,POINT (145.1003437 -37.879179),550.0,3.0,2.0,2.0,212051319,Ashwood - Chadstone,1.4421,9.2115,1.5087000000000002,3.3726,0.0892,2.4366666666666665
5979,2/4 Jacana Street Chadstone VIC 3148,POINT (145.1029828 -37.8824805),670.0,3.0,2.0,1.0,212051319,Ashwood - Chadstone,1.76,10.0206,1.5539,4.1817,0.37289999999999995,1.1733333333333333
5980,94 Waverley Rd Chadstone VIC 3148,POINT (145.1015716 -37.8818973),450.0,3.0,1.0,1.0,212051319,Ashwood - Chadstone,1.7847,9.4628,1.4068,3.624,0.2258,1.04
5165,102F/28 Foundation Boulevard Burwood VIC 3125,POINT (145.1344014 -37.8484143),530.0,2.0,1.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6108,15 Newhaven Road Burwood East VIC 3151,POINT (145.1589477 -37.8554106),610.0,3.0,1.0,5.0,207031166,Burwood East,3.2091999999999996,10.092,1.1919000000000002,1.0763,1.0205,2.2583333333333333
6109,213/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),595.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6110,G05/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),675.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6111,8 Banbury Street Burwood East VIC 3151,POINT (145.1559145 -37.8565047),580.0,3.0,1.0,1.0,207031166,Burwood East,3.2445,9.8363,0.6821,1.1847999999999999,0.8955,1.6583333333333334
6112,18 Jade Circuit Burwood East VIC 3151,POINT (145.1619662 -37.8528852),640.0,3.0,2.0,1.0,207031166,Burwood East,4.124,10.4617,1.5615999999999999,0.5841000000000001,0.8934,3.0866666666666664
6113,514E/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),630.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6114,319/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),550.0,2.0,1.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6115,E/78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),590.0,2.0,2.0,1.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
6116,20 Ellesmere Rd Burwood East VIC 3151,POINT (145.1546922 -37.8552883),500.0,3.0,2.0,,207031166,Burwood East,3.0663,9.658100000000001,0.504,1.2078,1.0175,1.2933333333333332
6117,373 Blackburn Road Burwood East VIC 3151,POINT (145.1517974 -37.85574450000001),795.0,5.0,2.0,5.0,207031166,Burwood East,2.5761,9.632,0.4779,1.8921,0.5273,0.755
6118,506/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),650.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6119,109/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),500.0,1.0,1.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6120,107/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),500.0,1.0,1.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6121,52 Copper Crescent Burwood East VIC 3151,POINT (145.1354085 -37.8468305),950.0,4.0,2.0,2.0,207031166,Burwood East,3.573,7.4245,2.5068,3.4239,1.8204,2.1733333333333333
6122,106/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),620.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6123,40 Banbury Street Burwood East VIC 3151,POINT (145.15317340000001 -37.8561416),650.0,3.0,1.0,2.0,207031166,Burwood East,3.0321,9.623899999999999,0.4697,1.5115999999999998,0.9833,1.1483333333333334
6124,206/115 Burwood Highway Burwood East VIC 3151,POINT (145.1418677 -37.8509817),430.0,2.0,1.0,1.0,207031166,Burwood East,3.8493000000000004,8.3009,1.2869000000000002,2.2188000000000003,1.0846,2.6883333333333335
6125,45 Copper Cres Burwood East VIC 3151,POINT (145.1350057 -37.847146),950.0,4.0,3.0,2.0,207031166,Burwood East,3.6386999999999996,7.4902,2.5725,3.4896,1.8860999999999999,2.435
6126,40 Royton Street Burwood East VIC 3151,POINT (145.1422184 -37.8505457),560.0,3.0,1.0,2.0,207031166,Burwood East,3.8588,8.1423,1.2965,2.2283000000000004,0.9259,2.8233333333333333
6127,42 Barry Road Burwood East VIC 3151,POINT (145.1520542 -37.8570056),480.0,3.0,1.0,1.0,207031166,Burwood East,2.5370999999999997,9.657399999999999,0.5033,1.9175,0.4883,0.9483333333333334
6128,223/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),675.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6129,405E/26 Foundation Bvd Burwood East VIC 3151,POINT (145.1344194 -37.8482745),620.0,2.0,2.0,1.0,207031166,Burwood East,3.2312,7.3275,2.3715,3.3034,1.1169,0.20500000000000002
6130,5 Statesman Avenue Burwood East VIC 3151,POINT (145.1496518 -37.8502272),490.0,3.0,1.0,1.0,207031166,Burwood East,3.4623000000000004,8.6615,0.8998999999999999,1.8317999999999999,0.4645,2.518333333333333
6131,120/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),630.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6132,2/80 Burwood Highway Burwood East VIC 3151,POINT (145.1381057 -37.8517812),520.0,2.0,2.0,1.0,207031166,Burwood East,3.177,7.8692,1.8017999999999998,2.7336,1.5994000000000002,2.115
6133,3/17 Moona Street Burwood East VIC 3151,POINT (145.1391906 -37.8522324),780.0,4.0,3.0,2.0,207031166,Burwood East,3.3106999999999998,8.042300000000001,2.3951,3.327,2.1927,2.731666666666667
6134,15/1 Royton Street Burwood East VIC 3151,POINT (145.143705 -37.84794490000001),700.0,3.0,2.0,1.0,207031166,Burwood East,3.9913000000000003,7.8428,1.596,2.5279000000000003,0.6265,3.5416666666666665
6135,4 Heaton Court Burwood East VIC 3151,POINT (145.1470666 -37.8536693),610.0,3.0,1.0,2.0,207031166,Burwood East,3.0885,8.8944,0.9688,2.7829,1.6485999999999998,3.296666666666667
6136,420/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),650.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6137,G01/9 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344056 -37.8500887),595.0,2.0,2.0,1.0,207031166,Burwood East,3.0696999999999997,7.5443999999999996,2.2161999999999997,3.148,0.9554,0.515
6138,315/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1351359 -37.8525158),620.0,2.0,1.0,1.0,207031166,Burwood East,2.8846999999999996,7.6625,2.0152,2.9471,0.8733,1.9516666666666667
6139,G02/13 Foundation Boulevard Burwood East VIC 3151,POINT (145.1352599 -37.8498918),460.0,2.0,1.0,1.0,207031166,Burwood East,3.2143,7.5366,2.1077,3.0396,1.1,1.0433333333333334
6140,1/8 Alice Street Burwood East VIC 3151,POINT (145.1524162 -37.8578227),850.0,4.0,2.0,2.0,207031166,Burwood East,2.4821,9.7492,0.5951000000000001,2.0093,0.42419999999999997,1.03
6141,505F/78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),700.0,2.0,2.0,1.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
6142,115/28 Foundation Boulevard Burwood East VIC 3151,POINT (145.1344014 -37.8484143),605.0,2.0,2.0,1.0,207031166,Burwood East,3.2248,7.3211,2.3651,3.297,1.1105,0.18000000000000002
6143,105/11 Foundation Boulevard Burwood East VIC 3151,POINT (145.1353357 -37.8498475),600.0,2.0,2.0,1.0,207031166,Burwood East,3.2197,7.5312,2.1130999999999998,3.045,1.1054000000000002,1.065
6144,117/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1351359 -37.8525158),605.0,2.0,2.0,1.0,207031166,Burwood East,2.8846999999999996,7.6625,2.0152,2.9471,0.8733,1.9516666666666667
6145,2B/26 Foundation Boulevard Burwood East VIC 3151,POINT (145.1351359 -37.8525158),605.0,2.0,2.0,1.0,207031166,Burwood East,2.8846999999999996,7.6625,2.0152,2.9471,0.8733,1.9516666666666667
6146,2B/78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),650.0,2.0,2.0,1.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
6147,1B/78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),500.0,1.0,1.0,1.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
6148,78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),950.0,4.0,2.0,2.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
6149,78 Middleborough Road Burwood East VIC 3151,POINT (145.1334664 -37.84816410000001),800.0,3.0,2.0,1.0,207031166,Burwood East,3.3038000000000003,7.4001,2.4440999999999997,3.376,1.1895,0.495
5203,20 Oak Street Surrey Hills VIC 3127,POINT (145.1100698 -37.8333697),1450.0,4.0,3.0,2.0,207031167,Surrey Hills (East) - Mont Albert,1.9036,4.0335,6.0491,3.814,0.7522000000000001,5.105
5205,1/341 Elgar Road Surrey Hills VIC 3127,POINT (145.1129445 -37.826413),795.0,4.0,3.0,2.0,207031167,Surrey Hills (East) - Mont Albert,1.7130999999999998,3.7625,5.1829,4.76,0.4565,2.81
5206,109/692 Whitehorse Road Mont Albert VIC 3127,POINT (145.106654 -37.8160498),600.0,2.0,2.0,1.0,207031167,Surrey Hills (East) - Mont Albert,0.5274,1.9730999999999999,4.8311,4.9658,0.6875,3.045
5208,61 Zetland Road Mont Albert VIC 3127,POINT (145.1134877 -37.8174),750.0,3.0,2.0,2.0,207031167,Surrey Hills (East) - Mont Albert,1.2785,3.9991,4.9528,5.0875,2.0526,3.3766666666666665
5213,3/1 Balmoral Crescent Surrey Hills VIC 3127,POINT (145.1034063 -37.8262179),580.0,3.0,1.0,1.0,207031167,Surrey Hills (East) - Mont Albert,0.6341,2.764,5.0542,3.8224,0.39239999999999997,4.5616666666666665
5214,2/1 Balmoral Crescent Surrey Hills VIC 3127,POINT (145.1034063 -37.8262179),560.0,3.0,1.0,,207031167,Surrey Hills (East) - Mont Albert,0.6341,2.764,5.0542,3.8224,0.39239999999999997,4.5616666666666665
5216,206/692 Whitehorse Road Mont Albert VIC 3127,POINT (145.106654 -37.8160498),590.0,2.0,2.0,1.0,207031167,Surrey Hills (East) - Mont Albert,0.5274,1.9730999999999999,4.8311,4.9658,0.6875,3.045
5217,4 Albert Crescent Surrey Hills VIC 3127,POINT (145.1024999 -37.8236848),1450.0,4.0,2.0,2.0,207031167,Surrey Hills (East) - Mont Albert,0.3643,2.4146,5.0868,4.1085,0.5355,4.075
5218,Apartments/770 Whitehorse Road Mont Albert VIC 3127,POINT (145.112448 -37.8168436),420.0,1.0,1.0,,207031167,Surrey Hills (East) - Mont Albert,0.8581,3.3611999999999997,4.3149,4.4496,1.4147,2.705
5220,Rooms/227 Elgar Road Surrey Hills VIC 3127,POINT (145.1114189 -37.8353315),120.0,1.0,2.0,6.0,207031167,Surrey Hills (East) - Mont Albert,2.2858,4.7636,5.6498,3.8310999999999997,0.7445,4.38
5221,7/13 Oxford Street Box Hill VIC 3128,POINT (145.1212682 -37.8219098),565.0,2.0,1.0,1.0,207031163,Box Hill,0.7732,3.1318,4.648,4.7827,1.146,1.5450000000000002
5222,801/6-8 Wellington Road Box Hill VIC 3128,POINT (145.117552 -37.816228),500.0,2.0,2.0,1.0,207031163,Box Hill,1.7917,3.0277,4.1941999999999995,4.3289,1.2939,4.125
5223,G01/19 Wellington Road Box Hill VIC 3128,POINT (145.1171944 -37.81557979999999),400.0,1.0,1.0,1.0,207031163,Box Hill,1.7375,2.9734000000000003,4.14,4.2747,1.2397,3.908333333333333
5225,5/4-6 Barkly St Box Hill VIC 3128,POINT (145.1301927 -37.8290163),780.0,4.0,3.0,2.0,207031163,Box Hill,2.2659000000000002,4.3213,5.022,3.2825,1.0252999999999999,2.175
5226,21 Bishop Street Box Hill VIC 3128,POINT (145.1320383 -37.8200744),395.0,2.0,1.0,1.0,207031163,Box Hill,1.0620999999999998,3.4246999999999996,4.9409,5.323300000000001,0.6881,3.1416666666666666
5227,3/19 Cambridge Street Box Hill VIC 3128,POINT (145.1216368 -37.8208966),620.0,3.0,2.0,1.0,207031163,Box Hill,0.6292000000000001,3.4667,4.9829,5.1176,1.4809,1.1683333333333332
5228,3/7 Catherine Street Box Hill VIC 3128,POINT (145.1242642 -37.8254723),900.0,4.0,3.0,2.0,207031163,Box Hill,1.3762999999999999,3.4598,6.4606,5.1107,1.474,1.3233333333333335
5229,2/7 Catherine Street Box Hill VIC 3128,POINT (145.1242642 -37.8254723),900.0,4.0,3.0,2.0,207031163,Box Hill,1.3762999999999999,3.4598,6.4606,5.1107,1.474,1.3233333333333335
5230,1/8 Neville Street Box Hill South VIC 3128,POINT (145.1118701 -37.8408249),1290.0,4.0,3.0,2.0,207031163,Box Hill,2.9024,5.0328,5.2991,3.0730999999999997,2.0161,4.723333333333333
5231,2210/850 Whitehorse Rd Box Hill VIC 3128,POINT (145.1189802 -37.8176614),580.0,2.0,1.0,1.0,207031163,Box Hill,1.4487,3.0203,4.5365,4.6712,1.0223,3.066666666666667
5232,Rooms/435 Station Street Box Hill VIC 3128,POINT (145.1218277 -37.8270298),250.0,9.0,2.0,,207031163,Box Hill,1.4623,3.5456999999999996,5.91,5.5971,0.8522000000000001,1.2933333333333332
5233,10/19 Cambridge Street Box Hill VIC 3128,POINT (145.1216368 -37.8208966),650.0,3.0,2.0,2.0,207031163,Box Hill,0.6292000000000001,3.4667,4.9829,5.1176,1.4809,1.1683333333333332
5234,2A Stott Street Box Hill South VIC 3128,POINT (145.1109119 -37.8428173),560.0,3.0,1.0,2.0,207031163,Box Hill,3.0745,5.204899999999999,5.2454,2.7963,1.0145,4.441666666666666
5235,2 Stott Street Box Hill South VIC 3128,POINT (145.111056 -37.8428569),650.0,4.0,2.0,2.0,207031163,Box Hill,3.0877,5.218,5.2585,2.8094,1.0277,4.493333333333334
5236,108/165 Middleborough Road Box Hill South VIC 3128,POINT (145.1340839 -37.8414706),450.0,1.0,1.0,1.0,207031163,Box Hill,2.5444,6.395899999999999,3.0930999999999997,3.8684000000000003,2.7654,1.4333333333333333
5237,2015/850 Whitehorse Rd Box Hill VIC 3128,POINT (145.1189802 -37.8176614),700.0,2.0,2.0,1.0,207031163,Box Hill,1.4487,3.0203,4.5365,4.6712,1.0223,3.066666666666667
5238,7/5 Albion Road Box Hill VIC 3128,POINT (145.1236067 -37.8240665),450.0,1.0,1.0,1.0,207031163,Box Hill,1.2227000000000001,3.3061,4.8223,4.9571000000000005,1.3203,1.1133333333333333
5240,405/19-21 Poplar Street Box Hill VIC 3128,POINT (145.1166796 -37.8148278),500.0,1.0,1.0,,207031163,Box Hill,1.9235,3.1105,4.277,4.4117,1.3768,4.406666666666666
5241,1309/545 Station Street Box Hill VIC 3128,POINT (145.1232453 -37.8200033),700.0,2.0,2.0,1.0,207031163,Box Hill,0.8757,2.7545,4.2707,4.405399999999999,0.7687,0.03833333333333333
5242,2808/828 Whitehorse Road Box Hill VIC 3128,POINT (145.1173653 -37.817361),600.0,2.0,2.0,1.0,207031163,Box Hill,1.2178,3.3802,4.334,4.4687,1.4337,2.6199999999999997
5243,7/752-754 Station Street Box Hill VIC 3128,POINT (145.1248722 -37.8143073),500.0,2.0,1.0,2.0,207031163,Box Hill,1.5239,2.1062,3.6225,3.7571999999999997,0.942,1.3016666666666665
5244,G06/20 Poplar Street Box Hill VIC 3128,POINT (145.1161598 -37.8147219),470.0,2.0,1.0,1.0,207031163,Box Hill,1.999,3.186,4.352600000000001,4.4873,1.4523,4.798333333333333
5245,3206/545 Station Street Box Hill VIC 3128,POINT (145.1232453 -37.8200033),780.0,2.0,2.0,1.0,207031163,Box Hill,0.8757,2.7545,4.2707,4.405399999999999,0.7687,0.03833333333333333
5246,1009/545 Station St Box Hill VIC 3128,POINT (145.1232453 -37.8200033),700.0,2.0,2.0,1.0,207031163,Box Hill,0.8757,2.7545,4.2707,4.405399999999999,0.7687,0.03833333333333333
5247,3/8 Hill Street Box Hill South VIC 3128,POINT (145.1226317 -37.8325851),480.0,2.0,1.0,1.0,207031163,Box Hill,2.1557,4.239199999999999,5.4798,5.4096,0.4983,2.475
5248,4/19 Cambridge Street Box Hill VIC 3128,POINT (145.1216368 -37.8208966),620.0,3.0,2.0,2.0,207031163,Box Hill,0.6292000000000001,3.4667,4.9829,5.1176,1.4809,1.1683333333333332
5249,0922/850 Whitehorse Rd Box Hill VIC 3128,POINT (145.1191418 -37.8177812),580.0,2.0,1.0,1.0,207031163,Box Hill,1.4327999999999999,3.0044,4.5206,4.6553,1.0064,3.018333333333333
5250,10/1082-1086 Whitehorse Road Box Hill VIC 3128,POINT (145.131254 -37.819328),580.0,3.0,2.0,2.0,207031163,Box Hill,1.5108,3.231,4.747199999999999,4.8819,0.5126000000000001,2.808333333333333
5251,1612/545 Station St Box Hill VIC 3128,POINT (145.1232453 -37.8200033),720.0,2.0,2.0,1.0,207031163,Box Hill,0.8757,2.7545,4.2707,4.405399999999999,0.7687,0.03833333333333333
5252,G04/710 Station Street Box Hill VIC 3128,POINT (145.124306 -37.8171547),420.0,1.0,1.0,1.0,207031163,Box Hill,1.2034,2.4268,3.943,4.0777,0.6215,0.8733333333333333
5253,3/55 Dorking Road Box Hill VIC 3128,POINT (145.1308305 -37.814884),720.0,3.0,2.0,1.0,207031163,Box Hill,2.235,2.6811,4.1973,4.332,0.9692999999999999,2.768333333333333
5254,1/55 Dorking Road Box Hill VIC 3128,POINT (145.1311718 -37.8149465),935.0,4.0,2.0,2.0,207031163,Box Hill,2.2373000000000003,2.6834000000000002,4.1996,4.3343,0.5124,2.771666666666667
5255,2605/3 Young Street Box Hill VIC 3128,POINT (145.1167021 -37.8174571),615.0,2.0,2.0,1.0,207031163,Box Hill,1.1358,3.2215,4.7377,4.8724,1.5166,2.7983333333333333
5256,1/28 Monash Street Box Hill South VIC 3128,POINT (145.1168436 -37.830572),730.0,4.0,3.0,1.0,207031163,Box Hill,2.2937,4.5724,5.838100000000001,4.8313999999999995,0.3936,3.996666666666667
5257,110/15-17 Irving Avenue Box Hill VIC 3128,POINT (145.1215572 -37.8159513),590.0,2.0,2.0,1.0,207031163,Box Hill,1.5608,2.5518,4.0681,4.2028,0.9789,3.6416666666666666
5258,6/10 Hill Street Box Hill South VIC 3128,POINT (145.1227578 -37.8325777),500.0,2.0,1.0,1.0,207031163,Box Hill,2.1666,4.25,5.490600000000001,5.4204,0.4874,2.496666666666667
5259,305/9 Ellingworth Parade Box Hill VIC 3128,POINT (145.1245715 -37.8204388),550.0,2.0,1.0,1.0,207031163,Box Hill,0.9256,2.9141,4.4303,4.565,0.9282999999999999,0.09000000000000001
5260,404/1 Watts Street Box Hill VIC 3128,POINT (145.125181 -37.8175497),570.0,2.0,1.0,1.0,207031163,Box Hill,1.5075,2.5694,4.0856,4.2203,0.4776,1.7516666666666665
5261,3/19 Cambridge Street Box Hill VIC 3128,POINT (145.1216368 -37.8208966),620.0,3.0,2.0,1.0,207031163,Box Hill,0.6292000000000001,3.4667,4.9829,5.1176,1.4809,1.1683333333333332
