,name,geometry,cost,beds,baths,parkings,SA2_CODE21,SA2_NAME21,Nearest_station,Nearest_park,Nearest_shop,Nearest_hospital,Nearest_school,Nearest_supermarket
747,5503/260 Spencer Street Melbourne VIC 3000,POINT (144.9522802 -37.8145655),1280.0,3.0,2.0,1.0,206041505,Melbourne CBD - West,1.5542,2.7146,0.0877,2.3054,0.4627,0.2916666666666667
748,3602/288 Spencer Street Melbourne VIC 3000,POINT (144.9520272 -37.8138136),600.0,2.0,1.0,1.0,206041505,Melbourne CBD - West,0.8806,2.583,0.1737,2.3914,0.3331,0.4633333333333333
750,2207/11 Rose Lane Melbourne VIC 3000,POINT (144.9541271 -37.8154514),580.0,2.0,1.0,,206041505,Melbourne CBD - West,1.4934,2.9249,0.2694,2.4871,0.7978999999999999,1.77
751,6010/568 Collins Street Melbourne VIC 3000,POINT (144.9554361 -37.8183759),520.0,1.0,1.0,,206041505,Melbourne CBD - West,1.2112,3.2958000000000003,0.7025,2.9202,1.171,1.7033333333333334
752,310/11 Rose Lane Melbourne VIC 3000,POINT (144.9541271 -37.8154514),650.0,2.0,1.0,,206041505,Melbourne CBD - West,1.4934,2.9249,0.2694,2.4871,0.7978999999999999,1.77
754,114/299 Queen Street Melbourne VIC 3000,POINT (144.9586205 -37.8114751),1400.0,2.0,2.0,1.0,206041505,Melbourne CBD - West,0.3312,1.7845,0.9255,1.7827,0.5405,0.5433333333333333
758,5602D/648 Lonsdale Street Melbourne VIC 3000,POINT (144.952848 -37.8147531),900.0,2.0,2.0,,206041505,Melbourne CBD - West,1.6707,2.6081999999999996,0.225,2.1674,0.35619999999999996,0.6950000000000001
762,648 Lonsdale St Melbourne VIC 3000,POINT (144.9528444 -37.8147452),800.0,2.0,2.0,,206041505,Melbourne CBD - West,1.6707,2.6081999999999996,0.225,2.1674,0.35619999999999996,0.6950000000000001
763,648 Lonsdale St Melbourne VIC 3000,POINT (144.9524838 -37.8142128),650.0,1.0,1.0,,206041505,Melbourne CBD - West,1.8460999999999999,2.5094000000000003,0.4004,2.0705999999999998,0.2595,1.3216666666666665
764,633 Little Lonsdale St Melbourne VIC 3000,POINT (144.9524838 -37.8142128),850.0,2.0,2.0,,206041505,Melbourne CBD - West,1.8460999999999999,2.5094000000000003,0.4004,2.0705999999999998,0.2595,1.3216666666666665
765,633 Little Lonsdale St Melbourne VIC 3000,POINT (144.9524838 -37.8142128),650.0,1.0,1.0,,206041505,Melbourne CBD - West,1.8460999999999999,2.5094000000000003,0.4004,2.0705999999999998,0.2595,1.3216666666666665
766,4102/639 Lonsdale St Melbourne VIC 3000,POINT (144.9534241 -37.81525920000001),610.0,2.0,1.0,,206041505,Melbourne CBD - West,1.5653,2.7751,0.1196,2.3373000000000004,0.5231,0.44
767,3B2B/624 Lonsdale Street Melbourne VIC 3000,POINT (144.9535869 -37.8145462),1300.0,3.0,2.0,,206041505,Melbourne CBD - West,0.6193,2.5393000000000003,0.2124,2.0985,0.2874,0.6366666666666667
768,2B2B/624 Lonsdale Street Melbourne VIC 3000,POINT (144.9535869 -37.8145462),780.0,2.0,2.0,,206041505,Melbourne CBD - West,0.6193,2.5393000000000003,0.2124,2.0985,0.2874,0.6366666666666667
773,3807/134-138 Spencer St Melbourne VIC 3000,POINT (144.9536383 -37.8174166),820.0,2.0,2.0,,206041505,Melbourne CBD - West,1.215,3.0813,0.44989999999999997,2.6675,0.8292999999999999,1.0066666666666666
778,2307/639 Lonsdale Street Melbourne VIC 3000,POINT (144.9534241 -37.81525920000001),550.0,1.0,1.0,,206041505,Melbourne CBD - West,1.5653,2.7751,0.1196,2.3373000000000004,0.5231,0.44
779,1707b/250 Spencer street Melbourne VIC 3000,POINT (144.9522648 -37.8144958),520.0,1.0,1.0,,206041505,Melbourne CBD - West,1.5619,2.7223,0.09540000000000001,2.3131,0.4704,0.30666666666666664
780,2906a/250 Spencer Street Melbourne VIC 3000,POINT (144.9522648 -37.8144958),520.0,1.0,1.0,,206041505,Melbourne CBD - West,1.5619,2.7223,0.09540000000000001,2.3131,0.4704,0.30666666666666664
783,2315/220 Spencer Street Melbourne VIC 3000,POINT (144.9529559 -37.8157157),700.0,2.0,2.0,,206041505,Melbourne CBD - West,1.4130999999999998,2.8446,0.1891,2.4068,0.5926,0.46499999999999997
785,560 Lonsdale St Melbourne VIC 3000,POINT (144.9556025 -37.8140313),880.0,2.0,2.0,1.0,206041505,Melbourne CBD - West,0.4333,2.3533000000000004,0.385,2.0040999999999998,0.45180000000000003,0.42
786,801/299 King Street Melbourne VIC 3000,POINT (144.9540473 -37.8133028),550.0,1.0,1.0,,206041505,Melbourne CBD - West,0.43960000000000005,2.3047,0.5552,1.8659000000000001,0.054700000000000006,1.225
790,1b1b/134-160 Spencer Street Melbourne VIC 3000,POINT (144.9536383 -37.8174166),650.0,1.0,1.0,,206041505,Melbourne CBD - West,1.215,3.0813,0.44989999999999997,2.6675,0.8292999999999999,1.0066666666666666
978,36/300 King St Melbourne VIC 3004,POINT (144.9545351 -37.8131664),700.0,2.0,1.0,1.0,206041505,Melbourne CBD - West,0.6419,2.4975,0.4171,2.0587,0.3725,0.6183333333333334
982,35/300 King St Melbourne VIC 3000,POINT (144.9546495 -37.8132242),800.0,1.0,2.0,1.0,206041505,Melbourne CBD - West,0.37310000000000004,2.2931,0.6691,1.9439000000000002,0.24130000000000001,1.5483333333333333
4,3313/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),900.0,2.0,1.0,2.0,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
7,3201/318 Queen Street Melbourne VIC 3000,POINT (144.9592612 -37.8112667),550.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4649,1.849,0.7282000000000001,1.8472,0.6932999999999999,0.6866666666666668
9,403/17 Singers Lane Melbourne VIC 3000,POINT (144.9566218 -37.8110876),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4461,1.8744,1.0152999999999999,1.7529000000000001,0.6554,0.7416666666666667
11,2408/5 Sutherland Street Melbourne VIC 3000,POINT (144.9608504 -37.811416),580.0,2.0,1.0,,206041504,Melbourne CBD - North,0.3348,1.7214,0.5154,1.7392999999999998,0.5657000000000001,0.745
17,511/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),550.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
23,1502/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),700.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5446,1.0524,0.9291,1.4670999999999998,0.2088,0.04833333333333333
24,1801/243 Franklin Street Melbourne VIC 3000,POINT (144.9569891 -37.809763),645.0,2.0,1.0,,206041504,Melbourne CBD - North,0.4704,1.7026,0.8147000000000001,1.5354,0.6796,0.9016666666666667
27,4008/27 Therry Street Melbourne VIC 3000,POINT (144.9610136 -37.8069882),1100.0,3.0,2.0,1.0,206041504,Melbourne CBD - North,0.5728,1.1273,0.4037,1.2609000000000001,0.2979,1.0566666666666666
28,830/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),600.0,2.0,1.0,1.0,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
29,611/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),430.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
30,7008/228 La Trobe St Melbourne VIC 3000,POINT (144.962371 -37.8096052),850.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
31,614/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),400.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
32,1803/318 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9602845 -37.8115806),925.0,3.0,2.0,1.0,206041504,Melbourne CBD - North,0.4098,1.7964,0.5903999999999999,1.8142,0.6407,1.0433333333333334
33,5813/228 La Trobe St Melbourne VIC 3000,POINT (144.962371 -37.8096052),750.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
35,1802/8 Sutherland Street Melbourne VIC 3000,POINT (144.9609854 -37.8113164),700.0,2.0,2.0,,206041504,Melbourne CBD - North,0.3412,1.7278,0.5217999999999999,1.7455999999999998,0.5721,0.77
36,410/17 Singers Lane Melbourne VIC 3000,POINT (144.9566218 -37.8110876),350.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4461,1.8744,1.0152999999999999,1.7529000000000001,0.6554,0.7416666666666667
39,415/87 Franklin Street Melbourne VIC 3000,POINT (144.9617001 -37.8079459),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4678,1.1747999999999998,0.8522000000000001,1.4205,0.132,0.2816666666666666
43,2505/371 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9609753 -37.8116241),590.0,1.0,1.0,,206041504,Melbourne CBD - North,0.323,1.7095,0.5036,1.7274,0.5538,0.6966666666666667
44,1908/81 A'Beckett Street Melbourne VIC 3000,POINT (144.961332 -37.80932200000001),630.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2933,1.4659,0.7226,1.4837,0.3102,0.305
46,305/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),400.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
50,504/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),380.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
52,8107/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),980.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
53,2901/81 ABeckett Street Melbourne VIC 3000,POINT (144.9613779 -37.8092252),570.0,1.0,1.0,,206041504,Melbourne CBD - North,0.2847,1.4573,0.714,1.4752,0.30160000000000003,0.2533333333333333
56,1207/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),390.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
57,6803/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),950.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
58,2/6 Anthony Street Melbourne VIC 3000,POINT (144.9593798 -37.8094939),590.0,2.0,1.0,1.0,206041504,Melbourne CBD - North,0.4011,1.5471,0.7077,1.565,0.39139999999999997,0.31
61,1805/80 ABeckett Street Melbourne VIC 3000,POINT (144.9610792 -37.8089991),550.0,1.0,1.0,,206041504,Melbourne CBD - North,0.2504,1.423,0.6797000000000001,1.4407999999999999,0.26730000000000004,0.5033333333333333
66,1907/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),700.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.5446,1.0524,0.9291,1.4670999999999998,0.2088,0.04833333333333333
67,408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),380.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
70,303/253 Franklin Street Melbourne VIC 3000,POINT (144.9566681 -37.8095025),600.0,2.0,1.0,,206041504,Melbourne CBD - North,0.43839999999999996,1.6707,0.7827000000000001,1.5035,0.6477,0.895
86,808/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),520.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5446,1.0524,0.9291,1.4670999999999998,0.2088,0.04833333333333333
90,2109/350 William Street Melbourne VIC 3000,POINT (144.9566204 -37.8112625),650.0,2.0,2.0,,206041504,Melbourne CBD - North,0.4456,1.8738,1.0148,1.7523,0.6548999999999999,0.74
91,3013/22-24 Jane Bell Lane Melbourne VIC 3000,POINT (144.9662711 -37.81020729999999),820.0,2.0,2.0,2.0,206041504,Melbourne CBD - North,0.7572000000000001,1.5889000000000002,0.4163,2.0047,0.4898,1.1016666666666666
93,813/339 Swanston Street Melbourne VIC 3000,POINT (144.9638079 -37.8103818),530.0,2.0,1.0,,206041504,Melbourne CBD - North,0.8232999999999999,2.0821,0.2415,2.2277,0.983,2.1566666666666667
95,3004/318 Queen Street Melbourne VIC 3000,POINT (144.9592612 -37.8112667),680.0,2.0,1.0,,206041504,Melbourne CBD - North,0.4649,1.849,0.7282000000000001,1.8472,0.6932999999999999,0.6866666666666668
96,513/112 Abeckett Street Melbourne VIC 3000,POINT (144.9600526 -37.8092732),550.0,2.0,1.0,1.0,206041504,Melbourne CBD - North,0.3055,1.4515,0.6121,1.4694,0.2958,0.815
100,319/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),580.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
102,420/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),390.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
104,1309/120 A'Beckett Street Melbourne VIC 3000,POINT (144.9597389 -37.8093086),750.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.3327,1.4787000000000001,0.6393,1.4965,0.323,0.35666666666666663
108,518/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),400.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
112,2305/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),995.0,2.0,2.0,,206041504,Melbourne CBD - North,0.5641,1.2989000000000002,0.367,1.2242,0.2892,0.6966666666666667
113,3809/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),1425.0,3.0,2.0,2.0,206041504,Melbourne CBD - North,0.5641,1.2989000000000002,0.367,1.2242,0.2892,0.6966666666666667
115,99 Franklin Street Melbourne VIC 3000,POINT (144.9612917 -37.8081956),620.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4819,1.189,0.5774,1.4347,0.1461,0.43833333333333335
119,1012/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),975.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.5641,1.2989000000000002,0.367,1.2242,0.2892,0.6966666666666667
124,419/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5162,1.9028,0.4787,1.9205999999999999,0.7471,1.1266666666666665
127,LONS618/1804 Lonsdale Street Melbourne VIC 3000,POINT (144.9621762 -37.8122489),430.0,1.0,1.0,,206041504,Melbourne CBD - North,0.35760000000000003,1.7442,0.3201,1.762,0.5885,0.81
133,LONS639/2409 Lonsdale Street Melbourne VIC 3000,POINT (144.9621762 -37.8122489),640.0,2.0,1.0,,206041504,Melbourne CBD - North,0.35760000000000003,1.7442,0.3201,1.762,0.5885,0.81
134,501/263 Franklin Street Melbourne VIC 3000,POINT (144.95644 -37.8094208),625.0,2.0,1.0,,206041504,Melbourne CBD - North,0.416,1.686,0.798,1.481,0.6252000000000001,0.8416666666666667
135,3407/480 Elizabeth Street Melbourne VIC 3000,POINT (144.9603637 -37.8077031),499.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4059,1.2866,0.5014,1.3585999999999998,0.13090000000000002,0.20666666666666667
136,1010D/480 Elizabeth Street Melbourne VIC 3000,POINT (144.9603637 -37.8077031),466.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4059,1.2866,0.5014,1.3585999999999998,0.13090000000000002,0.20666666666666667
145,2006/25 Therry Street Melbourne VIC 3000,POINT (144.9610725 -37.8069292),750.0,2.0,2.0,,206041504,Melbourne CBD - North,0.5799,1.1208,0.4162,1.2735,0.305,1.0416666666666667
147,2209/120 Abeckett Street Melbourne VIC 3000,POINT (144.9597389 -37.8093086),780.0,2.0,2.0,,206041504,Melbourne CBD - North,0.3327,1.4787000000000001,0.6393,1.4965,0.323,0.35666666666666663
148,4610/60 A'Beckett Street Melbourne VIC 3000,POINT (144.9614417 -37.8087388),620.0,2.0,1.0,,206041504,Melbourne CBD - North,0.37910000000000005,1.5517,0.8084,1.5695999999999999,0.396,0.8666666666666667
149,5319/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),750.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
150,60 A'beckett Street Melbourne VIC 3000,POINT (144.9614417 -37.8087388),700.0,2.0,1.0,,206041504,Melbourne CBD - North,0.37910000000000005,1.5517,0.8084,1.5695999999999999,0.396,0.8666666666666667
152,1407/155 Franklin Street Melbourne VIC 3000,POINT (144.9595488 -37.8088259),650.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5851000000000001,1.4659,0.6265,1.4838,0.3102,0.5816666666666667
153,1601/80 A' Beckett Street Melbourne VIC 3000,POINT (144.9610792 -37.8089991),650.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2504,1.423,0.6797000000000001,1.4407999999999999,0.26730000000000004,0.5033333333333333
154,2609/155 Franklin Street Melbourne VIC 3000,POINT (144.9595488 -37.8088259),600.0,1.0,1.0,1.0,206041504,Melbourne CBD - North,0.5851000000000001,1.4659,0.6265,1.4838,0.3102,0.5816666666666667
156,1806/442 Elizabeth Street Melbourne VIC 3000,POINT (144.9612861 -37.8088155),545.0,1.0,1.0,,206041504,Melbourne CBD - North,0.3757,1.5483,0.805,1.5662,0.3926,0.8533333333333334
158,3208/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),750.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
162,718/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),400.0,1.0,1.0,1.0,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
163,110/253 Franklin Street Melbourne VIC 3000,POINT (144.9566681 -37.8095025),425.0,1.0,1.0,,206041504,Melbourne CBD - North,0.43839999999999996,1.6707,0.7827000000000001,1.5035,0.6477,0.895
164,618/17 Singers Lane Melbourne VIC 3000,POINT (144.9566218 -37.8110876),470.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4461,1.8744,1.0152999999999999,1.7529000000000001,0.6554,0.7416666666666667
167,708/5 Sutherland Street Melbourne VIC 3000,POINT (144.9608504 -37.811416),575.0,2.0,1.0,,206041504,Melbourne CBD - North,0.3348,1.7214,0.5154,1.7392999999999998,0.5657000000000001,0.745
168,2401/8 Franklin Street Melbourne VIC 3000,POINT (144.9619559 -37.8074591),700.0,2.0,2.0,,206041504,Melbourne CBD - North,0.504,1.093,0.8885,1.4567999999999999,0.1683,0.04833333333333333
170,5502/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),690.0,2.0,1.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
171,6001/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),630.0,2.0,1.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
172,716/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),620.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5342,1.415,0.5756,1.4327999999999999,0.25930000000000003,0.8216666666666667
174,1307/155 Franklin Street Melbourne VIC 3000,POINT (144.9595488 -37.8088259),750.0,2.0,1.0,,206041504,Melbourne CBD - North,0.5851000000000001,1.4659,0.6265,1.4838,0.3102,0.5816666666666667
175,1210/228 Latrobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),680.0,2.0,1.0,,206041504,Melbourne CBD - North,0.2741,1.562,0.7034,1.5797999999999999,0.4063,0.8816666666666666
176,2607/181 ABeckett Street Melbourne VIC 3000,POINT (144.9581958 -37.8101564),475.0,1.0,1.0,,206041504,Melbourne CBD - North,0.412,1.6396,0.7805,1.6378,0.4839,0.11666666666666667
180,1605/31 A'beckett Street Melbourne VIC 3000,POINT (144.9625546 -37.8088893),600.0,2.0,1.0,,206041504,Melbourne CBD - North,0.37460000000000004,1.5472000000000001,0.7591,1.565,0.3915,0.4116666666666667
187,1410/181 ABeckett Street Melbourne VIC 3000,POINT (144.9581958 -37.8101564),420.0,1.0,1.0,,206041504,Melbourne CBD - North,0.412,1.6396,0.7805,1.6378,0.4839,0.11666666666666667
188,607/243 Franklin Street Melbourne VIC 3000,POINT (144.9560827 -37.8096191),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.37710000000000005,1.7412,0.8532000000000001,1.4422000000000001,0.5864,0.7483333333333333
189,803/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),580.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5446,1.0524,0.9291,1.4670999999999998,0.2088,0.04833333333333333
194,704/263 Franklin Street Melbourne VIC 3000,POINT (144.95644 -37.8094208),480.0,1.0,1.0,,206041504,Melbourne CBD - North,0.416,1.686,0.798,1.481,0.6252000000000001,0.8416666666666667
197,1101/8 Sutherland Street Melbourne VIC 3000,POINT (144.9609854 -37.8113164),900.0,3.0,2.0,,206041504,Melbourne CBD - North,0.3412,1.7278,0.5217999999999999,1.7455999999999998,0.5721,0.77
198,3/143 Franklin Street Melbourne VIC 3000,POINT (144.9597552 -37.8085898),590.0,2.0,2.0,1.0,206041504,Melbourne CBD - North,0.6081,1.4888,0.6494,1.5067000000000002,0.3331,0.5433333333333333
200,1402/339 Swanston Street Melbourne VIC 3000,POINT (144.9638079 -37.8103818),625.0,2.0,1.0,,206041504,Melbourne CBD - North,0.8232999999999999,2.0821,0.2415,2.2277,0.983,2.1566666666666667
201,CP1610/31 A'Beckett Street Melbourne VIC 3000,POINT (144.962623 -37.8089526),55.0,1.0,1.0,1.0,206041504,Melbourne CBD - North,0.4081,1.5807,0.7926,1.5985999999999998,0.425,2.0816666666666666
203,4508/371 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9609753 -37.8116241),825.0,2.0,2.0,,206041504,Melbourne CBD - North,0.323,1.7095,0.5036,1.7274,0.5538,0.6966666666666667
204,1003/22 Jane Bell Ln Melbourne VIC 3000,POINT (144.9662652 -37.8102205),650.0,2.0,1.0,1.0,206041504,Melbourne CBD - North,0.7582000000000001,1.5899,0.4172,2.0057,0.4908,1.1066666666666667
205,808/8 Sutherland Street Melbourne VIC 3000,POINT (144.9609854 -37.8113164),750.0,2.0,2.0,,206041504,Melbourne CBD - North,0.3412,1.7278,0.5217999999999999,1.7455999999999998,0.5721,0.77
214,6201/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),690.0,2.0,1.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
217,3406/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),680.0,2.0,2.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
222,1210/181 ABeckett Street Melbourne VIC 3000,POINT (144.9581958 -37.8101564),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.412,1.6396,0.7805,1.6378,0.4839,0.11666666666666667
224,508/155 Franklin Street Melbourne VIC 3000,POINT (144.9595488 -37.8088259),580.0,1.0,1.0,1.0,206041504,Melbourne CBD - North,0.5851000000000001,1.4659,0.6265,1.4838,0.3102,0.5816666666666667
233,4809/398 Elizabeth Street Melbourne VIC 3000,POINT (144.9613227 -37.8093316),600.0,1.0,1.0,,206041504,Melbourne CBD - North,0.294,1.4666,0.7232999999999999,1.4845,0.31089999999999995,0.31
237,805/120 Abeckett Street Melbourne VIC 3000,POINT (144.9597389 -37.8093086),600.0,1.0,1.0,,206041504,Melbourne CBD - North,0.3327,1.4787000000000001,0.6393,1.4965,0.323,0.35666666666666663
238,1903/462 Elizabeth St Melbourne VIC 3000,POINT (144.960611 -37.807859),550.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4279,1.2199,0.5234,1.3807,0.06420000000000001,0.27166666666666667
239,705/253 Franklin Street Melbourne VIC 3000,POINT (144.9566681 -37.8095025),550.0,2.0,1.0,,206041504,Melbourne CBD - North,0.43839999999999996,1.6707,0.7827000000000001,1.5035,0.6477,0.895
242,1301/60 A'beckett Street Melbourne VIC 3000,POINT (144.9614417 -37.8087388),800.0,2.0,2.0,,206041504,Melbourne CBD - North,0.37910000000000005,1.5517,0.8084,1.5695999999999999,0.396,0.8666666666666667
246,2908/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),540.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
250,3607/27 Therry Street Melbourne VIC 3000,POINT (144.9610136 -37.8069882),650.0,2.0,2.0,,206041504,Melbourne CBD - North,0.5728,1.1273,0.4037,1.2609000000000001,0.2979,1.0566666666666666
251,2211/31 A'Beckett Street Melbourne VIC 3000,POINT (144.9625546 -37.8088893),450.0,1.0,1.0,,206041504,Melbourne CBD - North,0.37460000000000004,1.5472000000000001,0.7591,1.565,0.3915,0.4116666666666667
252,405/155 Franklin Street Melbourne VIC 3000,POINT (144.9595488 -37.8088259),550.0,1.0,1.0,,206041504,Melbourne CBD - North,0.5851000000000001,1.4659,0.6265,1.4838,0.3102,0.5816666666666667
254,2412/181 ABeckett Street Melbourne VIC 3000,POINT (144.9581958 -37.8101564),500.0,1.0,1.0,,206041504,Melbourne CBD - North,0.412,1.6396,0.7805,1.6378,0.4839,0.11666666666666667
255,2202/228 A'beckett Street Melbourne VIC 3000,POINT (144.9566423 -37.8103101),780.0,2.0,2.0,,206041504,Melbourne CBD - North,0.2773,1.7727,0.9137000000000001,1.584,0.4865,0.38166666666666665
256,1901/371 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9609753 -37.8116241),600.0,1.0,1.0,,206041504,Melbourne CBD - North,0.323,1.7095,0.5036,1.7274,0.5538,0.6966666666666667
257,5603/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),1000.0,3.0,2.0,,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
258,2806/181 ABeckett Street Melbourne VIC 3000,POINT (144.9581958 -37.8101564),460.0,1.0,1.0,,206041504,Melbourne CBD - North,0.412,1.6396,0.7805,1.6378,0.4839,0.11666666666666667
262,3303/500 Elizabeth Street Melbourne VIC 3000,POINT (144.9602708 -37.8072623),1100.0,3.0,2.0,1.0,206041504,Melbourne CBD - North,0.4547,1.3355,0.5502,1.4075,0.17980000000000002,1.1849999999999998
268,807/5 Sutherland Street Melbourne VIC 3000,POINT (144.9608504 -37.811416),500.0,1.0,1.0,,206041504,Melbourne CBD - North,0.3348,1.7214,0.5154,1.7392999999999998,0.5657000000000001,0.745
270,908/25-33 Wills Street Melbourne VIC 3000,POINT (144.9569269 -37.8107757),480.0,1.0,1.0,,206041504,Melbourne CBD - North,0.4659,1.8941,1.0351,1.7726,0.6752,0.8200000000000001
