,lga_name,cost,beds,baths,parkings,nearest_station,nearest_park,nearest_shop,nearest_hospital,nearest_school,nearest_supermarket,distance_to_cbd,year,offence_count,population,weekly_income
69,warrnambool,425.6616626050745,2.0,1.0,1.0,5.256666666666666,80.49833333333332,3.7233333333333336,36.318333333333335,2.055,3.558333333333333,999.0,2024,3046.11,37371.0,858.6056784282048
70,wellington,394.36814598652927,3.0,1.0,1.0,11.693333333333332,57.00833333333333,15.216666666666669,32.41,2.246666666666667,2.296666666666667,999.0,2024,4360.67,45179.0,723.3019574904562
71,west wimmera,298.89486573104296,1.0,1.0,0.0,78.16166666666666,999.0,76.20666666666666,98.705,1.4766666666666666,0.1966666666666666,999.0,2024,150.35,2592.0,808.2832695381245
72,whitehorse,537.6733390991285,2.0,2.0,1.0,4.331666666666666,9.073333333333332,7.393333333333333,6.623333333333333,2.2983333333333333,2.731666666666667,26.305,2024,8066.95,196861.0,892.3864467924584
73,whittlesea,494.30402096411854,3.0,2.0,2.0,6.001666666666667,18.76833333333333,7.521666666666666,22.57,2.6766666666666667,3.71,35.598333333333336,2024,13648.57,393502.0,841.3864080524488
74,wodonga,433.1915893493315,3.0,2.0,2.0,10.213333333333331,999.0,5.975,81.82166666666667,2.803333333333333,3.89,999.0,2024,3071.82,75465.0,895.5244974732714
75,wyndham,474.8076714284143,4.0,2.0,2.0,6.44,12.295,7.668333333333334,13.736666666666668,2.543333333333333,3.648333333333333,34.695,2024,16824.66,716816.0,947.5558003288852
76,yarra,591.0183476776401,2.0,1.0,1.0,3.283333333333333,6.468333333333334,4.3100000000000005,4.795,1.6033333333333333,1.3716666666666666,9.305,2024,12750.09,157614.0,1531.2688489499174
77,yarra ranges,492.6602687004488,3.0,2.0,2.0,4.1883333333333335,15.453333333333337,6.746666666666667,9.856666666666666,2.313333333333333,3.796666666666667,44.11833333333333,2024,7381.97,168217.0,906.5310353650652
78,yarriambiack,309.6362369936214,3.0,1.0,1.0,30.72833333333333,60.41666666666666,42.66666666666666,31.62833333333333,1.5799999999999998,3.083333333333333,999.0,2024,401.7,6285.0,722.3690536238838
79,alpine,445.54184268464815,2.0,1.0,2.0,46.42833333333333,5.346666666666667,38.88,29.88833333333333,2.5266666666666664,2.4466666666666668,999.0,2025,494.82,13596.0,902.1156686857652
80,ararat,412.5240952413951,3.0,1.0,1.0,2.428333333333333,28.92833333333333,2.536666666666666,999.0,1.4333333333333331,3.033333333333333,999.0,2025,1425.13,11910.0,809.4372664673862
81,ballarat,450.38675833898014,3.0,2.0,2.0,7.341666666666667,9.785,6.483333333333333,24.81,2.235,4.776666666666667,999.0,2025,10533.98,171389.0,893.5076094113845
82,banyule,540.3307935115372,3.0,1.0,1.0,2.8766666666666665,11.215,9.528333333333334,5.3533333333333335,1.76,2.6300000000000003,23.14,2025,7819.93,140237.0,1098.6335715647722
83,bass coast,449.1695380128367,3.0,2.0,2.0,86.75,32.095,22.93,39.63,3.885,7.376666666666667,116.675,2025,3138.65,40078.0,741.0157388672021
84,baw baw,481.17009342736856,3.0,1.0,2.0,3.841666666666667,59.77333333333333,10.885,16.663333333333334,2.1366666666666663,4.1866666666666665,84.09833333333333,2025,3132.76,60601.0,862.9015009165234
85,bayside (vic.),718.7541039289972,3.0,2.0,2.0,3.425,10.456666666666669,10.056666666666668,11.656666666666666,1.9883333333333333,3.0966666666666667,31.186666666666667,2025,5455.32,115713.0,1290.7741454061309
86,benalla,407.736489969142,3.0,1.0,2.0,5.575,64.175,33.553333333333335,53.156666666666666,1.8766666666666665,4.84,999.0,2025,1395.41,14036.0,765.7032993293788
87,boroondara,572.4748106153602,3.0,2.0,2.0,2.958333333333333,7.47,5.25,8.808333333333334,1.4533333333333334,2.0983333333333336,17.675,2025,7903.21,255335.0,1265.9169833661065
88,brimbank,487.2944335775246,3.0,1.0,1.0,4.4,16.438333333333333,5.04,10.2,2.125,3.28,30.26833333333333,2025,13935.06,269728.0,732.5731709928908
89,buloke,320.8354396090508,2.0,1.0,1.0,62.25333333333333,56.165,67.075,71.84166666666667,0.9433333333333334,1.4116666666666666,999.0,2025,361.46,5851.0,765.4033215666641
90,campaspe,424.8971350399552,2.0,1.0,1.0,2.123333333333333,85.25333333333333,2.8583333333333334,31.51333333333333,1.7233333333333334,23.956666666666667,999.0,2025,3390.62,38133.0,768.1169405886593
91,cardinia,510.73220729495733,4.0,2.0,2.0,5.383333333333334,22.023333333333333,9.581666666666669,28.65833333333333,3.0933333333333333,5.213333333333334,51.87,2025,15075.98,335686.0,975.6065617729556
92,casey,513.6042479845528,4.0,2.0,2.0,8.606666666666666,11.041666666666666,7.9766666666666675,24.808333333333334,2.756666666666667,4.031666666666667,47.2,2025,20617.75,723917.0,920.0833941042278
93,central goldfields,364.4701786751175,3.0,1.0,1.0,3.418333333333333,23.87,3.0,47.086666666666666,2.4233333333333333,2.42,999.0,2025,1149.13,13913.0,547.9130258030764
94,colac otway,423.9949518316207,3.0,1.0,1.0,64.52333333333334,46.11,64.445,45.306666666666665,2.533333333333333,3.625,999.0,2025,1562.16,21733.0,828.898345045892
95,corangamite,395.5713954146522,2.0,1.0,1.0,1.28,86.32833333333333,33.95666666666667,18.27833333333333,1.8033333333333328,1.39,999.0,2025,731.73,15994.0,834.8244695736263
96,darebin,531.8987022519941,2.0,1.0,1.0,3.2583333333333333,10.29,6.891666666666667,8.883333333333333,1.975,2.3366666666666664,17.515,2025,12858.48,277297.0,1119.0494801515244
97,east gippsland,431.13545009826703,3.0,1.0,2.0,20.41166666666667,64.45166666666667,19.496666666666663,87.96499999999999,3.3016666666666667,9.421666666666663,999.0,2025,4713.08,49858.0,693.8262845165099
98,frankston,506.24317876377245,3.0,2.0,2.0,6.343333333333334,19.916666666666668,6.726666666666668,22.41166666666667,2.8583333333333334,3.745,47.66833333333333,2025,12333.48,155541.0,943.620649782946
99,gannawarra,331.5694964200302,2.0,1.0,1.0,40.975,102.725,49.443333333333335,999.0,1.5733333333333337,1.9383333333333328,999.0,2025,823.53,10293.0,675.6941310586228
100,glen eira,570.7486591179113,2.0,1.0,1.0,2.455,10.978333333333332,7.61,5.993333333333334,1.4333333333333331,1.856666666666667,24.44,2025,7286.45,174534.0,1266.3992761040404
101,glenelg,406.7475527225579,3.0,1.0,2.0,80.72833333333332,68.40166666666667,5.883333333333334,22.098333333333336,2.745,4.760000000000001,999.0,2025,1564.3,19440.0,737.551110790958
102,golden plains,533.7565599203226,4.0,2.0,2.0,31.741666666666667,58.59333333333333,29.55333333333333,63.49333333333333,4.71,17.07,88.5,2025,690.91,27376.0,934.1216907358076
103,greater bendigo,442.491056089686,3.0,1.0,1.0,5.628333333333333,40.623333333333335,6.739999999999999,6.788333333333333,2.4633333333333334,4.75,999.0,2025,10149.43,127895.0,868.4212425002952
104,greater dandenong,490.4970598966356,3.0,1.0,1.0,4.246666666666667,7.838333333333334,5.078333333333333,5.051666666666667,1.721666666666667,2.521666666666667,34.72,2025,14063.77,272148.0,762.8240335138175
105,greater geelong,508.4833512203986,3.0,2.0,2.0,7.213333333333334,54.435,8.07,51.888333333333335,2.5050000000000003,3.868333333333333,70.96499999999999,2025,20126.21,381072.0,937.8781353882824
106,greater shepparton,433.30780992547807,3.0,1.0,1.0,6.151666666666667,31.096666666666668,8.055,7.955,2.165,7.818333333333333,999.0,2025,8786.52,96529.0,829.7784041749862
107,hepburn,463.71499271002904,3.0,1.0,1.0,27.435,30.91,39.37166666666667,28.40333333333333,2.5933333333333333,3.691666666666667,87.72666666666667,2025,645.56,17975.0,797.1211027569528
108,hindmarsh,332.2017621953455,3.0,1.0,2.0,2.746666666666667,49.973333333333336,54.10333333333333,26.211666666666662,1.4316666666666669,26.841666666666665,999.0,2025,346.38,6619.0,792.3361123827584
109,hobsons bay,540.1355810695713,3.0,1.0,2.0,3.0683333333333334,4.95,7.458333333333333,8.75,1.6333333333333333,2.998333333333333,23.15,2025,6051.52,99135.0,1124.0594271034736
110,horsham,407.53582099693085,3.0,1.0,1.0,3.455,59.575,4.13,28.85333333333333,2.9916666666666667,25.506666666666668,999.0,2025,2416.0,20437.0,923.598054383184
111,hume,497.7963345737735,3.0,2.0,2.0,7.739999999999999,28.2,7.305000000000001,21.541666666666668,2.618333333333333,5.13,42.02666666666666,2025,18614.11,419627.0,798.5726348943932
112,indigo,438.9705670278963,3.0,1.0,1.0,22.205,47.263333333333335,32.87,60.71666666666667,1.63,2.53,999.0,2025,663.02,17263.0,906.2988109936304
113,kingston (vic.),555.2133108149428,3.0,1.0,1.0,2.8116666666666665,14.413333333333332,8.561666666666667,17.63,2.015,3.3316666666666666,43.998333333333335,2025,10703.21,182584.0,1047.6880764643065
114,knox,538.6784564775371,3.0,2.0,2.0,7.406666666666666,10.496666666666666,6.748333333333333,7.823333333333333,2.3,3.4650000000000003,36.0,2025,9480.08,174023.0,922.3388776085792
115,latrobe (vic.),391.1315820582604,3.0,1.0,1.0,4.489999999999999,16.255,5.305000000000001,45.10333333333333,2.265,3.843333333333333,999.0,2025,11346.54,106744.0,757.8108643182741
116,loddon,350.4202595001407,3.0,1.0,2.0,22.596666666666668,65.99333333333333,38.91666666666666,34.580000000000005,8.81,25.956666666666667,999.0,2025,440.65,6906.0,635.1321135008693
117,macedon ranges,548.3605650318932,4.0,2.0,2.0,9.605,38.78833333333333,19.285,33.038333333333334,2.0266666666666664,2.931666666666666,65.45833333333333,2025,2085.66,55037.0,1022.2551419426804
118,manningham,583.1648847175711,3.0,2.0,2.0,9.175,6.0633333333333335,5.326666666666667,5.363333333333333,2.17,2.425,22.861666666666668,2025,5613.69,135562.0,875.827778535516
119,mansfield,487.1415930425319,3.0,1.0,2.0,61.94166666666667,94.58333333333331,6.508333333333334,137.57666666666668,2.803333333333333,6.571666666666667,999.0,2025,781.21,10300.0,847.4245575878018
120,maribyrnong,530.5160310456122,2.0,1.0,1.0,3.228333333333333,7.721666666666667,3.355,13.851666666666668,1.7383333333333333,2.2783333333333333,16.848333333333333,2025,8909.23,109775.0,1243.325680630136
121,maroondah,520.0438210988832,3.0,2.0,2.0,3.99,9.695,5.401666666666667,10.828333333333337,2.975,2.5733333333333333,34.85166666666667,2025,7660.37,130055.0,999.5069457736053
122,melbourne,605.8670522085049,2.0,1.0,0.0,2.2666666666666666,6.266666666666667,2.1733333333333333,5.17,1.53,0.9233333333333332,4.556666666666667,2025,34522.49,489623.0,1322.042663514352
123,melton,484.3399357433955,4.0,2.0,2.0,8.056666666666667,18.72833333333333,8.04,29.69333333333333,3.26,5.385000000000001,41.255,2025,12674.7,418419.0,906.1077980065425
124,mildura,427.5324080993778,3.0,1.0,2.0,999.0,999.0,6.183333333333334,999.0,2.2883333333333336,3.606666666666667,999.0,2025,7019.73,58484.0,829.8749592330366
125,mitchell,486.25564187983036,4.0,2.0,2.0,8.263333333333334,23.97,24.558333333333334,35.75333333333333,3.66,7.193333333333333,55.961666666666666,2025,3245.23,53109.0,923.5886794676162
126,moira,409.24361603856596,3.0,1.0,2.0,47.19666666666667,47.67166666666667,14.746666666666666,59.89,2.066666666666667,33.04666666666667,999.0,2025,2236.78,30955.0,727.9576799746144
127,monash,576.2337638376775,3.0,2.0,1.0,3.733333333333333,15.915,5.29,5.816666666666666,2.253333333333333,2.8266666666666667,28.148333333333333,2025,11450.64,261602.0,944.449213873607
128,moonee valley,528.6478200103484,2.0,1.0,1.0,3.6666666666666665,7.223333333333333,5.371666666666667,10.991666666666667,1.8766666666666665,2.845,17.91,2025,7821.47,210140.0,1163.9349952658993
129,moorabool,499.85212229068566,3.0,2.0,2.0,5.985,30.9,16.125,22.62833333333333,4.135,5.416666666666667,52.013333333333335,2025,2342.15,38728.0,966.7070429910216
130,moreland,536.7915509258455,2.0,1.0,1.0,2.953333333333333,4.3566666666666665,4.343333333333334,4.366666666666666,1.7633333333333332,1.6983333333333337,15.785,2025,17181.88,340001.0,1173.9786643116204
131,mornington peninsula,552.2245625853793,3.0,2.0,2.0,25.385,19.096666666666668,11.188333333333333,22.075,3.591666666666667,4.375,69.45333333333333,2025,9638.15,212732.0,885.1562549091578
132,mount alexander,478.4526683959157,3.0,1.0,2.0,6.141666666666667,8.216666666666667,26.641666666666666,8.09,1.9766666666666663,20.2,999.0,2025,991.42,20769.0,793.0446911121721
133,moyne,439.55244417683207,3.0,1.0,1.0,29.15666666666667,75.18166666666666,36.32666666666667,21.45,1.585,10.601666666666668,999.0,2025,655.59,17323.0,909.323266827632
134,murrindindi,423.405824811256,3.0,1.0,1.0,47.72833333333333,46.70166666666667,41.59666666666667,47.43333333333333,3.915,21.633333333333333,101.69833333333332,2025,740.61,15353.0,787.4935594125851
135,nillumbik,535.939668429648,3.0,1.0,2.0,6.236666666666666,15.733333333333333,13.101666666666668,20.46833333333333,2.2383333333333337,3.3833333333333333,39.29,2025,1838.55,67946.0,1133.0844500444566
136,northern grampians,350.8057198970346,1.0,1.0,1.0,2.455,4.05,29.265,79.69833333333332,1.01,2.8366666666666664,999.0,2025,958.66,11147.0,792.0449589552854
137,port phillip,563.0856981494726,2.0,1.0,1.0,4.2,10.71,7.611666666666666,9.503333333333334,1.7816666666666667,1.9883333333333333,13.625,2025,12672.46,165306.0,1477.3099264050222
138,pyrenees,393.1969283150138,3.0,1.0,2.0,26.756666666666668,2.881666666666667,26.063333333333333,54.88166666666667,2.393333333333333,1.595,999.0,2025,420.7,8123.0,681.8169848444022
140,south gippsland,417.9938700978091,3.0,1.0,1.0,51.62833333333333,45.66666666666666,21.336666666666662,72.44166666666666,2.6866666666666665,3.695,999.0,2025,1839.37,31278.0,767.8120284257267
141,southern grampians,363.51804824543433,2.0,1.0,1.0,78.26333333333334,21.466666666666665,2.43,46.22666666666667,1.6366666666666667,2.53,999.0,2025,1172.26,16052.0,816.057817688271
142,stonnington,577.7912064116099,2.0,1.0,1.0,2.118333333333333,6.081666666666666,3.755,7.196666666666667,1.93,1.87,14.388333333333332,2025,11201.01,167342.0,1538.8189371751955
143,strathbogie,425.800917416851,1.0,1.0,1.0,1.9183333333333328,62.44833333333334,38.01166666666666,44.806666666666665,0.5266666666666667,2.4883333333333337,999.0,2025,606.94,11332.0,753.5110268261324
