,lga_name,cost,beds,baths,parkings,nearest_station,nearest_park,nearest_shop,nearest_hospital,nearest_school,nearest_supermarket,distance_to_cbd,year,offence_count,population,weekly_income
26,greater geelong,330,3.0,2.0,2.0,7.213333333333334,54.435,8.07,51.888333333333335,2.5050000000000003,3.868333333333333,70.96499999999999,2017,22492,327258.0,630.5307456124626
27,greater shepparton,270,3.0,1.0,1.0,6.151666666666667,31.096666666666668,8.055,7.955,2.165,7.818333333333333,999.0,2017,8425,89353.0,610.9390138973711
28,hepburn,340,3.0,1.0,1.0,27.435,30.91,39.37166666666667,28.40333333333333,2.5933333333333333,3.691666666666667,87.72666666666667,2017,891,17093.0,556.4474437646937
29,hindmarsh,190,3.0,1.0,2.0,2.746666666666667,49.973333333333336,54.10333333333333,26.211666666666662,1.4316666666666669,26.841666666666665,999.0,2017,412,6882.0,523.4344282917792
30,hobsons bay,400,3.0,1.0,2.0,3.0683333333333334,4.95,7.458333333333333,8.75,1.6333333333333333,2.998333333333333,23.15,2017,6418,89723.0,741.5702229800943
31,horsham,245,3.0,1.0,1.0,3.455,59.575,4.13,28.85333333333333,2.9916666666666667,25.506666666666668,999.0,2017,2606,19940.0,645.2850319157744
32,hume,360,3.0,2.0,2.0,7.739999999999999,28.2,7.305000000000001,21.541666666666668,2.618333333333333,5.13,42.02666666666666,2017,22304,303670.0,553.7692886990576
33,indigo,280,3.0,1.0,1.0,22.205,47.263333333333335,32.87,60.71666666666667,1.63,2.53,999.0,2017,441,16381.0,666.1478451440264
34,kingston (vic.),420,3.0,1.0,1.0,2.8116666666666665,14.413333333333332,8.561666666666667,17.63,2.015,3.3316666666666666,43.998333333333335,2017,11667,161056.0,735.7953357659153
35,knox,400,3.0,2.0,2.0,7.406666666666666,10.496666666666666,6.748333333333333,7.823333333333333,2.3,3.4650000000000003,36.0,2017,12285,161813.0,688.6937278920266
36,latrobe (vic.),240,3.0,1.0,1.0,4.489999999999999,16.255,5.305000000000001,45.10333333333333,2.265,3.843333333333333,999.0,2017,14399,102408.0,564.4099605048189
37,loddon,190,3.0,1.0,2.0,22.596666666666668,65.99333333333333,38.91666666666666,34.580000000000005,8.81,25.956666666666667,999.0,2017,487,7052.0,483.23174576745726
38,macedon ranges,380,4.0,2.0,2.0,9.605,38.78833333333333,19.285,33.038333333333334,2.0266666666666664,2.931666666666666,65.45833333333333,2017,2309,48419.0,731.9356678197603
39,manningham,450,3.0,2.0,2.0,9.175,6.0633333333333335,5.326666666666667,5.363333333333333,2.17,2.425,22.861666666666668,2017,5227,124323.0,652.5666506669537
40,mansfield,290,3.0,1.0,2.0,61.94166666666667,94.58333333333331,6.508333333333334,137.57666666666668,2.803333333333333,6.571666666666667,999.0,2017,610,9074.0,604.9576866869161
41,maribyrnong,380,2.0,1.0,1.0,3.228333333333333,7.721666666666667,3.355,13.851666666666668,1.7383333333333333,2.2783333333333333,16.848333333333333,2017,9186,89361.0,748.979140789597
42,maroondah,380,3.0,2.0,2.0,3.99,9.695,5.401666666666667,10.828333333333337,2.975,2.5733333333333333,34.85166666666667,2017,9333,115961.0,724.5582465057092
43,melbourne,470,2.0,1.0,0.0,2.2666666666666666,6.266666666666667,2.1733333333333333,5.17,1.53,0.9233333333333332,4.556666666666667,2017,37318,352499.0,695.6515287904821
44,melton,350,4.0,2.0,2.0,8.056666666666667,18.72833333333333,8.04,29.69333333333333,3.26,5.385000000000001,41.255,2017,11626,296755.0,681.8129160340143
45,mildura,280,3.0,1.0,2.0,999.0,999.0,6.183333333333334,999.0,2.2883333333333336,3.606666666666667,999.0,2017,6736,55151.0,580.3717712426508
46,mitchell,330,4.0,2.0,2.0,8.263333333333334,23.97,24.558333333333334,35.75333333333333,3.66,7.193333333333333,55.961666666666666,2017,4617,42911.0,674.0240691980325
47,moira,240,3.0,1.0,2.0,47.19666666666667,47.67166666666667,14.746666666666666,59.89,2.066666666666667,33.04666666666667,999.0,2017,1986,29655.0,543.4945064578437
48,monash,430,3.0,2.0,1.0,3.733333333333333,15.915,5.29,5.816666666666666,2.253333333333333,2.8266666666666667,28.148333333333333,2017,11518,222303.0,601.9550777836564
49,moonee valley,395,2.0,1.0,1.0,3.6666666666666665,7.223333333333333,5.371666666666667,10.991666666666667,1.8766666666666665,2.845,17.91,2017,9772,182878.0,781.9302656091076
50,moorabool,335,3.0,2.0,2.0,5.985,30.9,16.125,22.62833333333333,4.135,5.416666666666667,52.013333333333335,2017,2484,33528.0,665.355657293969
51,moreland,400,2.0,1.0,1.0,2.953333333333333,4.3566666666666665,4.343333333333334,4.366666666666666,1.7633333333333332,1.6983333333333337,15.785,2017,14384,282176.0,722.5352775021497
52,mornington peninsula,380,3.0,2.0,2.0,25.385,19.096666666666668,11.188333333333333,22.075,3.591666666666667,4.375,69.45333333333333,2017,11745,189344.0,654.2584959301164
53,mount alexander,320,3.0,1.0,2.0,6.141666666666667,8.216666666666667,26.641666666666666,8.09,1.9766666666666663,20.2,999.0,2017,1169,19590.0,572.8252204335671
54,moyne,280,3.0,1.0,1.0,29.15666666666667,75.18166666666666,36.32666666666667,21.45,1.585,10.601666666666668,999.0,2017,620,16349.0,646.9525431284424
