,name,geometry,cost,beds,baths,parkings,lga_code,lga_name,nearest_station,nearest_park,nearest_shop,nearest_hospital,nearest_school,nearest_supermarket,distance_to_cbd
0,904/265 Exhibition Street Melbourne VIC 3000,POINT (144.9691204 -37.8095116),850.0,2.0,2.0,1.0,24600,Melbourne,1.4866666666666668,4.193333333333333,1.875,5.448333333333333,0.8316666666666667,0.7433333333333334,2.3983333333333334
1,210/422 Collins Street Melbourne VIC 3000,POINT (144.9601487 -37.8170971),475.0,1.0,1.0,0.0,24600,Melbourne,2.421666666666667,6.305000000000001,2.455,5.9399999999999995,3.503333333333333,0.48833333333333334,3.8433333333333333
2,1902/200 Spencer Street Melbourne VIC 3000,POINT (144.9532465 -37.816228),630.0,2.0,1.0,1.0,24600,Melbourne,2.4866666666666664,7.198333333333333,0.7533333333333334,5.675,1.5599999999999998,0.8133333333333332,4.753333333333333
3,312B/399 Bourke Street Melbourne VIC 3000,POINT (144.9621291 -37.8147259),450.0,1.0,1.0,0.0,24600,Melbourne,2.425,5.855,2.0033333333333334,5.488333333333333,3.716666666666667,0.7016666666666667,3.3916666666666666
4,3313/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),900.0,2.0,1.0,2.0,24600,Melbourne,1.1900000000000002,4.5216666666666665,2.1733333333333333,4.193333333333333,1.4083333333333334,0.8816666666666666,2.1566666666666667
5,301/499 St Kilda Road Melbourne VIC 3000,POINT (144.9786264 -37.8434125),470.0,1.0,1.0,0.0,24600,Melbourne,2.808333333333333,7.489999999999999,5.1899999999999995,10.238333333333333,1.625,3.643333333333333,10.608333333333333
6,2302/17 Spring Street Melbourne VIC 3000,POINT (144.9744021 -37.8147493),1500.0,2.0,2.0,1.0,24600,Melbourne,1.2950000000000002,6.461666666666667,3.02,6.071666666666667,1.43,2.19,4.513333333333334
7,3201/318 Queen Street Melbourne VIC 3000,POINT (144.9592612 -37.8112667),550.0,1.0,1.0,0.0,24600,Melbourne,1.4016666666666666,4.831666666666666,1.5183333333333333,4.465,1.72,0.6866666666666668,2.368333333333333
9,403/17 Singers Lane Melbourne VIC 3000,POINT (144.9566218 -37.8110876),450.0,1.0,1.0,0.0,24600,Melbourne,1.1233333333333335,4.886666666666667,2.33,4.258333333333334,1.6166666666666667,0.7416666666666667,2.7616666666666663
10,1413/199 William Street Melbourne VIC 3000,POINT (144.9573479 -37.8145716),650.0,2.0,1.0,0.0,24600,Melbourne,1.3133333333333332,6.155,1.5616666666666668,5.011666666666667,1.7816666666666667,1.2216666666666667,3.7866666666666666
11,2408/5 Sutherland Street Melbourne VIC 3000,POINT (144.9608504 -37.811416),580.0,2.0,1.0,0.0,24600,Melbourne,1.06,4.506666666666666,1.405,4.178333333333333,1.395,0.745,2.0266666666666664
12,11/187 Collins Street Melbourne VIC 3000,POINT (144.9678522 -37.81540469999999),800.0,1.0,1.0,0.0,24600,Melbourne,5.5600000000000005,6.661666666666666,3.2199999999999998,6.835,0.7616666666666667,2.8233333333333333,4.683333333333334
13,1212/555 Flinders Street Melbourne VIC 3000,POINT (144.9564827 -37.8209711),450.0,1.0,1.0,0.0,24600,Melbourne,2.9116666666666666,8.870000000000001,2.3383333333333334,7.260000000000001,3.675,1.84,6.408333333333333
14,5/650 Elizabeth Street Melbourne VIC 3000,POINT (144.9585195 -37.8031824),500.0,1.0,1.0,0.0,24600,Melbourne,2.1733333333333333,2.9699999999999998,1.4183333333333332,2.5016666666666665,1.5383333333333333,1.02,3.14
15,32/18 Queen Street Melbourne VIC 3000,POINT (144.9625657 -37.8182665),495.0,1.0,1.0,0.0,24600,Melbourne,6.441666666666666,6.6033333333333335,2.7516666666666665,6.238333333333333,3.8016666666666667,0.6950000000000001,4.14
16,301/565 Flinders Street Melbourne VIC 3000,POINT (144.9559033 -37.8210558),400.0,1.0,1.0,0.0,24600,Melbourne,2.43,8.388333333333334,1.855,6.776666666666667,3.1933333333333334,1.3583333333333334,5.925
17,511/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),550.0,2.0,1.0,0.0,24600,Melbourne,1.26,3.7366666666666664,1.22,3.408333333333333,0.625,0.8216666666666667,2.2266666666666666
18,305/39 Queen Street Melbourne VIC 3000,POINT (144.9617372 -37.817887999999996),460.0,1.0,1.0,0.0,24600,Melbourne,6.6066666666666665,7.031666666666666,3.18,6.666666666666667,4.23,0.8583333333333333,4.568333333333333
19,1605/68 La Trobe Street Melbourne VIC 3000,POINT (144.9667899 -37.8083648),590.0,2.0,1.0,1.0,24600,Melbourne,2.92,3.98,2.1516666666666664,5.17,1.2383333333333333,2.1933333333333334,2.5616666666666665
20,1120/555 Flinders Street Melbourne VIC 3000,POINT (144.9564827 -37.8209711),450.0,1.0,1.0,0.0,24600,Melbourne,2.9116666666666666,8.870000000000001,2.3383333333333334,7.260000000000001,3.675,1.84,6.408333333333333
21,3007/35 Spring Street Melbourne VIC 3000,POINT (144.9740049 -37.8141725),2300.0,3.0,2.0,2.0,24600,Melbourne,1.075,6.253333333333333,2.8133333333333335,5.89,1.2233333333333334,1.9683333333333333,4.305000000000001
22,2901/200 Spencer Street Melbourne VIC 3000,POINT (144.9532465 -37.816228),640.0,2.0,1.0,1.0,24600,Melbourne,2.4866666666666664,7.198333333333333,0.7533333333333334,5.675,1.5599999999999998,0.8133333333333332,4.753333333333333
23,1502/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),700.0,2.0,1.0,0.0,24600,Melbourne,1.3033333333333335,2.935,2.2,3.6300000000000003,0.5933333333333334,0.04833333333333333,2.27
24,1801/243 Franklin Street Melbourne VIC 3000,POINT (144.9569891 -37.809763),645.0,2.0,1.0,0.0,24600,Melbourne,1.0383333333333333,4.421666666666667,1.835,3.808333333333333,1.53,0.9016666666666667,2.9099999999999997
25,1403/11 Rose Lane Melbourne VIC 3000,POINT (144.9541271 -37.8154514),520.0,1.0,1.0,0.0,24600,Melbourne,2.9983333333333335,7.3566666666666665,0.8116666666666668,5.733333333333333,2.1483333333333334,1.77,4.988333333333333
26,522/199 William Street Melbourne VIC 3000,POINT (144.9573479 -37.8145716),650.0,2.0,2.0,0.0,24600,Melbourne,1.3133333333333332,6.155,1.5616666666666668,5.011666666666667,1.7816666666666667,1.2216666666666667,3.7866666666666666
27,4008/27 Therry Street Melbourne VIC 3000,POINT (144.9610136 -37.8069882),1100.0,3.0,2.0,1.0,24600,Melbourne,1.4583333333333333,3.11,0.985,3.175,0.8233333333333334,1.0566666666666666,2.425
28,830/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),600.0,2.0,1.0,1.0,24600,Melbourne,1.26,3.7366666666666664,1.22,3.408333333333333,0.625,0.8216666666666667,2.2266666666666666
29,611/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),430.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
30,7008/228 La Trobe St Melbourne VIC 3000,POINT (144.962371 -37.8096052),850.0,2.0,1.0,0.0,24600,Melbourne,1.1900000000000002,4.5216666666666665,2.1733333333333333,4.193333333333333,1.4083333333333334,0.8816666666666666,2.1566666666666667
31,614/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),400.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
32,1803/318 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9602845 -37.8115806),925.0,3.0,2.0,1.0,24600,Melbourne,1.3599999999999999,4.806666666666667,1.7033333333333334,4.4783333333333335,1.695,1.0433333333333334,2.3266666666666667
33,5813/228 La Trobe St Melbourne VIC 3000,POINT (144.962371 -37.8096052),750.0,2.0,1.0,0.0,24600,Melbourne,1.1900000000000002,4.5216666666666665,2.1733333333333333,4.193333333333333,1.4083333333333334,0.8816666666666666,2.1566666666666667
34,303/368 Little Collins Street Melbourne VIC 3000,POINT (144.9623199 -37.815461),430.0,1.0,1.0,0.0,24600,Melbourne,6.873333333333333,6.09,2.2383333333333337,5.723333333333333,3.575,0.56,3.6266666666666665
35,1802/8 Sutherland Street Melbourne VIC 3000,POINT (144.9609854 -37.8113164),700.0,2.0,2.0,0.0,24600,Melbourne,1.0866666666666667,4.533333333333333,1.43,4.203333333333333,1.4200000000000002,0.77,2.0516666666666667
36,410/17 Singers Lane Melbourne VIC 3000,POINT (144.9566218 -37.8110876),350.0,1.0,1.0,0.0,24600,Melbourne,1.1233333333333335,4.886666666666667,2.33,4.258333333333334,1.6166666666666667,0.7416666666666667,2.7616666666666663
37,46/283 Spring Street Melbourne VIC 3000,POINT (144.9712126 -37.8081467),850.0,2.0,2.0,1.0,24600,Melbourne,1.8433333333333333,4.241666666666666,2.5383333333333336,5.551666666666667,1.5066666666666668,0.9083333333333333,2.92
38,30/180 Little Collins Street Melbourne VIC 3000,POINT (144.9679157 -37.8138453),980.0,2.0,2.0,2.0,24600,Melbourne,6.118333333333334,5.036666666666666,1.595,6.2266666666666675,2.76,1.1983333333333335,3.0883333333333334
39,415/87 Franklin Street Melbourne VIC 3000,POINT (144.9617001 -37.8079459),450.0,1.0,1.0,0.0,24600,Melbourne,1.155,3.265,2.0516666666666667,3.5083333333333333,0.44666666666666666,0.2816666666666666,2.1216666666666666
40,3113/639 Lonsdale Street Melbourne VIC 3000,POINT (144.9534241 -37.81525920000001),1100.0,3.0,2.0,1.0,24600,Melbourne,2.9183333333333334,6.926666666666667,0.38,5.301666666666667,1.2866666666666666,0.44,4.556666666666667
41,708/500 Flinders Street Melbourne VIC 3000,POINT (144.9578332 -37.8200061),325.0,1.0,1.0,0.0,24600,Melbourne,3.5283333333333333,7.378333333333333,2.6333333333333333,6.263333333333334,3.04,1.8833333333333333,4.915
42,2402/280 Spencer Street Melbourne VIC 3000,POINT (144.952069 -37.8139297),575.0,2.0,1.0,1.0,24600,Melbourne,3.0416666666666665,6.7266666666666675,0.3783333333333333,5.3,1.0783333333333334,0.43666666666666665,4.383333333333334
43,2505/371 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9609753 -37.8116241),590.0,1.0,1.0,0.0,24600,Melbourne,1.0133333333333332,4.46,1.3566666666666667,4.131666666666667,1.3466666666666667,0.6966666666666667,1.98
44,1908/81 A'Beckett Street Melbourne VIC 3000,POINT (144.961332 -37.80932200000001),630.0,2.0,1.0,0.0,24600,Melbourne,0.895,3.945,1.8783333333333334,3.6166666666666667,0.8333333333333334,0.305,1.8616666666666668
45,717/555 St Kilda Road Melbourne VIC 3000,POINT (144.9806754 -37.8470519),950.0,2.0,2.0,1.0,24600,Melbourne,2.395,7.71,5.411666666666666,10.458333333333334,1.2116666666666667,2.7,11.185
46,305/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),400.0,1.0,1.0,0.0,24600,Melbourne,1.26,3.7366666666666664,1.22,3.408333333333333,0.625,0.8216666666666667,2.2266666666666666
47,2005/288 Spencer Street Melbourne VIC 3000,POINT (144.9520272 -37.8138136),480.0,1.0,1.0,0.0,24600,Melbourne,1.9366666666666668,6.753333333333333,0.405,5.326666666666667,1.105,0.4633333333333333,4.41
48,3803/200 Spencer Street Melbourne VIC 3000,POINT (144.9532465 -37.816228),540.0,1.0,1.0,1.0,24600,Melbourne,2.4866666666666664,7.198333333333333,0.7533333333333334,5.675,1.5599999999999998,0.8133333333333332,4.753333333333333
49,811/639 Lonsdale Street Melbourne VIC 3000,POINT (144.9534241 -37.81525920000001),700.0,2.0,2.0,0.0,24600,Melbourne,2.9183333333333334,6.926666666666667,0.38,5.301666666666667,1.2866666666666666,0.44,4.556666666666667
50,504/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),380.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
51,L03/68 La Trobe Street Melbourne VIC 3000,POINT (144.9667899 -37.8083648),400.0,1.0,1.0,0.0,24600,Melbourne,2.92,3.98,2.1516666666666664,5.17,1.2383333333333333,2.1933333333333334,2.5616666666666665
52,8107/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),980.0,2.0,2.0,1.0,24600,Melbourne,1.1900000000000002,4.5216666666666665,2.1733333333333333,4.193333333333333,1.4083333333333334,0.8816666666666666,2.1566666666666667
53,2901/81 ABeckett Street Melbourne VIC 3000,POINT (144.9613779 -37.8092252),570.0,1.0,1.0,0.0,24600,Melbourne,0.8433333333333334,3.893333333333333,1.8266666666666667,3.565,0.7816666666666666,0.2533333333333333,1.8099999999999998
55,802/95 Berkeley Street Melbourne VIC 3000,POINT (144.9587815 -37.8033781),870.0,3.0,2.0,2.0,24600,Melbourne,2.5133333333333336,2.9766666666666666,1.7566666666666668,2.841666666666667,1.8783333333333334,1.3599999999999999,3.48
56,1207/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),390.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
57,6803/228 La Trobe Street Melbourne VIC 3000,POINT (144.962371 -37.8096052),950.0,2.0,2.0,1.0,24600,Melbourne,1.1900000000000002,4.5216666666666665,2.1733333333333333,4.193333333333333,1.4083333333333334,0.8816666666666666,2.1566666666666667
58,2/6 Anthony Street Melbourne VIC 3000,POINT (144.9593798 -37.8094939),590.0,2.0,1.0,1.0,24600,Melbourne,1.095,4.081666666666667,1.5633333333333332,3.753333333333333,0.9700000000000001,0.31,2.0616666666666665
59,Unit 1402/560 Lonsdale St Melbourne VIC 3000,POINT (144.9556588 -37.8139559),670.0,2.0,1.0,0.0,24600,Melbourne,0.9316666666666666,5.7733333333333325,0.9600000000000001,4.63,1.18,0.405,3.4050000000000002
60,2501/82 Flinders Street Melbourne VIC 3000,POINT (144.971946 -37.815919),1450.0,3.0,2.0,2.0,24600,Melbourne,1.725,5.88,2.4383333333333335,7.069999999999999,0.8483333333333333,2.0416666666666665,3.9316666666666666
61,1805/80 ABeckett Street Melbourne VIC 3000,POINT (144.9610792 -37.8089991),550.0,1.0,1.0,0.0,24600,Melbourne,0.705,3.753333333333333,1.6866666666666668,3.425,0.6416666666666667,0.5033333333333333,1.6700000000000002
62,6305C/633 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9525524 -37.81417740000001),875.0,2.0,2.0,1.0,24600,Melbourne,1.9866666666666668,6.498333333333333,1.2333333333333334,5.173333333333333,0.85,1.2933333333333332,4.368333333333334
63,6307C/633 Little Lonsdale Street Melbourne VIC 3000,POINT (144.9525524 -37.81417740000001),825.0,2.0,2.0,1.0,24600,Melbourne,1.9866666666666668,6.498333333333333,1.2333333333333334,5.173333333333333,0.85,1.2933333333333332,4.368333333333334
64,5/300 King Street Melbourne VIC 3000,POINT (144.9544542 -37.8131981),1200.0,3.0,2.0,1.0,24600,Melbourne,1.3633333333333333,6.193333333333333,1.0716666666666665,4.868333333333334,0.975,0.6166666666666667,3.835
65,407/547 Flinders Lane Melbourne VIC 3000,POINT (144.9558061 -37.8199985),450.0,1.0,1.0,0.0,24600,Melbourne,2.9949999999999997,7.716666666666667,2.143333333333333,6.443333333333333,2.5516666666666667,1.3933333333333333,5.2683333333333335
66,1907/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),700.0,2.0,2.0,1.0,24600,Melbourne,1.3033333333333335,2.935,2.2,3.6300000000000003,0.5933333333333334,0.04833333333333333,2.27
67,408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),380.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
69,1301/17 Spring Street Melbourne VIC 3000,POINT (144.9744021 -37.8147493),1950.0,3.0,2.0,2.0,24600,Melbourne,1.2950000000000002,6.461666666666667,3.02,6.071666666666667,1.43,2.19,4.513333333333334
70,303/253 Franklin Street Melbourne VIC 3000,POINT (144.9566681 -37.8095025),600.0,2.0,1.0,0.0,24600,Melbourne,0.9616666666666667,4.345,1.7583333333333333,3.731666666666667,1.4533333333333334,0.895,2.8333333333333335
71,32/377 Little Collins Street Melbourne VIC 3000,POINT (144.9624538 -37.8158922),570.0,1.0,1.0,0.0,24600,Melbourne,6.975,6.191666666666666,2.3400000000000003,5.825,3.6766666666666667,0.6616666666666667,3.728333333333333
72,305/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),1100.0,2.0,2.0,1.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
73,304/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),1300.0,3.0,3.0,2.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
74,303/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),850.0,2.0,2.0,1.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
75,302/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),850.0,2.0,2.0,1.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
76,301/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),575.0,1.0,1.0,0.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
77,301/68 La Trobe Street Melbourne VIC 3000,POINT (144.9667899 -37.8083648),690.0,2.0,1.0,1.0,24600,Melbourne,2.92,3.98,2.1516666666666664,5.17,1.2383333333333333,2.1933333333333334,2.5616666666666665
78,24/27 Flinders Lane Melbourne VIC 3000,POINT (144.9733655 -37.8147317),585.0,2.0,1.0,0.0,24600,Melbourne,1.865,6.02,2.58,5.631666666666666,0.99,2.2550000000000003,4.071666666666667
79,324/63 Spencer Street Melbourne VIC 3000,POINT (144.9542952 -37.8200332),725.0,3.0,1.0,1.0,24600,Melbourne,1.9183333333333332,7.7283333333333335,1.1833333333333333,6.105,2.521666666666667,1.79,5.36
80,403/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),760.0,2.0,2.0,0.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
81,1004/336 Russell Street Melbourne VIC 3000,POINT (144.9663215 -37.8083819),675.0,2.0,2.0,1.0,24600,Melbourne,1.855,3.445,1.0866666666666667,4.635000000000001,0.7033333333333334,1.1283333333333334,1.4966666666666666
82,402/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),515.0,1.0,1.0,0.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
83,401/543 Elizabeth Street Melbourne VIC 3000,POINT (144.9586458 -37.8054298),670.0,2.0,1.0,0.0,24600,Melbourne,1.9116666666666666,3.316666666666667,1.155,2.4033333333333333,1.275,0.7583333333333333,2.8766666666666665
84,505/422 Collins Street Melbourne VIC 3000,POINT (144.9601487 -37.8170971),550.0,2.0,1.0,0.0,24600,Melbourne,2.421666666666667,6.305000000000001,2.455,5.9399999999999995,3.503333333333333,0.48833333333333334,3.8433333333333333
85,703/233 Collins Street Melbourne VIC 3000,POINT (144.9660296 -37.8158618),600.0,1.0,1.0,0.0,24600,Melbourne,6.296666666666667,6.011666666666667,2.8466666666666667,5.681666666666667,2.9383333333333335,0.535,3.5300000000000002
86,808/483 Swanston Street Melbourne VIC 3000,POINT (144.9623358 -37.8072179),520.0,1.0,1.0,0.0,24600,Melbourne,1.3033333333333335,2.935,2.2,3.6300000000000003,0.5933333333333334,0.04833333333333333,2.27
87,2206/620 Collins St Melbourne VIC 3000,POINT (144.9543471 -37.8186626),460.0,1.0,1.0,0.0,24600,Melbourne,1.9733333333333334,7.733333333333333,1.2383333333333333,6.16,2.566666666666667,1.41,5.285
88,305/585 Latrobe Street Melbourne VIC 3000,POINT (144.9518327 -37.8132649),380.0,1.0,1.0,0.0,24600,Melbourne,2.0483333333333333,6.558333333333334,0.625,4.566666666666666,1.325,0.685,4.428333333333333
89,401/68 La Trobe Street Melbourne VIC 3000,POINT (144.9667899 -37.8083648),700.0,3.0,1.0,1.0,24600,Melbourne,2.92,3.98,2.1516666666666664,5.17,1.2383333333333333,2.1933333333333334,2.5616666666666665
90,2109/350 William Street Melbourne VIC 3000,POINT (144.9566204 -37.8112625),650.0,2.0,2.0,0.0,24600,Melbourne,1.1216666666666666,4.883333333333334,2.328333333333333,4.256666666666667,1.615,0.74,2.6666666666666665
91,3013/22-24 Jane Bell Lane Melbourne VIC 3000,POINT (144.9662711 -37.81020729999999),820.0,2.0,2.0,2.0,24600,Melbourne,2.14,3.73,1.06,4.92,1.0833333333333333,1.1016666666666666,1.7816666666666667
92,1701/265 Exhibition Street Melbourne VIC 3000,POINT (144.9691204 -37.8095116),1000.0,3.0,2.0,1.0,24600,Melbourne,1.4866666666666668,4.193333333333333,1.875,5.448333333333333,0.8316666666666667,0.7433333333333334,2.3983333333333334
93,813/339 Swanston Street Melbourne VIC 3000,POINT (144.9638079 -37.8103818),530.0,2.0,1.0,0.0,24600,Melbourne,2.43,4.805000000000001,0.7566666666666666,5.548333333333333,2.158333333333333,2.1566666666666667,2.856666666666667
94,513/33 Mackenzie Street Melbourne VIC 3000,POINT (144.9669868 -37.8078362),550.0,1.0,1.0,0.0,24600,Melbourne,2.3800000000000003,3.44,1.6116666666666668,4.63,0.6983333333333334,1.2033333333333334,2.0216666666666665
95,3004/318 Queen Street Melbourne VIC 3000,POINT (144.9592612 -37.8112667),680.0,2.0,1.0,0.0,24600,Melbourne,1.4016666666666666,4.831666666666666,1.5183333333333333,4.465,1.72,0.6866666666666668,2.368333333333333
96,513/112 Abeckett Street Melbourne VIC 3000,POINT (144.9600526 -37.8092732),550.0,2.0,1.0,1.0,24600,Melbourne,0.8366666666666667,3.8233333333333333,1.305,3.493333333333333,0.7100000000000001,0.815,1.8033333333333335
97,1703/68 La Trobe Street Melbourne VIC 3000,POINT (144.9667899 -37.8083648),620.0,2.0,1.0,1.0,24600,Melbourne,2.92,3.98,2.1516666666666664,5.17,1.2383333333333333,2.1933333333333334,2.5616666666666665
98,2704/288 Spencer Street Melbourne VIC 3000,POINT (144.9518843 -37.8136665),480.0,1.0,1.0,0.0,24600,Melbourne,1.9766666666666666,6.793333333333334,0.44333333333333336,5.364999999999999,1.1433333333333333,0.5033333333333333,4.448333333333333
99,1106/33 Mackenzie Street Melbourne VIC 3000,POINT (144.9669868 -37.8078362),520.0,1.0,1.0,0.0,24600,Melbourne,2.3800000000000003,3.44,1.6116666666666668,4.63,0.6983333333333334,1.2033333333333334,2.0216666666666665
100,319/118 Franklin Street Melbourne VIC 3000,POINT (144.9589035 -37.8082052),580.0,2.0,1.0,0.0,24600,Melbourne,1.26,3.7366666666666664,1.22,3.408333333333333,0.625,0.8216666666666667,2.2266666666666666
101,708/220 Spencer Street Melbourne VIC 3000,POINT (144.9529559 -37.8157157),650.0,2.0,2.0,0.0,24600,Melbourne,2.5933333333333333,6.95,0.405,5.326666666666667,1.3116666666666668,0.46499999999999997,4.581666666666666
102,420/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),390.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
104,1309/120 A'Beckett Street Melbourne VIC 3000,POINT (144.9597389 -37.8093086),750.0,2.0,2.0,1.0,24600,Melbourne,0.9016666666666667,3.8883333333333336,1.37,3.56,0.775,0.35666666666666663,1.8683333333333332
105,1406/63 La Trobe Street Melbourne VIC 3000,POINT (144.9693999 -37.8082025),560.0,1.0,1.0,0.0,24600,Melbourne,1.6,3.9883333333333337,1.6383333333333332,5.243333333333334,2.013333333333333,0.855,2.191666666666667
106,2003/63 La Trobe Street Melbourne VIC 3000,POINT (144.9693999 -37.8082025),980.0,2.0,2.0,0.0,24600,Melbourne,1.6,3.9883333333333337,1.6383333333333332,5.243333333333334,2.013333333333333,0.855,2.191666666666667
107,2407/250 Elizabeth Street Melbourne VIC 3000,POINT (144.9626295 -37.812508),595.0,2.0,1.0,0.0,24600,Melbourne,1.7,5.1466666666666665,1.275,4.818333333333333,2.0349999999999997,2.1966666666666668,2.6666666666666665
108,518/408 Lonsdale Street Melbourne VIC 3000,POINT (144.9604012 -37.8125979),400.0,1.0,1.0,0.0,24600,Melbourne,1.4433333333333331,4.89,1.0183333333333333,4.5616666666666665,1.7783333333333333,1.1266666666666665,2.4099999999999997
109,5.1/17-19 Elizabeth Street Melbourne VIC 3000,POINT (144.9644422 -37.8176963),400.0,1.0,1.0,0.0,24600,Melbourne,6.535,6.25,3.085,5.92,3.1766666666666667,3.9266666666666667,3.768333333333333
110,1706/63 La Trobe Street Melbourne VIC 3000,POINT (144.9693999 -37.8082025),560.0,1.0,1.0,0.0,24600,Melbourne,1.6,3.9883333333333337,1.6383333333333332,5.243333333333334,2.013333333333333,0.855,2.191666666666667
111,1604/63 La Trobe Street Melbourne VIC 3000,POINT (144.9693999 -37.8082025),940.0,2.0,2.0,0.0,24600,Melbourne,1.6,3.9883333333333337,1.6383333333333332,5.243333333333334,2.013333333333333,0.855,2.191666666666667
112,2305/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),995.0,2.0,2.0,0.0,24600,Melbourne,1.3150000000000002,3.6883333333333335,0.73,2.92,0.6799999999999999,0.6966666666666667,2.2816666666666667
113,3809/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),1425.0,3.0,2.0,2.0,24600,Melbourne,1.3150000000000002,3.6883333333333335,0.73,2.92,0.6799999999999999,0.6966666666666667,2.2816666666666667
114,394 Collins Street Melbourne VIC 3000,POINT (144.96104 -37.81668),425.0,1.0,1.0,0.0,24600,Melbourne,6.58,6.083333333333333,2.2333333333333334,5.718333333333334,3.2816666666666667,0.26833333333333337,3.621666666666667
115,99 Franklin Street Melbourne VIC 3000,POINT (144.9612917 -37.8081956),620.0,1.0,1.0,0.0,24600,Melbourne,1.2116666666666667,3.3216666666666668,1.375,3.565,0.5033333333333333,0.43833333333333335,2.1783333333333332
116,2203/38 Rose Lane Melbourne VIC 3000,POINT (144.9542283 -37.8148884),520.0,1.0,1.0,0.0,24600,Melbourne,1.4016666666666666,6.243333333333334,0.5433333333333333,4.928333333333333,1.0366666666666666,0.6566666666666666,3.875
117,104/73 Flinders Lane Melbourne VIC 3000,POINT (144.9723857 -37.8150696),1800.0,3.0,2.0,2.0,24600,Melbourne,1.5833333333333333,5.738333333333333,2.2983333333333333,6.930000000000001,0.7083333333333334,1.9733333333333334,3.79
118,3605/439 Collins Street Melbourne VIC 3000,POINT (144.9597256 -37.8176878),4500.0,4.0,3.0,2.0,24600,Melbourne,1.9549999999999998,6.796666666666667,2.96,5.653333333333333,4.01,0.995,4.348333333333333
119,1012/101 Therry St Melbourne VIC 3000,POINT (144.9591227 -37.8074149),975.0,2.0,2.0,1.0,24600,Melbourne,1.3150000000000002,3.6883333333333335,0.73,2.92,0.6799999999999999,0.6966666666666667,2.2816666666666667
