,name,geometry,cost,beds,baths,parkings,lga_code,lga_name,nearest_station,nearest_park,nearest_shop,nearest_hospital,nearest_school,nearest_supermarket,distance_to_cbd
1933,2 Westbourne Drive Wyndham Vale VIC 3024,POINT (144.62674 -37.8956307),400.0,3.0,1.0,2.0,27260,Wyndham,7.3100000000000005,12.236666666666668,10.943333333333333,17.721666666666668,1.2083333333333333,1.625,39.515
1934,188 McGrath Road Wyndham Vale VIC 3024,POINT (144.6287539 -37.8989778),400.0,3.0,1.0,1.0,27260,Wyndham,6.386666666666667,11.695,10.401666666666667,16.256666666666668,0.64,1.6383333333333332,38.05166666666666
1935,18 Orana Street Wyndham Vale VIC 3024,POINT (144.6132439 -37.8917125),400.0,3.0,2.0,2.0,27260,Wyndham,4.826666666666667,12.898333333333333,11.604999999999999,19.37,1.2683333333333333,2.0266666666666664,41.165
1936,23 Wollahra Rise Wyndham Vale VIC 3024,POINT (144.6178281 -37.8744553),430.0,3.0,2.0,1.0,27260,Wyndham,2.6733333333333333,13.221666666666666,11.548333333333334,20.85666666666667,4.28,1.5516666666666665,42.34
1937,1 Whitehaven Street Wyndham Vale VIC 3024,POINT (144.6269114 -37.8946716),380.0,3.0,1.0,2.0,27260,Wyndham,6.88,11.806666666666667,10.513333333333332,17.81833333333333,1.51,1.675,39.611666666666665
1938,22 Perceval Place Mambourin VIC 3024,POINT (144.5967516 -37.8913768),460.0,4.0,2.0,2.0,27260,Wyndham,6.77,17.39,16.098333333333333,21.709999999999997,4.89,4.876666666666667,43.505
1939,103 Welcome Parade Wyndham Vale VIC 3024,POINT (144.5964902 -37.8500517),450.0,4.0,2.0,2.0,27260,Wyndham,5.345,17.746666666666666,16.073333333333334,25.381666666666668,4.905,5.926666666666667,46.865
1940,9 Camden Way Wyndham Vale VIC 3024,POINT (144.6324819 -37.8885525),360.0,3.0,1.0,2.0,27260,Wyndham,5.785,9.968333333333334,8.676666666666668,17.603333333333335,2.0900000000000003,2.8483333333333336,39.086666666666666
1941,4 Botanic Way Wyndham Vale VIC 3024,POINT (144.6233979 -37.8918627),400.0,3.0,1.0,2.0,27260,Wyndham,6.055000000000001,11.29,9.996666666666666,17.761666666666667,1.9633333333333334,1.1283333333333334,39.556666666666665
1942,11 Merri Street Manor Lakes VIC 3024,POINT (144.5990004 -37.87228229999999),490.0,4.0,2.0,2.0,27260,Wyndham,3.7733333333333334,16.071666666666665,14.4,23.706666666666667,1.6783333333333335,4.6033333333333335,45.19166666666667
1943,58 Merula Drive Mambourin VIC 3024,POINT (144.5890635 -37.896125),500.0,4.0,2.0,2.0,27260,Wyndham,7.346666666666667,17.654999999999998,16.361666666666668,20.765,3.945,5.453333333333333,42.55833333333333
1944,12 Ervine Drive Wyndham Vale VIC 3024,POINT (144.6277397 -37.8687611),510.0,4.0,2.0,2.0,27260,Wyndham,5.775,16.383333333333333,14.71,24.01833333333333,4.281666666666666,5.623333333333333,45.501666666666665
1945,5 Oxford Way Wyndham Vale VIC 3024,POINT (144.6180209 -37.89599279999999),400.0,3.0,1.0,2.0,27260,Wyndham,6.194999999999999,12.681666666666667,11.389999999999999,18.33,1.4433333333333331,1.3383333333333334,40.125
1946,2/333 McGrath Road Wyndham Vale VIC 3024,POINT (144.6305207 -37.8877492),400.0,3.0,1.0,1.0,27260,Wyndham,5.588333333333334,9.781666666666666,8.488333333333333,17.416666666666668,2.316666666666667,3.075,38.9
1947,30 Northam Street Mambourin VIC 3024,POINT (144.5950384 -37.889078),460.0,4.0,2.0,2.0,27260,Wyndham,5.87,16.491666666666667,15.198333333333332,21.976666666666667,4.786666666666666,3.978333333333333,43.77166666666667
1948,12 Brimpton Grove Wyndham Vale VIC 3024,POINT (144.6146577 -37.8986703),500.0,4.0,2.0,2.0,27260,Wyndham,6.553333333333333,13.886666666666667,12.593333333333334,17.834999999999997,1.8566666666666667,2.5416666666666665,39.62833333333333
1949,5 Spinosa Street Mambourin VIC 3024,POINT (144.6007352 -37.8878413),460.0,4.0,2.0,2.0,27260,Wyndham,5.095,15.716666666666667,14.423333333333334,22.048333333333336,4.011666666666667,3.203333333333333,43.843333333333334
1950,123 Eureka Drive Wyndham Vale VIC 3024,POINT (144.597437 -37.8701621),510.0,4.0,3.0,2.0,27260,Wyndham,3.6866666666666665,16.08833333333333,14.415,23.723333333333336,1.7066666666666668,4.2683333333333335,45.20666666666667
1951,14 Grangehill Mews Wyndham Vale VIC 3024,POINT (144.5963691 -37.8498626),500.0,4.0,2.0,2.0,27260,Wyndham,5.701666666666667,18.101666666666667,16.43,25.736666666666668,5.260000000000001,6.281666666666666,47.22
1952,12 Rosewater Street Manor Lakes VIC 3024,POINT (144.5952953 -37.8622607),500.0,4.0,2.0,2.0,27260,Wyndham,3.8,16.201666666666668,14.528333333333334,23.836666666666666,2.5733333333333333,4.381666666666666,45.32
1953,35 Bertie Street Manor Lakes VIC 3024,POINT (144.5947814 -37.8650656),490.0,4.0,2.0,2.0,27260,Wyndham,3.8733333333333335,16.275,14.601666666666667,23.91,1.9083333333333334,4.455,45.39333333333333
1954,45 Maryborough Drive Wyndham Vale VIC 3024,POINT (144.5875431 -37.8500984),400.0,4.0,2.0,1.0,27260,Wyndham,5.845,18.246666666666666,16.573333333333334,25.88,5.405,6.425,47.365
1955,25 Eshal Cres Wyndham Vale VIC 3024,POINT (144.629011 -37.8679379),485.0,4.0,2.0,2.0,27260,Wyndham,6.125,16.733333333333334,15.06,24.366666666666667,4.63,5.973333333333333,45.85166666666667
1956,17 Northam Street Mambourin VIC 3024,POINT (144.5955095 -37.8886951),460.0,4.0,2.0,2.0,27260,Wyndham,5.78,16.401666666666667,15.108333333333333,22.06833333333333,4.694999999999999,3.8866666666666663,43.86333333333334
1957,18 Glover Street Mambourin VIC 3024,POINT (144.5959948 -37.8871381),480.0,4.0,2.0,2.0,27260,Wyndham,5.21,15.831666666666667,14.538333333333332,22.163333333333334,5.736666666666666,3.3183333333333334,43.958333333333336
1958,21 Sonata Street Wyndham Vale VIC 3024,POINT (144.6191562 -37.8633106),400.0,4.0,2.0,2.0,27260,Wyndham,4.336666666666667,16.326666666666668,14.653333333333334,23.959999999999997,6.461666666666667,4.505,45.445
1959,45 Matheson Avenue Wyndham Vale VIC 3024,POINT (144.6198771 -37.8713369),500.0,4.0,2.0,2.0,27260,Wyndham,2.6966666666666668,14.046666666666665,12.375,21.68166666666667,3.4699999999999998,2.2266666666666666,43.165
1960,10 Benmore Street Mambourin VIC 3024,POINT (144.5883202 -37.8890281),480.0,4.0,2.0,2.0,27260,Wyndham,6.261666666666667,16.883333333333333,15.59,23.081666666666667,6.5233333333333325,4.37,44.876666666666665
1961,3 Oradala Rise Wyndham Vale VIC 3024,POINT (144.6299515 -37.8899738),450.0,3.0,2.0,1.0,27260,Wyndham,6.058333333333334,10.241666666666667,8.948333333333332,17.876666666666665,2.92,3.6783333333333332,39.36
1962,35 Avonwood Avenue Wyndham Vale VIC 3024,POINT (144.6095596 -37.8912801),520.0,4.0,2.0,2.0,27260,Wyndham,4.425,13.668333333333333,12.375,20.14,1.2666666666666666,1.2416666666666667,41.934999999999995
1964,666 Armstrong Road Wyndham Vale VIC 3024,POINT (144.606117 -37.8930996),600.0,4.0,2.0,2.0,27260,Wyndham,4.575,15.196666666666665,13.903333333333334,19.381666666666668,1.345,2.6816666666666666,41.175
1965,15 Springwood Terrace Manor Lakes VIC 3024,POINT (144.5907553 -37.8715694),420.0,3.0,2.0,1.0,27260,Wyndham,5.42,17.821666666666665,16.148333333333333,25.456666666666667,2.3216666666666668,7.161666666666666,46.940000000000005
1966,46 Cradle Circuit Manor Lakes VIC 3024,POINT (144.5920848 -37.8792943),495.0,4.0,2.0,2.0,27260,Wyndham,4.418333333333334,16.561666666666667,15.270000000000001,22.89333333333333,3.7616666666666663,4.048333333333334,44.68833333333334
1967,14 Havelock Place Wyndham Vale VIC 3024,POINT (144.6181708 -37.8927178),395.0,2.0,1.0,1.0,27260,Wyndham,5.823333333333333,12.57,11.276666666666667,18.76833333333333,2.0166666666666666,1.7766666666666666,40.56333333333334
1968,29 Honeycomb Avenue Manor Lakes VIC 3024,POINT (144.5910979 -37.8616514),450.0,4.0,2.0,2.0,27260,Wyndham,4.916666666666667,17.31833333333333,15.645000000000001,24.953333333333333,2.243333333333333,5.498333333333333,46.43666666666666
1969,57 Brightvale Boulevard Wyndham Vale VIC 3024,POINT (144.6156859 -37.8652806),500.0,4.0,2.0,2.0,27260,Wyndham,3.203333333333333,15.433333333333334,13.76,23.06833333333333,4.111666666666666,3.6133333333333337,44.55166666666666
1970,24 Marmalade Road Manor Lakes VIC 3024,POINT (144.5807766 -37.868022),460.0,4.0,2.0,2.0,27260,Wyndham,5.995,18.396666666666665,16.725,26.03166666666667,0.6966666666666667,7.736666666666666,47.515
1971,26 Generation Crescent Mambourin VIC 3024,POINT (144.5908914 -37.8880023),435.0,4.0,2.0,2.0,27260,Wyndham,6.325,16.946666666666665,15.653333333333334,22.726666666666667,6.8516666666666675,4.431666666666667,44.52166666666667
1972,7 Julep street Manor Lakes VIC 3024,POINT (144.5822755 -37.8677023),450.0,4.0,2.0,2.0,27260,Wyndham,5.75,18.151666666666664,16.478333333333335,25.785,0.45,7.489999999999999,47.269999999999996
1973,5 Edison Drive Wyndham Vale VIC 3024,POINT (144.6136723 -37.8967315),500.0,4.0,2.0,2.0,27260,Wyndham,6.131666666666666,13.611666666666668,12.318333333333333,18.59,1.32,2.268333333333333,40.38333333333333
1974,12 Surveyor Street Wyndham Vale VIC 3024,POINT (144.6320106 -37.8789716),410.0,3.0,2.0,4.0,27260,Wyndham,6.7283333333333335,13.076666666666666,11.783333333333333,20.711666666666666,1.97,5.28,42.195
1975,6 Kirsten Street Wyndham Vale VIC 3024,POINT (144.6260699 -37.8647426),450.0,4.0,2.0,2.0,27260,Wyndham,5.16,17.15,15.478333333333333,24.785,5.423333333333333,5.33,46.26833333333333
1976,39 Bursa Drive Wyndham Vale VIC 3024,POINT (144.6124299 -37.8691424),680.0,5.0,3.0,4.0,27260,Wyndham,1.6716666666666666,13.885,12.211666666666668,21.51833333333333,2.58,2.0633333333333335,43.00333333333333
1977,35A Hindmarsh Drive Manor Lakes VIC 3024,POINT (144.6138939 -37.8809299),440.0,3.0,2.0,1.0,27260,Wyndham,3.4383333333333335,12.42,11.126666666666667,20.055,2.743333333333333,2.5383333333333336,41.538333333333334
1978,4 Yarrambat Street Manor Lakes VIC 3024,POINT (144.5983793 -37.8637592),480.0,4.0,2.0,2.0,27260,Wyndham,4.013333333333334,16.415,14.741666666666667,24.05,3.7116666666666664,4.595,45.53333333333333
1980,30 Grappa Circuit Wyndham Vale VIC 3024,POINT (144.6008784 -37.8623516),420.0,3.0,2.0,2.0,27260,Wyndham,2.7583333333333333,15.158333333333333,13.486666666666668,22.793333333333333,3.3883333333333336,3.3383333333333334,44.276666666666664
1981,40 Communal Road Wyndham Vale VIC 3024,POINT (144.6277256 -37.8769883),550.0,4.0,2.0,2.0,27260,Wyndham,5.6883333333333335,12.608333333333333,11.315,20.241666666666667,0.58,4.8100000000000005,41.72666666666667
1982,13 Kallang Road Wyndham Vale VIC 3024,POINT (144.6167998 -37.8707556),410.0,3.0,2.0,2.0,27260,Wyndham,2.3883333333333336,13.74,12.066666666666666,21.375,4.368333333333334,1.9200000000000002,42.858333333333334
1983,7 Farmington Rd Wyndham Vale VIC 3024,POINT (144.626608 -37.8674878),425.0,4.0,2.0,2.0,27260,Wyndham,5.483333333333333,16.506666666666668,14.833333333333334,24.141666666666666,4.405,5.653333333333333,45.625
1984,11 Armytage Way Wyndham Vale VIC 3024,POINT (144.625069 -37.8806201),420.0,3.0,2.0,2.0,27260,Wyndham,5.128333333333333,11.476666666666667,10.183333333333334,19.111666666666668,2.1516666666666664,3.68,40.595
1985,22 Rosewater Street Manor Lakes VIC 3024,POINT (144.5958093 -37.8617832),470.0,4.0,2.0,2.0,27260,Wyndham,3.631666666666667,16.033333333333335,14.360000000000001,23.668333333333333,2.735,4.213333333333334,45.151666666666664
1986,3 Lindberg Street Manor Lakes VIC 3024,POINT (144.5762159 -37.866832),500.0,4.0,2.0,2.0,27260,Wyndham,6.4399999999999995,18.84,17.168333333333333,26.475,1.1400000000000001,8.18,47.958333333333336
1987,9 Ellenborough Crescent Wyndham Vale VIC 3024,POINT (144.6024914 -37.8780116),450.0,3.0,2.0,2.0,27260,Wyndham,2.8583333333333334,15.158333333333333,13.865,22.793333333333333,1.2866666666666666,4.545,44.276666666666664
1988,79 Millbrook Drive Wyndham Vale VIC 3024,POINT (144.597105 -37.8481997),410.0,3.0,2.0,2.0,27260,Wyndham,5.8566666666666665,18.258333333333333,16.585,25.89333333333333,5.416666666666667,6.4383333333333335,47.376666666666665
1989,20 Fatham Dr Wyndham Vale VIC 3024,POINT (144.6303822 -37.8808117),450.0,4.0,2.0,2.0,27260,Wyndham,5.993333333333334,12.341666666666667,11.048333333333334,19.976666666666667,2.4466666666666668,4.885000000000001,41.46
1990,10 Zircon Street Wyndham Vale VIC 3024,POINT (144.6208272 -37.8994491),370.0,3.0,1.0,2.0,27260,Wyndham,7.341666666666667,13.171666666666665,11.878333333333334,17.06,2.118333333333333,1.88,38.855000000000004
1991,156 Black Forest Road Wyndham Vale VIC 3024,POINT (144.6203559 -37.9005229),465.0,3.0,2.0,2.0,27260,Wyndham,6.8566666666666665,12.901666666666667,11.608333333333333,16.79,1.8483333333333334,2.365,38.585
1992,58 Federal Drive Wyndham Vale VIC 3024,POINT (144.6284969 -37.8790357),440.0,4.0,2.0,2.0,27260,Wyndham,5.946666666666667,12.295,11.001666666666667,19.93,1.4483333333333335,4.498333333333333,41.413333333333334
1993,13 Gunnersbury Rd Wyndham Vale VIC 3024,POINT (144.5972406 -37.8512606),420.0,4.0,2.0,2.0,27260,Wyndham,5.441666666666666,17.841666666666665,16.17,25.476666666666667,5.0,6.0216666666666665,46.96
1994,25 Wollahra Rise Wyndham Vale VIC 3024,POINT (144.6179352 -37.8744376),500.0,4.0,2.0,2.0,27260,Wyndham,2.7116666666666664,13.26,11.586666666666668,20.89333333333333,4.243333333333333,1.5883333333333334,42.37833333333333
1995,100 Spearmint Boulevard Manor Lakes VIC 3024,POINT (144.5955952 -37.86083660000001),500.0,4.0,2.0,2.0,27260,Wyndham,3.5533333333333332,15.955,14.281666666666666,23.58833333333333,2.7083333333333335,4.135,45.07333333333334
1996,136 Wollahra Rise Wyndham Vale VIC 3024,POINT (144.6274256 -37.8679745),480.0,4.0,2.0,2.0,27260,Wyndham,5.6850000000000005,16.305,14.631666666666666,23.94,4.203333333333333,5.545,45.42333333333333
1997,13 Fusion Drive Wyndham Vale VIC 3024,POINT (144.601859 -37.8613925),450.0,3.0,2.0,2.0,27260,Wyndham,3.1166666666666667,15.518333333333334,13.845,23.151666666666664,3.746666666666667,3.6983333333333333,44.63666666666666
1998,57 Stanmore Crescent Wyndham Vale VIC 3024,POINT (144.5922329 -37.8493679),420.0,3.0,2.0,2.0,27260,Wyndham,5.858333333333333,18.258333333333333,16.586666666666666,25.89333333333333,5.416666666666667,6.4383333333333335,47.376666666666665
1999,20 Kallang Road Wyndham Vale VIC 3024,POINT (144.6175067 -37.8708716),540.0,4.0,2.0,2.0,27260,Wyndham,2.51,13.861666666666668,12.188333333333333,21.496666666666666,4.245,2.0416666666666665,42.980000000000004
2000,27 Ruthven Way Mambourin VIC 3024,POINT (144.5936249 -37.8892454),430.0,4.0,2.0,2.0,27260,Wyndham,6.173333333333333,16.795,15.501666666666667,22.353333333333335,5.09,4.281666666666666,44.14833333333333
2001,2 Woonan Drive Wyndham Vale VIC 3024,POINT (144.6242925 -37.876251),480.0,4.0,2.0,2.0,27260,Wyndham,5.114999999999999,13.423333333333334,11.75,21.058333333333334,1.32,4.6466666666666665,42.541666666666664
2002,12 Clematis Crescent Manor Lakes VIC 3024,POINT (144.5993216 -37.8704476),490.0,4.0,2.0,2.0,27260,Wyndham,3.9116666666666666,16.313333333333333,14.639999999999999,23.948333333333334,2.08,4.493333333333334,45.431666666666665
2003,1/3 Bellinger Crescent Wyndham Vale VIC 3024,POINT (144.6291454 -37.88276889999999),410.0,3.0,2.0,1.0,27260,Wyndham,5.48,11.318333333333333,10.025,18.953333333333333,3.2550000000000003,4.373333333333333,40.43666666666666
2004,3 Calico Court Wyndham Vale VIC 3024,POINT (144.6170569 -37.8662252),520.0,4.0,2.0,2.0,27260,Wyndham,3.2199999999999998,15.431666666666667,13.76,23.066666666666666,5.793333333333334,3.6116666666666664,44.55
2005,2 Empress Street Wyndham Vale VIC 3024,POINT (144.6212806 -37.8894269),450.0,4.0,2.0,2.0,27260,Wyndham,5.308333333333334,11.356666666666666,10.063333333333333,17.828333333333333,2.271666666666667,1.9333333333333333,39.623333333333335
2006,5 Crathes Street Wyndham Vale VIC 3024,POINT (144.6264492 -37.8637222),420.0,3.0,2.0,2.0,27260,Wyndham,5.355,17.345000000000002,15.671666666666665,24.98,5.5183333333333335,5.525,46.46333333333334
2007,25 Lenigas Crescent Manor Lakes VIC 3024,POINT (144.595638 -37.8771418),455.0,4.0,2.0,2.0,27260,Wyndham,3.896666666666667,16.196666666666665,14.903333333333334,23.048333333333336,3.24,4.203333333333333,44.843333333333334
2008,77 Manuka Grove Wyndham Vale VIC 3024,POINT (144.6081888 -37.8954251),470.0,4.0,2.0,2.0,27260,Wyndham,4.775,14.354999999999999,13.061666666666667,19.41,0.43333333333333335,2.8233333333333333,41.205000000000005
2009,"14, Yard Street Mambourin VIC 3024",POINT (144.5915262 -37.89284809999999),450.0,4.0,2.0,2.0,27260,Wyndham,7.446666666666667,18.066666666666666,16.775,21.428333333333335,4.608333333333333,5.553333333333333,43.22166666666667
2010,20 Heidelberg Street Mambourin VIC 3024,POINT (144.5911051 -37.8902923),460.0,4.0,2.0,2.0,27260,Wyndham,6.785,17.40666666666667,16.113333333333333,22.134999999999998,5.3149999999999995,4.891666666666667,43.92833333333333
2011,30 Chaparral Street Wyndham Vale VIC 3024,POINT (144.6172282 -37.8637746),500.0,4.0,2.0,2.0,27260,Wyndham,4.0633333333333335,16.12666666666667,14.453333333333335,23.761666666666667,6.263333333333334,4.306666666666667,45.245
2012,3 Gants Path Wyndham Vale VIC 3024,POINT (144.5879286 -37.8488855),420.0,3.0,2.0,2.0,27260,Wyndham,6.493333333333334,18.895,17.221666666666668,26.529999999999998,6.053333333333333,7.075,48.013333333333335
2013,9 Pandan Walk Manor Lakes VIC 3024,POINT (144.593954 -37.8626199),370.0,3.0,2.0,0.0,27260,Wyndham,4.13,16.531666666666666,14.858333333333333,24.166666666666668,2.243333333333333,4.711666666666667,45.65
2014,5 Stately Aveune Wyndham Vale VIC 3024,POINT (144.6133724 -37.8680849),480.0,4.0,2.0,2.0,27260,Wyndham,2.13,14.341666666666667,12.668333333333333,21.976666666666667,3.0366666666666666,2.521666666666667,43.46
2015,31 Hound Street Wyndham Vale VIC 3024,POINT (144.617571 -37.8719302),480.0,3.0,2.0,1.0,27260,Wyndham,2.2783333333333333,13.628333333333334,11.956666666666667,21.263333333333332,4.131666666666667,1.8083333333333333,42.74666666666667
2016,5 Vogue Drive Wyndham Vale VIC 3024,POINT (144.6204033 -37.8713121),580.0,4.0,2.0,2.0,27260,Wyndham,2.75,14.1,12.428333333333335,21.735,3.4166666666666665,2.2800000000000002,43.218333333333334
2017,23 Nectar Avenue Manor Lakes VIC 3024,POINT (144.5787759 -37.8653613),500.0,4.0,2.0,2.0,27260,Wyndham,6.28,18.68,17.008333333333333,26.315,0.98,8.02,47.79833333333333
2018,15 Laurimar Grove Wyndham Vale VIC 3024,POINT (144.6151865 -37.8716208),680.0,4.0,2.0,2.0,27260,Wyndham,2.18,13.531666666666666,11.858333333333333,21.166666666666668,3.0883333333333334,1.7116666666666667,42.65
2019,48 Ellimatta Road Mambourin VIC 3024,POINT (144.5991292 -37.8877946),410.0,4.0,2.0,2.0,27260,Wyndham,4.83,15.451666666666666,14.158333333333333,21.783333333333335,3.746666666666667,2.9383333333333335,43.57833333333333
2020,Manor Lakes VIC 3024,POINT (144.5972742 -37.869741),2.0,4.0,2.0,2.0,27260,Wyndham,3.521666666666667,15.923333333333334,14.25,23.55666666666667,1.8666666666666667,4.1033333333333335,45.041666666666664
2021,Wyndham Vale VIC 3024,POINT (144.6213448 -37.8892516),2.0,3.0,2.0,2.0,27260,Wyndham,5.4350000000000005,11.303333333333335,10.01,17.776666666666664,2.2199999999999998,1.88,39.57
2022,Mambourin VIC 3024,POINT (144.5121 -37.897885),2.0,4.0,2.0,2.0,27260,Wyndham,9.639999999999999,25.936666666666667,23.94,25.811666666666667,10.53,15.688333333333333,47.60666666666667
2038,406/30 Clark Street Williams Landing VIC 3027,POINT (144.743746 -37.8665943),450.0,2.0,2.0,1.0,27260,Wyndham,0.985,6.12,6.316666666666666,6.133333333333334,5.558333333333334,1.225,25.990000000000002
2039,107/38 Clark Street Williams Landing VIC 3027,POINT (144.7447249 -37.8659295),450.0,2.0,2.0,1.0,27260,Wyndham,1.3083333333333333,6.441666666666666,6.516666666666667,6.333333333333333,6.358333333333333,1.425,26.313333333333333
2040,106/115 Overton Road Williams Landing VIC 3027,POINT (144.74262 -37.8662865),450.0,2.0,2.0,1.0,27260,Wyndham,1.2233333333333334,6.358333333333333,5.9766666666666675,5.793333333333334,4.738333333333333,0.885,26.23
2041,48 Woodbury Street Williams Landing VIC 3027,POINT (144.7499658 -37.8652785),720.0,5.0,3.0,2.0,27260,Wyndham,1.5433333333333332,6.238333333333333,6.468333333333334,6.918333333333334,6.153333333333333,2.01,26.108333333333334
2042,307/2 Clark Street Williams Landing VIC 3027,POINT (144.74262 -37.8662865),440.0,2.0,1.0,1.0,27260,Wyndham,1.2233333333333334,6.358333333333333,5.9766666666666675,5.793333333333334,4.738333333333333,0.885,26.23
2043,47 Williams Landing Bvld Williams Landing VIC 3027,POINT (144.7522531 -37.8623453),480.0,3.0,2.0,2.0,27260,Wyndham,2.0083333333333333,6.206666666666666,7.335,6.941666666666666,6.453333333333333,2.25,26.408333333333335
2044,5 Firetail Close Williams Landing VIC 3027,POINT (144.7398091 -37.8553161),800.0,5.0,3.0,2.0,27260,Wyndham,3.5383333333333336,6.0233333333333325,7.7733333333333325,7.59,3.54,3.7800000000000002,27.151666666666664
2045,4 Batten Way Williams Landing VIC 3027,POINT (144.7532402 -37.8623556),690.0,5.0,3.0,2.0,27260,Wyndham,4.921666666666667,6.33,7.555000000000001,7.16,6.671666666666667,2.4699999999999998,26.628333333333334
2046,9 Stoneleigh Circuit Williams Landing VIC 3027,POINT (144.734124 -37.86463639999999),695.0,4.0,2.0,2.0,27260,Wyndham,3.2933333333333334,7.378333333333333,5.336666666666667,5.153333333333333,4.098333333333334,2.435,27.248333333333335
2047,62 Bushlark Crs Williams Landing VIC 3027,POINT (144.7338452 -37.8553118),225.0,1.0,1.0,0.0,27260,Wyndham,4.641666666666667,7.128333333333333,6.573333333333333,6.39,2.835,4.418333333333334,28.255
2048,3 Wellwood Avenue Williams Landing VIC 3027,POINT (144.740324 -37.8587693),560.0,4.0,2.0,2.0,27260,Wyndham,3.71,6.995,7.275,7.091666666666667,6.036666666666666,3.2766666666666664,28.108333333333334
2049,77 Fantail Crescent Williams Landing VIC 3027,POINT (144.7333303 -37.8560456),600.0,4.0,2.0,2.0,27260,Wyndham,4.9399999999999995,7.461666666666667,6.325,6.141666666666667,3.006666666666667,3.4233333333333333,28.236666666666668
2050,5/5 Lukis AVE Williams Landing VIC 3027,POINT (144.7392513 -37.859749),300.0,1.0,1.0,0.0,27260,Wyndham,3.6016666666666666,7.2266666666666675,6.83,6.6466666666666665,5.59,2.8316666666666666,28.066666666666666
2051,17 Wellwood Ave Williams Landing VIC 3027,POINT (144.7410105 -37.8596235),480.0,4.0,2.0,2.0,27260,Wyndham,3.4433333333333334,6.746666666666667,7.055000000000001,6.871666666666667,5.816666666666666,3.0566666666666666,27.84333333333333
2052,20 Rowan Avenue Williams Landing VIC 3027,POINT (144.7466531 -37.8598996),530.0,4.0,2.0,2.0,27260,Wyndham,2.3033333333333332,5.5183333333333335,7.0616666666666665,7.093333333333334,3.728333333333333,2.545,26.646666666666665
2085,24 Codrington Road Truganina VIC 3029,POINT (144.7141729 -37.8151237),450.0,3.0,2.0,1.0,27260,Wyndham,6.653333333333333,14.946666666666665,6.588333333333334,14.231666666666666,6.628333333333333,6.701666666666667,31.154999999999998
2086,20 Lookout Way Tarneit VIC 3029,POINT (144.7090931 -37.8456258),480.0,3.0,2.0,2.0,27260,Wyndham,4.823333333333333,13.125,4.306666666666667,11.283333333333333,1.6783333333333335,1.6583333333333334,30.238333333333333
2087,4/3 Malachite Drive Tarneit VIC 3029,POINT (144.6695342 -37.8422088),430.0,3.0,2.0,1.0,27260,Wyndham,6.515,8.193333333333333,5.71,15.979999999999999,2.3066666666666666,0.9966666666666666,34.64666666666667
2089,29B Melaleuca Drive Hoppers Crossing VIC 3029,POINT (144.6807503 -37.8583901),445.0,3.0,2.0,1.0,27260,Wyndham,7.611666666666666,7.791666666666667,5.7283333333333335,12.936666666666667,2.46,2.4433333333333334,34.419999999999995
2090,59 Marquands Road Truganina VIC 3029,POINT (144.7272382 -37.8476956),510.0,3.0,2.0,2.0,27260,Wyndham,6.001666666666667,8.486666666666666,7.995,7.705,1.5366666666666666,4.525,27.853333333333335
2091,23 Spree Street Tarneit VIC 3029,POINT (144.6859136 -37.8176672),480.0,3.0,2.0,0.0,27260,Wyndham,5.973333333333333,13.258333333333333,6.135000000000001,16.391666666666666,4.546666666666667,5.168333333333334,33.888333333333335
2092,68 Belvedere Drive Truganina VIC 3029,POINT (144.7196022 -37.8199148),500.0,3.0,1.0,2.0,27260,Wyndham,6.65,14.04,6.586666666666667,14.145000000000001,5.245,6.7,30.14333333333333
2093,202 Hogans Road Hoppers Crossing VIC 3029,POINT (144.6841341 -37.8624687),330.0,3.0,2.0,2.0,27260,Wyndham,5.681666666666667,7.071666666666667,3.253333333333333,11.151666666666667,2.7216666666666667,1.1666666666666667,32.635
2094,1 British Place Hoppers Crossing VIC 3029,POINT (144.6710573 -37.8698042),500.0,3.0,2.0,4.0,27260,Wyndham,8.581666666666667,5.755,3.3266666666666667,12.635,2.756666666666667,3.7449999999999997,34.11833333333333
2095,11/1 Clearwater Rise Parade Truganina VIC 3029,POINT (144.7076106 -37.8396588),415.0,2.0,1.0,1.0,27260,Wyndham,3.1266666666666665,13.066666666666666,3.0633333333333335,10.981666666666666,2.4650000000000003,2.445,28.541666666666668
2096,2/85 Powell Drive Hoppers Crossing VIC 3029,POINT (144.6953794 -37.8852089),450.0,3.0,2.0,0.0,27260,Wyndham,2.5233333333333334,11.016666666666667,3.8133333333333335,8.916666666666666,1.4366666666666668,2.2,30.4
2097,97 Edith Street Tarneit VIC 3029,POINT (144.6435309 -37.848694),490.0,3.0,2.0,2.0,27260,Wyndham,18.48166666666667,7.793333333333334,10.575,18.958333333333332,1.1700000000000002,4.985,39.28666666666666
2099,32 Wildflower Crescent Hoppers Crossing VIC 3029,POINT (144.7065197 -37.8584308),400.0,3.0,2.0,1.0,27260,Wyndham,5.7716666666666665,11.156666666666666,6.875,11.143333333333334,4.338333333333334,3.875,32.626666666666665
2101,17 Dobre Walk Truganina VIC 3029,POINT (144.7129582 -37.8275024),470.0,3.0,2.0,0.0,27260,Wyndham,4.786666666666666,15.198333333333332,4.723333333333333,12.366666666666667,6.510000000000001,5.1850000000000005,29.926666666666666
2102,5 Holstein Crescent Tarneit VIC 3029,POINT (144.6731941 -37.8214945),550.0,4.0,2.0,2.0,27260,Wyndham,7.088333333333334,12.818333333333333,7.21,17.658333333333335,3.0083333333333333,4.778333333333333,35.22
